Day,Date,Rides,Poly_Average
1,2013-01-01,5,2.6705347168290583
2,2013-01-02,1,2.6739417022897
3,2013-01-03,3,2.677339238607084
4,2013-01-04,4,2.680727349777042
5,2013-01-05,1,2.6841060597439377
6,2013-01-06,4,2.687475392400663
7,2013-01-08,1,2.6908353715886406
8,2013-01-09,2,2.6941860210978215
9,2013-01-10,3,2.697527364666687
10,2013-01-11,3,2.700859425982248
11,2013-01-12,2,2.704182228680045
12,2013-01-13,2,2.7074957963441486
13,2013-01-14,4,2.710800152507158
14,2013-01-15,4,2.7140953206502028
15,2013-01-16,5,2.7173813242029423
16,2013-01-17,5,2.7206581865435653
17,2013-01-18,3,2.72392593099879
18,2013-01-20,1,2.727184580843864
19,2013-01-21,4,2.7304341593025665
20,2013-01-22,4,2.733674689547203
21,2013-01-23,2,2.7369061946986113
22,2013-01-24,3,2.740128697826158
23,2013-01-25,1,2.743342221947739
24,2013-01-26,1,2.7465467900297806
25,2013-01-27,4,2.7497424249872378
26,2013-01-28,5,2.7529291496835966
27,2013-01-29,3,2.756106986930871
28,2013-01-31,4,2.7592759594896057
29,2013-02-01,5,2.762436090068875
30,2013-02-02,5,2.765587401326282
31,2013-02-03,3,2.7687299158679606
32,2013-02-04,2,2.7718636562485734
33,2013-02-05,2,2.774988644971314
34,2013-02-06,6,2.778104904487903
35,2013-02-07,2,2.7812124571985946
36,2013-02-08,4,2.784311325452168
37,2013-02-09,1,2.7874015315459353
38,2013-02-10,2,2.7904830977257387
39,2013-02-11,1,2.7935560461859463
40,2013-02-12,1,2.79662039906946
41,2013-02-13,3,2.799676178467709
42,2013-02-14,5,2.802723406420653
43,2013-02-15,3,2.80576210491678
44,2013-02-16,2,2.80879229589311
45,2013-02-17,1,2.811814001235191
46,2013-02-18,4,2.8148272427771004
47,2013-02-19,3,2.817832042301446
48,2013-02-21,2,2.820828421539366
49,2013-02-22,3,2.823816402170526
50,2013-02-23,6,2.8267960058231236
51,2013-02-24,3,2.829767254073884
52,2013-02-25,5,2.832730168448064
53,2013-02-26,7,2.835684770419448
54,2013-02-27,7,2.838631081410352
55,2013-02-28,2,2.84156912279162
56,2013-03-01,6,2.844498915882628
57,2013-03-02,4,2.8474204819512785
58,2013-03-03,1,2.8503338422140043
59,2013-03-05,1,2.853239017835771
60,2013-03-06,1,2.85613602993007
61,2013-03-07,1,2.859024899558925
62,2013-03-09,3,2.861905647732888
63,2013-03-10,2,2.86477829541104
64,2013-03-12,3,2.8676428635009925
65,2013-03-13,1,2.870499372858888
66,2013-03-14,1,2.8733478442893956
67,2013-03-16,3,2.8761882985457174
68,2013-03-17,1,2.8790207563295827
69,2013-03-18,3,2.8818452382912505
70,2013-03-19,3,2.8846617650295117
71,2013-03-20,6,2.887470357091684
72,2013-03-21,5,2.890271034973617
73,2013-03-22,5,2.8930638191196882
74,2013-03-23,3,2.895848729922806
75,2013-03-24,1,2.898625787724408
76,2013-03-25,2,2.9013950128144614
77,2013-03-26,3,2.904156425431463
78,2013-03-27,1,2.906910045762438
79,2013-03-28,2,2.9096558939429453
80,2013-03-29,3,2.9123939900570686
81,2013-03-30,3,2.915124354137424
82,2013-03-31,3,2.917847006165156
83,2013-04-01,4,2.92056196606994
84,2013-04-03,4,2.9232692537299796
85,2013-04-04,3,2.92596888897201
86,2013-04-05,3,2.9286608915712935
87,2013-04-06,5,2.9313452812516245
88,2013-04-08,1,2.9340220776853245
89,2013-04-09,3,2.936691300493248
90,2013-04-10,5,2.9393529692447746
91,2013-04-11,4,2.9420071034578186
92,2013-04-12,3,2.9446537225988205
93,2013-04-13,2,2.9472928460827514
94,2013-04-14,1,2.949924493273112
95,2013-04-15,3,2.952548683481932
96,2013-04-16,5,2.955165435969773
97,2013-04-17,3,2.9577747699457237
98,2013-04-18,4,2.9603767045674036
99,2013-04-19,3,2.9629712589409616
100,2013-04-20,2,2.9655584521210767
101,2013-04-21,2,2.968138303110956
102,2013-04-22,3,2.9707108308623393
103,2013-04-24,3,2.973276054275492
104,2013-04-25,2,2.9758339921992127
105,2013-04-26,5,2.9783846634308273
106,2013-04-27,5,2.980928086716193
107,2013-04-28,4,2.983464280749696
108,2013-04-29,6,2.985993264174251
109,2013-04-30,2,2.988515055581304
110,2013-05-01,3,2.991029673510831
111,2013-05-02,3,2.9935371364513346
112,2013-05-03,2,2.9960374628398507
113,2013-05-04,4,2.9985306710619426
114,2013-05-05,3,3.001016779451704
115,2013-05-06,2,3.003495806291758
116,2013-05-07,4,3.0059677698132576
117,2013-05-08,6,3.0084326881958856
118,2013-05-10,3,3.010890579567853
119,2013-05-11,5,3.0133414620059034
120,2013-05-12,2,3.015785353535307
121,2013-05-13,2,3.0182222721298646
122,2013-05-14,3,3.0206522357119074
123,2013-05-15,1,3.0230752621522963
124,2013-05-16,3,3.02549136927042
125,2013-05-17,2,3.0279005748341996
126,2013-05-18,1,3.030302896560083
127,2013-05-19,2,3.0326983521130506
128,2013-05-20,2,3.0350869591066094
129,2013-05-21,6,3.0374687351027982
130,2013-05-22,2,3.039843697612185
131,2013-05-23,5,3.0422118640938676
132,2013-05-24,4,3.044573251955473
133,2013-05-25,5,3.0469278785531575
134,2013-05-26,3,3.0492757611916073
135,2013-05-27,3,3.051616917124039
136,2013-05-28,2,3.0539513635521978
137,2013-05-29,3,3.05627911762636
138,2013-05-30,2,3.0586001964453295
139,2013-05-31,1,3.0609146170564414
140,2013-06-03,1,3.06322239645556
141,2013-06-04,4,3.065523551587079
142,2013-06-05,1,3.067818099343922
143,2013-06-06,3,3.0701060565675418
