Day,Date,Rides,Poly_Average
1,01/01/2013,7900,4392.632898645141
2,01/02/2013,2632,4397.752801988823
3,01/03/2013,2073,4402.853641339389
4,01/04/2013,3654,4407.935446316829
5,01/05/2013,5851,4412.998246510968
6,01/06/2013,4522,4418.042071481472
7,01/07/2013,2623,4423.066950757841
8,01/08/2013,2087,4428.072913839416
9,01/09/2013,1993,4433.059990195375
10,01/10/2013,2542,4438.028209264729
11,01/11/2013,4033,4442.977600456332
12,01/12/2013,7551,4447.9081931488745
13,01/13/2013,5872,4452.820016690883
14,01/14/2013,2568,4457.713100400722
15,01/15/2013,2101,4462.587473566594
16,01/16/2013,2203,4467.443165446539
17,01/17/2013,2673,4472.280205268435
18,01/18/2013,4483,4477.098622229995
19,01/19/2013,7529,4481.898445498775
20,01/20/2013,6999,4486.679704212162
21,01/21/2013,3324,4491.442427477386
22,01/22/2013,2456,4496.186644371512
23,01/23/2013,2441,4500.912383941442
24,01/24/2013,2867,4505.619675203918
25,01/25/2013,4558,4510.308547145516
26,01/26/2013,7769,4514.979028722654
27,01/27/2013,6355,4519.631148861585
28,01/28/2013,2715,4524.264936458399
29,01/29/2013,2393,4528.880420379022
30,01/30/2013,2593,4533.477629459225
31,01/31/2013,3171,4538.056592504607
32,02/01/2013,5113,4542.617338290612
33,02/02/2013,7950,4547.159895562518
34,02/03/2013,6942,4551.68429303544
35,02/04/2013,3207,4556.190559394333
36,02/05/2013,2360,4560.678723293988
37,02/06/2013,2375,4565.148813359036
38,02/07/2013,3028,4569.60085818394
39,02/08/2013,4735,4574.0348863330055
40,02/09/2013,7281,4578.450926340376
41,02/10/2013,5593,4582.849006710028
42,02/11/2013,2745,4587.22915591578
43,02/12/2013,2406,4591.591402401287
44,02/13/2013,2622,4595.93577458004
45,02/14/2013,3440,4600.262300835368
46,02/15/2013,5356,4604.571009520439
47,02/16/2013,9319,4608.861928958257
48,02/17/2013,7953,4613.135087441664
49,02/18/2013,3270,4617.390513233342
50,02/19/2013,2652,4621.628234565807
51,02/20/2013,2882,4625.848279641414
52,02/21/2013,3182,4630.050676632356
53,02/22/2013,5156,4634.2354536806615
54,02/23/2013,8472,4638.4026388982
55,02/24/2013,6441,4642.552260366676
56,02/25/2013,3059,4646.684346137634
57,02/26/2013,2536,4650.798924232451
58,02/27/2013,2738,4654.896022642348
59,02/28/2013,3242,4658.97566932838
60,03/01/2013,5368,4663.037892221439
61,03/02/2013,8407,4667.082719222257
62,03/03/2013,6430,4671.110178201402
63,03/04/2013,3102,4675.120296999279
64,03/05/2013,2411,4679.1131034261325
65,03/06/2013,2814,4683.088625262044
66,03/07/2013,3204,4687.04689025693
67,03/08/2013,5253,4690.98792613055
68,03/09/2013,8250,4694.911760572493
69,03/10/2013,6546,4698.818421242195
70,03/11/2013,3190,4702.707935768922
71,03/12/2013,2640,4706.580331751781
72,03/13/2013,2862,4710.4356367597165
73,03/14/2013,3508,4714.273878331511
74,03/15/2013,5873,4718.095083975781
75,03/17/2013,8617,4721.899281170985
76,03/18/2013,3256,4725.686497365418
77,03/19/2013,2766,4729.456759977211
78,03/20/2013,2840,4733.210096394334
79,03/21/2013,3677,4736.946533974593
80,03/22/2013,6176,4740.666100045633
81,03/23/2013,8113,4744.368821904937
82,03/24/2013,5966,4748.054726819824
83,03/25/2013,2509,4751.723842027452
84,03/26/2013,2429,4755.376194734814
85,03/27/2013,2681,4759.011812118745
86,03/28/2013,3761,4762.630721325913
87,03/29/2013,5577,4766.232949472828
88,03/30/2013,6070,4769.818523645834
89,03/31/2013,4222,4773.387470901112
90,04/01/2013,2593,4776.939818264684
91,04/02/2013,2596,4780.475592732408
92,04/03/2013,2836,4783.99482126998
93,04/04/2013,3489,4787.497530812931
94,04/05/2013,5910,4790.9837482666335
95,04/06/2013,8541,4794.453500506295
96,04/07/2013,6596,4797.906814376963
97,04/08/2013,5090,4801.343716693518
98,04/09/2013,3555,4804.7642342406825
99,04/10/2013,2946,4808.168393773014
