Day,Date,Rides,Poly_Average
1,2013-01-01,13,10.87151845624421
2,2013-01-02,6,10.869549806055568
3,2013-01-03,9,10.867587604955986
4,2013-01-04,7,10.865631829035195
5,2013-01-05,7,10.863682454403069
6,2013-01-06,11,10.86173945718965
7,2013-01-07,7,10.859802813545114
8,2013-01-08,7,10.85787249963981
9,2013-01-09,9,10.855948491664225
10,2013-01-10,12,10.854030765829009
11,2013-01-11,8,10.852119298364961
12,2013-01-12,7,10.850214065523033
13,2013-01-13,9,10.848315043574333
14,2013-01-14,13,10.846422208810118
15,2013-01-15,8,10.844535537541805
16,2013-01-16,14,10.842655006100959
17,2013-01-17,7,10.8407805908393
18,2013-01-18,10,10.838912268128702
19,2013-01-19,5,10.83705001436119
20,2013-01-20,3,10.835193805948943
21,2013-01-21,7,10.833343619324298
22,2013-01-22,9,10.83149943093974
23,2013-01-23,12,10.829661217267908
24,2013-01-24,13,10.827828954801598
25,2013-01-25,14,10.826002620053753
26,2013-01-26,11,10.824182189557476
27,2013-01-27,8,10.82236763986602
28,2013-01-28,11,10.82055894755279
29,2013-01-29,7,10.818756089211348
30,2013-01-30,8,10.816959041455409
31,2013-01-31,8,10.815167780918834
32,2013-02-01,14,10.813382284255647
33,2013-02-02,12,10.811602528140023
34,2013-02-03,15,10.809828489266287
35,2013-02-04,6,10.808060144348921
36,2013-02-05,6,10.806297470122555
37,2013-02-06,10,10.80454044334198
38,2013-02-07,16,10.802789040782132
39,2013-02-08,11,10.801043239238107
40,2013-02-09,14,10.799303015525151
41,2013-02-10,9,10.797568346478666
42,2013-02-11,13,10.795839208954206
43,2013-02-12,10,10.794115579827475
44,2013-02-13,11,10.792397435994335
45,2013-02-14,14,10.790684754370801
46,2013-02-15,9,10.788977511893039
47,2013-02-16,10,10.787275685517368
48,2013-02-17,13,10.785579252220263
49,2013-02-18,9,10.783888188998354
50,2013-02-19,13,10.782202472868416
51,2013-02-20,10,10.780522080867385
52,2013-02-21,14,10.77884699005235
53,2013-02-23,19,10.777177177500548
54,2013-02-24,15,10.775512620309375
55,2013-02-25,15,10.773853295596378
56,2013-02-26,16,10.77219918049926
57,2013-02-27,16,10.770550252175873
58,2013-02-28,15,10.76890648780422
59,2013-03-01,19,10.767267864582465
60,2013-03-02,15,10.765634359728926
61,2013-03-03,11,10.764005950482064
62,2013-03-04,11,10.762382614100503
63,2013-03-05,12,10.760764327863017
64,2013-03-07,15,10.75915106906853
65,2013-03-08,8,10.757542815036128
66,2013-03-09,12,10.75593954310504
67,2013-03-10,11,10.754341230634656
68,2013-03-11,11,10.752747855004518
69,2013-03-12,13,10.751159393614316
70,2013-03-13,3,10.7495758238839
71,2013-03-14,12,10.74799712325327
72,2013-03-15,16,10.746423269182584
73,2013-03-17,19,10.744854239152144
74,2013-03-19,12,10.743290010662413
75,2013-03-21,5,10.741730561234004
76,2013-03-22,14,10.740175868407688
77,2013-03-23,14,10.738625909744382
78,2013-03-24,11,10.737080662825164
79,2013-03-25,9,10.735540105251257
80,2013-03-26,13,10.734004214644045
81,2013-03-27,13,10.73247296864506
82,2013-03-28,19,10.730946344915996
