Date,Predicted_Poly
2017-01-01,3.8814718720792367
2017-01-02,3.866462981400298
2017-01-03,3.8514272328956576
2017-01-04,3.8363645902331687
2017-01-05,3.821275017019069
2017-01-06,3.8061584767979575
2017-01-07,3.791014933052809
2017-01-08,3.775844349204977
2017-01-09,3.7606466886141874
2017-01-10,3.745421914578545
2017-01-11,3.730169990334522
2017-01-12,3.714890879056968
2017-01-13,3.699584543859112
2017-01-14,3.684250947792547
2017-01-15,3.668890053847246
2017-01-16,3.6535018249515563
2017-01-17,3.638086223972202
2017-01-18,3.622643213714282
2017-01-20,3.6071727569212655
2017-01-21,3.5916748162749936
2017-01-22,3.5761493543956835
2017-01-23,3.5605963338419393
2017-01-24,3.5450157171107186
2017-01-25,3.5294074666373714
2017-01-26,3.5137715447956204
2017-01-27,3.49810791389754
2017-01-28,3.482416536193604
2017-01-29,3.4666973738726607
2017-01-30,3.450950389061912
2017-01-31,3.4351755438269507
2017-02-01,3.4193728001717467
2017-02-02,3.40354212003864
2017-02-03,3.3876834653083314
2017-02-04,3.371796797799913
2017-02-05,3.355882079270849
2017-02-06,3.3399392714169664
2017-02-07,3.3239683358724808
2017-02-08,3.307969234209981
2017-02-09,3.2919419279404263
2017-02-10,3.2758863785131407
2017-02-11,3.2598025473158323
2017-02-12,3.2436903956745873
2017-02-13,3.2275498848538664
2017-02-14,3.211380976056498
2017-02-15,3.1951836304236796
2017-02-17,3.178957809034994
2017-02-18,3.1627034729084045
2017-02-19,3.1464205830002285
2017-02-20,3.1301091002051784
2017-02-21,3.113768985356323
2017-02-22,3.0974001992251203
2017-02-23,3.0810027025213884
2017-02-24,3.064576455893338
2017-02-25,3.04812141992754
2017-02-26,3.0316375551489365
2017-02-27,3.015124822020855
2017-02-28,2.9985831809450065
2017-03-01,2.982012592261448
2017-03-02,2.9654130162486325
2017-03-03,2.948784413123377
2017-03-04,2.9321267430408806
2017-03-05,2.9154399660947163
2017-03-06,2.8987240423168306
2017-03-07,2.88197893167753
2017-03-08,2.865204594085517
2017-03-09,2.848400989387864
