Date,Predicted_Poly
2017-01-01,3521.312662059684
2017-01-02,3516.7243746258696
2017-01-03,3512.1391060620604
2017-01-04,3507.556883317309
2017-01-05,3502.9777333640372
2017-01-06,3498.4016831980243
2017-01-07,3493.8287598384186
2017-01-08,3489.2589903277326
2017-01-09,3484.692401731844
2017-01-10,3480.129021139992
2017-01-11,3475.568875664783
2017-01-12,3471.011992442188
2017-01-13,3466.45839863154
2017-01-14,3461.9081214155376
2017-01-15,3457.361188000244
2017-01-16,3452.8176256150923
2017-01-17,3448.27746151287
2017-01-18,3443.7407229697365
2017-01-19,3439.207437285212
2017-01-20,3434.6776317821837
2017-01-21,3430.1513338069017
2017-01-22,3425.628570728982
2017-01-23,3421.1093699414023
2017-01-24,3416.593758860508
2017-01-25,3412.081764926004
2017-01-26,3407.5734156009707
2017-01-27,3403.068738371841
2017-01-28,3398.5677607484176
2017-01-29,3394.070510263867
2017-01-30,3389.5770144747216
2017-01-31,3385.0873009608763
2017-02-01,3380.60139732559
2017-02-02,3376.119331195489
2017-02-03,3371.6411302205624
2017-02-04,3367.1668220741626
2017-02-05,3362.696434453007
2017-02-06,3358.2299950771803
2017-02-07,3353.7675316901295
2017-02-08,3349.3090720586647
2017-02-09,3344.854643972967
2017-02-10,3340.4042752465693
2017-02-11,3335.9579937163826
2017-02-12,3331.515827242673
2017-02-13,3327.0778037090768
2017-02-14,3322.643951022592
2017-02-15,3318.214297113579
2017-02-16,3313.7888699357713
2017-02-17,3309.3676974662576
2017-02-18,3304.9508077054966
2017-02-19,3300.5382286773065
2017-02-20,3296.1299884288733
2017-02-21,3291.72611503075
2017-02-22,3287.3266365768495
2017-02-23,3282.9315811844504
2017-02-24,3278.5409769941966
2017-02-25,3274.154852170096
2017-02-26,3269.773234899526
2017-02-27,3265.396153393218
2017-02-28,3261.023635885274
2017-03-01,3256.6557106331625
2017-03-02,3252.292405917714
2017-03-03,3247.9337500431225
2017-03-04,3243.5797713369498
2017-03-05,3239.2304981501165
2017-03-06,3234.885958856916
2017-03-07,3230.546181854998
2017-03-08,3226.2111955653786
2017-03-09,3221.8810284324454
2017-03-10,3217.5557089239423
2017-03-11,3213.235265530981
2017-03-12,3208.919726768037
2017-03-13,3204.6091211729504
2017-03-14,3200.303477306926
2017-03-15,3196.002823754534
2017-03-16,3191.7071891237065
2017-03-17,3187.4166020457415
2017-03-18,3183.1310911753017
2017-03-19,3178.8506851904185
2017-03-20,3174.5754127924783
2017-03-21,3170.3053027062397
2017-03-22,3166.040383679825
2017-03-23,3161.780684484718
2017-03-24,3157.526233915768
2017-03-25,3153.277060791189
2017-03-26,3149.0331939525604
2017-03-27,3144.794662264825
2017-03-28,3140.5614946162905
2017-03-29,3136.3337199186317
2017-03-30,3132.1113671068824
2017-03-31,3127.894465139446
