Day,Date,Rides,20_ExpMA,Poly_Average
1,2013-01-01,1,1.0,2.8429014911034045
2,2013-01-03,1,1.0,2.841753566346772
3,2013-01-04,2,1.3671940049958369,2.8406079916098967
4,2013-01-06,1,1.2611907730673315,2.839464771208564
5,2013-01-07,1,1.198010947747577,2.83832390943264
6,2013-01-08,6,2.211011295384533,2.8371854105460788
7,2013-01-09,3,2.3601895305285585,2.8360492787869225
8,2013-01-10,1,2.12507393550993,2.834915518367299
9,2013-01-11,2,2.1050114646724096,2.833784133473423
10,2013-01-12,3,2.2397889831655022,2.8326551282655967
11,2013-01-13,3,2.3482656407448355,2.8315285068782083
12,2013-01-14,2,2.300822055153229,2.8304042734197328
13,2013-01-15,6,2.7849113899383906,2.8292824319727314
14,2013-01-16,4,2.9384527288879965,2.828162986593853
15,2013-01-17,2,2.8234471756066006,2.8270459413138336
16,2013-01-18,6,3.202378925015469,2.8259313001374946
17,2013-01-19,3,3.1788041190897136,2.824819067043745
18,2013-01-20,2,3.044344378617753,2.8237092459855804
19,2013-01-21,4,3.151336509460526,2.8226018408900826
20,2013-01-22,5,3.3549035559497677,2.821496855658422
21,2013-01-23,4,3.424897513575272,2.8203942941658533
22,2013-01-24,2,3.2723176732983474,2.8192941602617188
23,2013-01-25,2,3.137670922088792,2.8181964577694485
24,2013-01-27,2,3.01853518669842,2.817101190486558
25,2013-01-28,2,2.9128769568790345,2.8160083621846512
26,2013-01-29,4,3.0246999779543833,2.8149179766094163
27,2013-01-31,1,2.8180121099748363,2.813830037480629
28,2013-02-01,3,2.836463714212728,2.8127445484921547
29,2013-02-02,1,2.651404467460494,2.8116615133119414
30,2013-02-03,4,2.7865540108278566,2.8105809355820255
31,2013-02-05,3,2.8078385753771964,2.8095028189185314
32,2013-02-06,5,3.025463047487864,2.8084271669116685
33,2013-02-07,3,3.0229453916177054,2.8073539831257333
34,2013-02-08,5,3.2177180897690425,2.806283271099109
35,2013-02-09,4,3.2945340025133065,2.8052150343442674
36,2013-02-10,1,3.0698871818341944,2.804149276347764
37,2013-02-11,2,2.9654182884869136,2.803086000570243
38,2013-02-12,4,3.0661972444290737,2.8020252104464345
39,2013-02-13,2,2.9625637260205497,2.8009669093851564
40,2013-02-14,2,2.869186425217398,2.799911100769312
41,2013-02-15,2,2.7850166116519826,2.7988577879558925
42,2013-02-16,1,2.6124361414245705,2.7978069742759755
43,2013-02-17,3,2.6498528573219504,2.7967586630347245
44,2013-02-18,2,2.5871956650502024,2.795712857511392
45,2013-02-19,3,2.6269503426854657,2.794669560959313
46,2013-02-20,6,2.9514424100301606,2.7936287766059147
47,2013-02-21,2,2.8600004128254377,2.7925905076527062
48,2013-02-22,1,2.681393503294338,2.7915547572752866
49,2013-02-23,2,2.616014017065732,2.7905215286233407
50,2013-02-24,5,2.844594047700092,2.7894908248206387
51,2013-02-25,4,2.9553048184843864,2.78846264896504
52,2013-02-26,4,3.0553491084730315,2.7874370041284893
53,2013-02-27,5,3.2414789392672088,2.786413893357018
54,2013-02-28,4,3.3140453184381435,2.7853933196707445
55,2013-03-01,6,3.5708954065539418,2.7843752860638737
56,2013-03-03,3,3.516323557136125,2.7833597955046985
57,2013-03-04,3,3.4669855853368348,2.7823468509355958
58,2013-03-05,3,3.422376362998948,2.781336455273033
59,2013-03-06,5,3.5730369322135735,2.780328611407562
60,2013-03-07,6,3.8047477568187005,2.7793233222038194
61,2013-03-08,3,3.727933704416568,2.778320590500533
62,2013-03-09,3,3.6584664335425874,2.7773204191105147
63,2013-03-10,4,3.691052964874912,2.776322810820663
64,2013-03-11,2,3.5297336882205808,2.7753277683919637
65,2013-03-14,2,3.3838265898595505,2.7743352945594912
66,2013-03-15,1,3.156487920630419,2.7733453920324047
67,2013-03-16,2,3.046211229919855,2.7723580634939458
68,2013-03-17,5,3.2324926523716737,2.7713733116014527
69,2013-03-18,4,3.305661905732894,2.7703911389863425
70,2013-03-19,6,3.5624983740446994,2.7694115482541224
71,2013-03-20,1,3.3182505704316,2.7684345419843845
72,2013-03-21,4,3.3832273076156403,2.76746012273081
73,2013-03-22,3,3.346704946382148,2.7664882930211645
74,2013-03-23,6,3.599553316082142,2.765519055357301
