Day,Date,Rides,20_ExpMA,Poly_Average
1,01/01/2013,3665,3665.0,2343.2295840421907
2,01/02/2013,1239,2391.350000000001,2346.369219226091
3,01/03/2013,1154,1937.0024979184016,2349.4992260157987
4,01/04/2013,1861,1915.0617518703243,2352.6196120264576
5,01/05/2013,2977,2171.935577194556,2355.7303848727715
6,01/06/2013,2392,2218.3591184352167,2358.8315521689983
7,01/07/2013,1325,2049.4470213945624,2361.9231215289515
8,01/08/2013,1128,1890.1702736687232,2365.005100566005
9,01/09/2013,1188,1777.5387283270172,2368.077496893084
10,01/10/2013,1540,1741.7674540746582,2371.1403181226738
11,01/11/2013,2314,1823.4209326029845,2374.1935718668146
12,01/12/2013,3703,2079.4725206078383,2377.2372657371043
13,01/13/2013,3010,2201.2450968976013,2380.2714073446946
14,01/14/2013,1350,2093.679845384531,2383.2960043002968
15,01/15/2013,1241,1989.185591841744,2386.3110642141755
16,01/16/2013,1382,1916.7542767489786,2389.316594696153
17,01/17/2013,1629,1883.2342290061374,2392.312603355611
18,01/18/2013,2563,1960.771393721967,2395.299097801481
19,01/19/2013,3906,2178.5529343788157,2398.276085642258
20,01/20/2013,3608,2335.957631745508,2401.2435744859877
21,01/21/2013,1599,2255.996593789188,2404.2015719402757
22,01/22/2013,1327,2156.518455503649,2407.150085612282
23,01/23/2013,1456,2082.3840343795746,2410.089123108725
24,01/24/2013,1605,2032.3928665513488,2413.018692035877
25,01/25/2013,2510,2081.9376686635583,2415.9387999995693
26,01/26/2013,4155,2295.175805997157,2418.8494546051884
27,01/27/2013,3469,2415.0035447648434,2421.750663457676
28,01/28/2013,1442,2316.351506282589,2424.642434161532
29,01/29/2013,1286,2212.523659226854,2427.524774320813
30,01/30/2013,1381,2129.192489775293,2430.397691539129
31,01/31/2013,1788,2095.1692054749483,2433.2611934196498
32,02/01/2013,2903,2175.36574038273,2436.1152875651
33,02/02/2013,4044,2360.126736298349,2438.959981577761
34,02/03/2013,3366,2459.221950329776,2441.795283059469
35,02/04/2013,1627,2377.502191909797,2444.6211996116213
36,02/05/2013,1369,2278.764578602566,2447.437738835165
37,02/06/2013,1443,2197.1565342143895,2450.244908330609
38,02/07/2013,1799,2158.3719709719257,2453.042715698015
39,02/08/2013,2794,2220.1545064187594,2455.831168537004
40,02/09/2013,4001,2392.9124660663283,2458.6102744467503
41,02/10/2013,3259,2476.7821908429146,2461.3800410259873
42,02/11/2013,1579,2389.982061563404,2464.140475873004
43,02/12/2013,1390,2293.4404365586265,2466.891586585646
44,02/13/2013,1487,2215.6854603053907,2469.6333807613146
45,02/14/2013,1937,2188.8469566898143,2472.365865996967
46,02/15/2013,2923,2259.473500314668,2475.089049889118
47,02/16/2013,4492,2474.038964069036,2477.802940033839
48,02/17/2013,3809,2602.2288630217317,2480.5075440267565
49,02/18/2013,1633,2509.231667134285,2483.2028694630544
50,02/19/2013,1524,2414.766227208205,2485.888923937472
51,02/20/2013,1659,2342.348856170428,2488.565715044307
52,02/21/2013,2099,2319.044772868541,2491.2332503774114
53,02/22/2013,3022,2386.3272542907584,2493.8915375301945
54,02/23/2013,4518,2590.260646178448,2496.540584095622
55,02/24/2013,3414,2669.0324613047133,2499.180397666215
56,02/25/2013,1749,2581.086626811333,2501.810985834052
57,02/26/2013,1521,2479.7886647572154,2504.432356190769
58,02/27/2013,1624,2398.0386749949803,2507.044516327557
59,02/28/2013,2022,2362.1275745951707,2509.647473835162
60,03/01/2013,3226,2444.6045577438063,2512.2412363038898
61,03/02/2013,4677,2657.6891411188944,2514.825811323601
62,03/03/2013,3457,2733.967988505019,2517.4012064837093
63,03/04/2013,1606,2626.3458751633066,2519.9674293731905
64,03/05/2013,1438,2512.9827215670607,2522.524487580573
65,03/06/2013,1690,2434.486038235995,2525.072388693944
66,03/07/2013,1868,2380.4618979661927,2527.6111403009445
67,03/08/2013,2956,2435.342226708001,2530.1407499887737
68,03/09/2013,4452,2627.6178116433875,2532.661225344187
69,03/10/2013,3279,2689.716433268483,2535.172573953496
70,03/11/2013,1641,2589.748049362121,2537.674803402568
71,03/12/2013,1523,2488.069597307536,2540.167921276828
72,03/13/2013,1638,2407.0504626859465,2542.651935161255
73,03/14/2013,2040,2372.06978849406,2545.126852640389
74,03/15/2013,3229,2453.7317983902108,2547.5926812983216
75,03/17/2013,3907,2592.214408423203,2550.049428718703
76,03/18/2013,1575,2495.288645776021,2552.49710248474
77,03/19/2013,1463,2396.9311877890045,2554.9357101791948
78,03/20/2013,1575,2318.6201484741723,2557.3652593843867
79,03/21/2013,2031,2291.217660848313,2559.7857576821907
80,03/22/2013,3069,2365.3168614385545,2562.1972126540395
81,03/23/2013,4682,2586.0198914846205,2564.599631880921
82,03/24/2013,3516,2674.613592251185,2566.9930229433794
83,03/25/2013,1291,2542.8083394739183,2569.377393421517
84,03/26/2013,1457,2439.374925119665,2571.7527508949906
85,03/27/2013,1592,2358.6562436973504,2574.119102943013
86,03/28/2013,1937,2318.4911644629983,2576.476457144357
87,03/29/2013,3014,2384.741057629853,2578.824821077347
88,03/30/2013,3875,2526.691720803725,2581.1642023198674
89,03/31/2013,2485,2522.720543110699,2583.494608449357
90,04/01/2013,1369,2412.828935930053,2585.8160470428115
91,04/02/2013,1449,2321.025530196145,2588.1285256767833
92,04/03/2013,1612,2253.492517921369,2590.432051927382
93,04/04/2013,1953,2224.8715864654464,2592.7266333702714
94,04/05/2013,3125,2310.6051388465826,2595.012277580674
95,04/06/2013,4761,2543.9934095824874,2597.2889921333663
96,04/07/2013,3825,2666.0022348020234,2599.5567846026847
97,04/08/2013,1601,2564.567284367569,2601.815662562517
98,04/09/2013,1561,2468.9841906992137,2604.0656335863127
99,04/10/2013,1530,2379.552674642721,2606.306705247073
100,04/11/2013,1999,2343.307930939197,2608.538885117361
101,04/12/2013,3346,2438.806303808098,2610.762180769289
102,04/13/2013,4814,2665.0235645462035,2612.976599774533
103,04/14/2013,3810,2774.0725756142024,2615.182149704321
104,04/15/2013,1496,2652.3477055604403,2617.378838129437
105,04/16/2013,1538,2546.2164556703565,2619.566672620224
106,04/17/2013,1705,2466.09862411456,2621.74566074658
107,04/18/2013,1895,2411.70706360822,2623.91581007796
108,04/19/2013,3254,2491.927060266882,2626.0771281833745
109,04/20/2013,5002,2730.9859986022047,2628.229622631392
110,04/21/2013,3716,2824.7984083866468,2630.373300990135
111,04/22/2013,1431,2692.053715243542,2632.508170827283
112,04/23/2013,1591,2587.190036063386,2634.6342397100752
113,04/24/2013,1583,2491.5517175532336,2636.7515152053024
114,04/25/2013,2045,2449.022510921674,2638.860004879315
115,04/26/2013,3052,2506.44951463718,2640.9597162980185
116,04/27/2013,4839,2728.5991965351554,2643.050657026876
117,04/28/2013,3827,2833.2096560545942,2645.1328346309037
118,04/29/2013,1460,2702.426812200129,2647.206256674679
119,04/30/2013,1715,2608.385531151493,2649.2709307223317
120,05/01/2013,1724,2524.1578253526222,2651.326864337552
121,05/02/2013,2137,2487.2854485767443,2653.3740650835807
122,05/03/2013,3204,2555.544317178461,2655.41254052322
123,05/04/2013,5054,2793.493549469858,2657.442298218828
124,05/05/2013,3847,2893.8279061208746,2659.463345732316
125,05/06/2013,1510,2762.0342861526788,2661.475690625155
126,05/07/2013,1512,2642.983004513815,2663.47934045837
127,05/08/2013,1685,2551.746252453644,2665.474302792546
128,05/09/2013,2110,2509.6750658765945,2667.46058518782
129,05/10/2013,3091,2565.0394821390114,2669.4381952038875
130,05/11/2013,4266,2727.0360841496968,2671.407140400001
131,05/12/2013,3080,2760.651763187301,2673.367428334968
132,05/13/2013,1437,2634.5894597676997,2675.3190665671523
133,05/14/2013,1608,2536.818873118935,2677.262062654476
134,05/15/2013,1961,2481.978898274537,2679.1964241544165
135,05/16/2013,2209,2455.9808727197706,2681.122158624007
136,05/17/2013,3180,2524.93515988995,2683.0392736198387
137,05/18/2013,5033,2763.7987430591484,2684.947776698056
138,05/19/2013,4216,2902.1037635309776,2686.847675414363
139,05/20/2013,1623,2780.284246821741,2688.7389773240197
140,05/21/2013,1653,2672.9237541262114,2690.621689981842
141,05/22/2013,1729,2583.026186885747,2692.4958209422
142,05/23/2013,2224,2548.8331937018743,2694.3613777590244
143,05/24/2013,3072,2598.6586341544244,2696.218367985799
144,05/25/2013,4240,2754.976945562504,2698.066799175565
145,05/26/2013,3991,2872.693485593429,2699.9066788809205
146,05/27/2013,1928,2782.722636880499,2701.7380146540195
147,05/28/2013,1681,2677.7966286650435,2703.5608140465724
148,05/29/2013,1908,2604.48263697424,2705.3750846098465
149,05/30/2013,2098,2556.24617925167,2707.180833894665
150,05/31/2013,3317,2628.6989459725837,2708.9780694514066
151,06/02/2013,4321,2789.870518979885,2710.766798830008
152,06/03/2013,1637,2680.073299543833,2712.5470295799623
153,06/04/2013,1579,2575.209152315168,2714.318769250319
154,06/05/2013,1745,2496.1415979934877,2716.082025389681
155,06/06/2013,2116,2459.937629648904,2717.8368055462115
156,06/07/2013,3368,2546.419774489589,2719.583117267629
157,06/08/2013,5025,2782.475069453579,2721.3209681012067
158,06/09/2013,3899,2888.8107915491273,2723.0503655937764
159,06/10/2013,1705,2776.066892802501,2724.7713172917247
160,06/11/2013,1709,2674.4414631556233,2726.4838307409955
161,06/12/2013,1885,2599.256554349107,2728.1879134870896
162,06/13/2013,2258,2566.755927171118,2729.8835730750625
163,06/14/2013,3243,2631.160129880101,2731.5708170495277
164,06/15/2013,4959,2852.859181626049,2733.2496529546547
165,06/16/2013,3704,2933.920217404613,2734.9200883341673
166,06/17/2013,1736,2819.8325707026147,2736.582130731349
167,06/18/2013,1649,2708.3247006809947,2738.235787689039
168,06/19/2013,1841,2625.722344116526,2739.881066749631
169,06/20/2013,2248,2589.7487859111397,2741.517975455077
170,06/21/2013,3198,2647.677475331648,2743.1465213468828
171,06/22/2013,5251,2895.612963027475,2744.7667119661137
172,06/23/2013,4248,3024.411732756836,2746.378554853391
173,06/24/2013,2120,2938.2772794142647,2747.9820575488898
174,06/25/2013,2192,2867.203250859454,2749.577227592345
175,06/26/2013,1740,2759.8505576448692,2751.164072523045
176,06/27/2013,2165,2703.1981223150533,2752.7425998798376
177,06/28/2013,3873,2814.6078272085256,2754.312817201123
178,06/29/2013,4918,3014.930894955353,2755.8747320248604
179,06/30/2013,3779,3087.699382356739,2757.428351888565
180,07/01/2013,1486,2935.1565817484657,2758.9736843293103
181,07/02/2013,1660,2813.713096123941,2760.510736883721
182,07/03/2013,2526,2786.3118485375194,2762.039517087985
183,07/04/2013,3989,2900.853578520978,2763.560032477842
184,07/05/2013,3250,2934.1056189961328,2765.072290588587
185,07/06/2013,3629,3000.286036836568,2766.5762989550763
186,07/07/2013,3216,3020.8302239735854,2768.072065111718
187,07/08/2013,1630,2888.370201656488,2769.5595965924804
