Day,Date,Rides,20_ExpMA,Poly_Average
1,2013-01-01,25,25.0,33.995818101326854
2,2013-01-02,33,29.200000000000006,34.033992678552345
3,2013-01-03,29,29.126561199000825,34.072115967070076
4,2013-01-04,35,30.822132169576054,34.110187826499946
5,2013-01-05,12,26.26921857062367,34.148208116756464
6,2013-01-06,15,23.891928200858263,34.186176698048676
7,2013-01-07,21,23.345136158534235,34.224093430880245
8,2013-01-08,33,25.014027887194985,34.261958176049355
9,2013-01-09,27,25.332587525019093,34.29977079464878
10,2013-01-10,36,26.939007412391106,34.33753114806589
11,2013-01-11,47,29.801567116786103,34.375239097982586
12,2013-01-12,26,29.283686643416,34.41289450637537
13,2013-01-13,29,29.24656226590667,34.45049723551528
14,2013-01-14,31,29.468130615102048,34.48804714796795
15,2013-01-15,39,30.63624263467614,34.5255441065936
16,2013-01-16,49,32.826859661638686,34.56298797454699
17,2013-01-17,35,33.08000539666215,34.600378615277464
18,2013-01-18,47,34.667783070175226,34.637715892528924
19,2013-01-19,24,33.47345237561431,34.67499967033986
20,2013-01-20,26,32.65050723986229,34.71222981304332
21,2013-01-21,34,32.79692928255092,34.74940618526693
22,2013-01-22,32,32.71159308013274,34.7865286519329
23,2013-01-23,34,32.84794252307202,34.82359707825797
24,2013-01-24,36,33.178022758239734,34.86061132975348
25,2013-01-25,46,34.50811663800077,34.89757127222535
26,2013-01-26,18,32.810068301700284,34.93447677177404
27,2013-01-27,14,30.88987619612418,34.97132769479461
28,2013-01-28,37,31.50937668188755,35.00812390797667
29,2013-01-29,43,32.66727927452065,35.04486527830439
30,2013-01-30,34,32.80083792360321,35.081551673056566
31,2013-01-31,37,33.219573064117476,35.118182959806504
32,2013-02-01,41,33.99196659577011,35.15475900642211
33,2013-02-02,21,32.70738740389091,35.19127968106584
34,2013-02-03,28,32.24363160169298,35.22774485219476
35,2013-02-04,34,32.41609761409419,35.26415438856045
36,2013-02-05,40,33.158601127865765,35.30050815920913
37,2013-02-06,32,33.04546978120214,35.33680603348152
38,2013-02-07,47,34.40478530984898,35.373047881012944
39,2013-02-08,29,33.87944450557567,35.409233571733324
40,2013-02-09,27,33.212076785818056,35.445362975867084
41,2013-02-10,28,32.70735246129675,35.48143596393328
42,2013-02-11,37,33.12237780387008,35.51745240674553
43,2013-02-12,36,33.40019311040654,35.55341217541198
44,2013-02-13,42,34.229365049423194,35.58931514133539
45,2013-02-14,40,34.78509984382371,35.625161176213076
46,2013-02-15,46,35.863988833450776,35.66095015203694
47,2013-02-16,31,35.39651665791668,35.696681941093416
48,2013-02-17,24,34.302163879468544,35.73235641596354
49,2013-02-18,43,35.1367184417173,35.767973449522906
50,2013-02-19,51,36.657712864717524,35.803532914941705
51,2013-02-20,46,37.55288897799313,35.839034685684645
52,2013-02-21,41,37.88299844993344,35.874478635511046
53,2013-02-22,58,39.80847212282491,35.909864638474815
54,2013-02-23,26,38.48743981968996,35.94519256892436
55,2013-02-24,27,37.38892912992785,35.98046230150274
56,2013-02-25,49,38.49883053012646,36.015673711147535
57,2013-02-26,52,39.7889524107875,36.05082667309089
58,2013-02-27,35,39.331483380551184,36.08592106285956
59,2013-02-28,50,40.350309892061425,36.12095675627485
60,2013-03-01,40,40.31686455659904,36.15593362945261
61,2013-03-02,28,39.14120638114704,36.19085155880332
62,2013-03-03,23,37.60083869503933,36.22571042103198
63,2013-03-04,50,38.783872218068,36.260510093138144
64,2013-03-05,41,38.99528140404893,36.29525045241603
65,2013-03-06,37,38.804970030036394,36.32993137645433
66,2013-03-07,41,39.01430370993255,36.36455274313633
67,2013-03-08,52,40.252552365967325,36.399114430639926
68,2013-03-09,36,39.847098349691684,36.43361631743753
69,2013-03-10,35,39.38500692045485,36.46805828229617
70,2013-03-11,62,41.540770135845314,36.50244020427744
71,2013-03-12,33,40.726695727847975,36.53676196273746
72,2013-03-13,28,39.513729309888326,36.57102343732695
73,2013-03-14,30,38.60705107577382,36.60522450799122
74,2013-03-15,65,41.12219318104643,36.63936505497014
75,2013-03-16,38,40.82467792525291,36.673444958798115
76,2013-03-17,31,39.88852877834475,36.70746410030417
77,2013-03-18,43,40.18499275788577,36.74142236061186
78,2013-03-19,43,40.45319786566583,36.77531962113935
79,2013-03-20,36,40.02892752140527,36.809155763599335
80,2013-03-21,35,39.549822390824865,36.84293066999912
81,2013-03-22,34,39.0211084732914,36.876644222640536
82,2013-03-23,32,38.352249024108794,36.91029630412004
83,2013-03-24,22,36.79450752158952,36.9438867973286
84,2013-03-25,38,36.90934197117643,36.97741558545179
85,2013-03-26,34,36.63220579360215,37.01088255196977
86,2013-03-27,35,36.476729203354246,37.044287580657226
87,2013-03-28,58,38.526903576449214,37.07763055558344
88,2013-03-29,22,36.95267720800585,37.11091136111227
89,2013-03-30,27,36.004674848007525,37.14412988190213
