Day,Date,Rides,20_ExpMA,Poly_Average,Revenue
1,2013-01-01,558,558.0,284.6999677678939,434.66
2,2013-01-02,194,366.9,285.11700239741214,128.0
3,2013-01-03,182,299.0058284762698,285.5331530675424,68.5
4,2013-01-04,247,283.99254987531174,285.9484192366245,76.0
5,2013-01-05,319,292.46055415353965,286.3628003652145,143.5
6,2013-01-06,258,285.1909512957565,286.77629591608417,164.0
7,2013-01-07,186,266.4363975613406,287.18890535422213,88.66
8,2013-01-08,126,242.16126057945516,287.6006281468325,29.0
9,2013-01-09,170,230.58624153114934,288.011463763336,84.0
10,2013-01-10,183,223.42016588344987,288.4214116753693,74.0
11,2013-01-11,243,226.21406772634242,288.8304713567853,86.0
12,2013-01-12,401,250.0248327512784,289.2386422836533,205.5
13,2013-01-13,291,255.38700828105442,289.6459239342584,149.0
14,2013-01-14,221,251.0417883109021,290.05231578910207,84.44
15,2013-01-15,140,237.43383352645282,290.457817330902,35.5
16,2013-01-16,211,234.28053517585025,290.86242804459187,37.5
17,2013-01-17,216,232.1510640910686,291.26614741732175,53.5
18,2013-01-18,309,240.91680202031898,291.66897493845767,141.0
19,2013-01-19,441,263.31747357888656,292.07091009958197,254.34
20,2013-01-20,341,271.87154658800614,292.4719523944933,191.25
21,2013-01-21,212,265.3753915812549,292.87210131920614,81.15
22,2013-01-22,204,258.8032364927782,293.2713563719512,55.5
23,2013-01-23,198,252.3685555725996,293.66971705317565,6727.16
24,2013-01-24,229,249.9214243335934,294.0671828655427,49.0
25,2013-01-25,339,259.162032554752,294.4637533139316,131.94
26,2013-01-26,450,278.791897077118,294.8594279054377,287.5
27,2013-01-27,374,288.5110456037009,295.25420614937303,244.0
28,2013-01-28,211,280.6522636960316,295.6480875572651,71.5
29,2013-01-29,194,271.9203717861291,296.0410716428582,57.5
30,2013-01-30,194,264.1115792965974,296.4331579221124,80.0
31,2013-01-31,233,261.0091718897463,296.82434591320407,140.67000000000002
32,2013-02-01,332,268.0567101406538,297.21463513652577,121.0
33,2013-02-02,504,291.3855755885928,297.60402511468624,284.3400000000001
34,2013-02-03,401,302.1844159991694,297.9925153725103,202.5
35,2013-02-04,254,297.4529632496961,298.3801054370391,122.61
36,2013-02-05,180,285.9537068671437,298.76679483752974,31.02
37,2013-02-06,213,278.83015856093215,299.15258310545573,73.0
38,2013-02-07,249,275.92439268289127,299.5374697745067,76.0
39,2013-02-08,330,281.18049841345015,299.9214543805882,109.5
40,2013-02-09,518,304.15411069273466,300.3045364618223,292.5
41,2013-02-10,360,309.5620852710442,300.68671555854706,1247.84
42,2013-02-11,244,303.2233568629679,301.0679912133167,107.0
43,2013-02-12,205,293.7405442711604,301.44836297090166,68.0
44,2013-02-13,238,288.36617996641183,301.8278303782887,61.5
45,2013-02-14,265,286.11592512777213,302.20639298468035,116.5
46,2013-02-15,350,292.26166196290563,302.58405034149575,155.11
47,2013-02-16,509,313.09212557479765,302.96080200236986,280.0
48,2013-02-17,365,318.07658953915274,303.33664752315417,218.0
49,2013-02-18,235,310.10541764591505,303.711586461916,132.0
50,2013-02-19,212,300.69892803925273,304.08561837893905,67.5
51,2013-02-20,200,291.0499765878722,304.458742836723,40.47
52,2013-02-21,255,287.59768315754485,304.830959399984,93.0
53,2013-02-22,374,295.8675729789942,305.2022676356541,172.0
54,2013-02-23,514,316.7359195920607,305.57266711288173,268.5
55,2013-02-24,422,326.80201955785975,305.94215740303133,251.0
56,2013-02-25,269,321.27672881082486,306.31073807968363,119.04
57,2013-02-26,204,310.0701978307635,306.67840871863535,47.0
58,2013-02-27,218,301.2751085288887,307.04516889789954,75.0
59,2013-02-28,252,296.56941337767574,307.4110181977053,62.0
60,2013-03-01,408,307.20808911823457,307.77595620049834,155.0
61,2013-03-02,546,330.00103784068716,308.13998249093976,285.0
62,2013-03-03,409,337.5399692980275,308.50309665590754,248.6
63,2013-03-04,251,329.2829846324213,308.86529828449534,88.0
64,2013-03-05,199,316.85454077062644,309.2265869680134,41.0
65,2013-03-06,265,311.90861741223665,309.5869622999879,111.0
66,2013-03-07,253,306.29067240499734,309.9464238761612,82.5
67,2013-03-08,353,310.74463165576464,310.3049712944918,141.0
68,2013-03-09,513,330.0284039297424,310.6626041551545,266.81
69,2013-03-10,379,334.69704343064166,311.0193220605402,229.5
70,2013-03-11,258,327.38593507100535,311.375124615256,109.0
71,2013-03-12,217,316.8643587594018,311.7300114261251,83.5
72,2013-03-13,217,307.3464040509245,312.08398210218695,91.0
73,2013-03-14,237,300.64224511139014,312.4370362546972,45.5
74,2013-03-15,375,307.7282407199451,312.7891734971276,183.0
75,2013-03-17,458,322.0477072962455,313.14039344516584,568.51
76,2013-03-18,233,313.56275380934915,313.4906957167164,262.81
77,2013-03-19,237,306.2677807686332,313.84007993189925,130.0
78,2013-03-20,240,299.953993358961,314.1885457130511,77.25
79,2013-03-21,274,297.48127374723174,314.53609268472445,65.0
80,2013-03-22,407,307.9151054974394,314.88272047368815,93.5
81,2013-03-23,510,327.1670902858942,315.228428708927,213.0
82,2013-03-24,430,336.96337296844575,315.57321702164245,294.5
83,2013-03-25,217,325.53546940731263,315.9170850452515,285.99
84,2013-03-26,221,315.57748683447517,316.2600324153878,101.5
85,2013-03-27,194,303.996338824305,316.60205876990113,98.52
86,2013-03-28,244,298.28135715696635,316.9431637488571,60.5
87,2013-03-29,329,301.2074261047611,317.2833469945377,75.0
88,2013-03-30,428,313.2847164589638,317.62260815144117,159.02
89,2013-03-31,284,310.4953182161827,317.9609468662819,228.5
90,2013-04-01,208,300.73266354688184,318.29836278799047,191.05
91,2013-04-02,189,290.09027809553965,318.63485556771343,84.53999999999998
92,2013-04-03,218,283.22384885120573,318.9704248588137,101.5
93,2013-04-04,232,278.3449444544496,319.30507031687023,141.0
94,2013-04-05,363,286.40799249272135,319.6387915996785,82.0
95,2013-04-06,516,308.27552186783856,319.97158836724947,160.75
96,2013-04-07,405,317.4879958981489,320.30346028181106,390.77
97,2013-04-08,250,311.0601769742553,320.63440700780683,205.5
98,2013-04-09,229,303.24449216233467,320.96442821189663,90.5
99,2013-04-10,217,295.0303222519164,321.29352356295664,98.5
100,2013-04-11,272,292.83685947251547,321.62169273207894,63.5
101,2013-04-12,369,300.09078739055826,321.94893539257214,80.5
102,2013-04-13,555,324.36875002824473,322.27525121996064,176.5
103,2013-04-14,410,332.524379119629,322.60063989198534,292.0
104,2013-04-15,242,323.90274956957086,322.9251010886031,217.0
105,2013-04-16,220,314.00697949366895,323.248634491987,94.06
106,2013-04-17,252,308.10140702790125,323.57123978652635,65.5
107,2013-04-18,307,307.9965087765825,323.89291665882666,61.5
108,2013-04-19,392,315.99700301570795,324.2136647977093,94.01
109,2013-04-20,554,338.6643697200951,324.5334838942123,176.75
110,2013-04-21,370,341.64876485001275,324.8523736415895,308.0
111,2013-04-22,226,330.63443185176794,325.17033373531115,225.57
112,2013-04-23,255,323.43105504383186,325.4873638730633,89.0
113,2013-04-24,247,316.1518177243654,325.8034637547487,81.5
114,2013-04-25,276,312.3277926775271,326.1186330824858,77.0
115,2013-04-26,398,320.4871323831328,326.4328715606096,111.0
116,2013-04-27,498,337.39327324539613,326.74617889567094,192.5
117,2013-04-28,403,343.64158425510766,327.0585547964369,295.0
118,2013-04-29,190,329.00894368591736,327.3699989738912,258.0
119,2013-04-30,216,318.24611478268224,327.68051114123296,162.03
120,2013-05-01,227,309.5559557507959,327.990091013878,71.5
121,2013-05-02,256,304.4553604645273,328.29873830945814,70.25999999999999
122,2013-05-03,377,311.364408157193,328.60645274782144,125.5
123,2013-05-04,549,333.9964712483623,328.91323405103213,155.04000000000005
124,2013-05-05,405,340.758739646114,329.21908194337044,290.8400000000001
125,2013-05-06,201,327.4483344008645,329.523996151333,238.5
126,2013-05-07,216,316.83417189834967,329.82797640363253,79.5
127,2013-05-08,230,308.56422579856405,330.1310224311979,112.75
128,2013-05-09,290,306.79619946468625,330.4331339671742,85.0
129,2013-05-10,352,311.101333964472,330.7343107469225,96.0
130,2013-05-11,456,324.9012377759696,331.03455250802034,152.5
131,2013-05-12,340,326.3392180396614,331.3338589902613,246.5
132,2013-05-13,229,317.0687993537112,331.6322299356551,177.0
133,2013-05-14,214,307.25270696924764,331.9296650884276,97.5
134,2013-05-15,245,301.3238688509388,332.22616419502094,80.0
135,2013-05-16,272,298.5311156507093,332.52172700409335,137.0
136,2013-05-17,359,304.29006408062764,332.81635326651923,83.0
137,2013-05-18,574,329.9767531485265,333.11004273538924,174.5
138,2013-05-19,422,338.74088069548105,333.40279516601015,332.6
139,2013-05-20,251,330.38459875283365,333.69461031590487,242.0
140,2013-05-21,263,323.96701264481203,333.98548794481263,107.54
141,2013-05-22,235,315.49395752096484,334.2754278146885,107.0
142,2013-05-23,335,317.35167710213346,334.5644296897041,89.0
143,2013-05-24,351,320.55628123353637,334.85249333624705,109.0
144,2013-05-25,525,340.0271223154571,335.1396185229211,201.5
145,2013-05-26,367,342.5959690892308,335.42580502054636,349.5
146,2013-05-27,249,333.68206325259064,335.7110526021588,212.5
147,2013-05-28,230,323.8075770103544,335.99536104301086,147.0
148,2013-05-29,249,316.6830432372497,336.27873012057097,99.0
149,2013-05-30,283,313.4751332864023,336.561159614524,93.11
150,2013-05-31,443,325.81083860474894,336.84264930677045,79.5
151,2013-06-02,606,352.49552793599946,337.12319898142755,202.5
152,2013-06-03,258,343.4959516213105,337.40280842482844,657.54
153,2013-06-04,198,329.639191223694,337.68147742552236,430.0
154,2013-06-05,241,321.197361779192,337.9592057742751,105.04
155,2013-06-06,291,318.32142203538484,338.23599326406816,109.0
156,2013-06-07,384,324.5765257352221,338.5118396900993,49.0
157,2013-06-08,601,350.90257485033834,338.78674484978285,86.03999999999998
158,2013-06-09,464,361.6737596590384,339.0607085427489,177.35
159,2013-06-10,243,350.3714954472285,339.3337305708438,349.0
160,2013-06-11,199,335.95516094666755,339.6058107381301,258.0
161,2013-06-12,261,328.8165734726498,339.8769488508865,105.5
162,2013-06-13,260,322.2626134985559,340.14714471760806,72.5
163,2013-06-14,362,326.0471268099381,340.4163981490057,87.0
164,2013-06-15,512,343.7569255743814,340.68470895800675,134.0
165,2013-06-16,398,348.9229330103243,340.9520769597545,159.51
166,2013-06-17,250,339.5017007211998,341.2185019716088,315.0
167,2013-06-18,241,330.1205858498081,341.48398381314513,184.84
168,2013-06-19,290,326.2995774831156,341.7485223061556,598.52
169,2013-06-20,271,321.032950818561,342.01211727464823,895.0
170,2013-06-21,400,328.5536224761391,342.2747685448473,96.0
171,2013-06-22,588,353.2628022004181,342.53647594519333,215.5
172,2013-06-23,456,363.047297555868,342.79723930634293,179.5
173,2013-06-24,337,360.56660247555635,343.05705846116865,317.62
174,2013-06-25,297,354.51264016944674,343.31593324475995,248.5
175,2013-06-26,273,346.74953138977514,343.5738634944215,178.0
176,2013-06-27,303,342.5829092593665,343.8308490496749,107.05
177,2013-06-28,402,348.24167992072245,344.08688975225755,109.51
178,2013-06-29,534,365.93294882394036,344.34198544612303,138.0
179,2013-06-30,502,378.89171581749696,344.59613597744124,200.5
180,2013-07-01,245,366.14012364356734,344.84934119459814,305.0
181,2013-07-02,257,355.74582601261113,345.1016009481959,293.01
182,2013-07-03,324,352.7224139742787,345.35291509105286,102.0
183,2013-07-04,394,356.6536126870771,345.60328347820365,187.5
184,2013-07-05,354,356.40088766671954,345.85270596689867,160.0
185,2013-07-06,389,359.50556506003375,346.10118241660524,248.5
186,2013-07-07,347,358.31455885403847,346.3487126890059,4589.12
187,2013-07-08,227,345.80841029863,346.59529664800004,256.0
188,2013-07-09,236,335.35046639021283,346.84093415970324,142.5
189,2013-07-10,184,320.93613616995424,347.08562509244683,190.5
190,2013-07-11,305,319.4184089073032,347.3293693167784,129.5
191,2013-07-12,379,325.09284618253895,347.57216670546217,90.0
192,2013-07-13,592,350.5125752322865,347.8140171334781,113.0
193,2013-07-14,438,358.8447109584809,348.05492047802215,225.5
194,2013-07-15,242,347.7166432070273,348.2948766185071,346.25
195,2013-07-16,238,337.26743905713636,348.53388543656126,289.0
196,2013-07-17,272,331.05149246146306,348.7719468160295,147.1
197,2013-07-18,308,328.8561122210295,349.00906064297277,87.5
198,2013-07-19,448,340.203149180458,349.2452268056681,85.33
199,2013-07-20,600,364.94570645680017,349.4804451946088,163.5
200,2013-07-21,448,372.8556391912339,349.71471570250435,267.5
201,2013-07-22,254,361.53605448559455,349.9480382242801,382.75
202,2013-07-23,243,350.2469064206152,350.18041265707825,333.5
203,2013-07-24,246,340.31862960374656,350.4118389002563,126.5
204,2013-07-25,306,337.0501886846645,350.64231685538886,84.34
205,2013-07-26,358,339.04540881238654,350.8718464262658,1083.34
206,2013-07-27,467,351.23156036761384,351.10042751889387,122.0
207,2013-07-28,379,353.8761736685968,351.3280600414956,147.5
208,2013-07-29,278,346.64987140786735,351.55474390450973,278.45
209,2013-07-30,240,336.4927407892298,351.78047902059143,205.0
210,2013-07-31,288,331.8743845201478,352.00526530461167,147.57
211,2013-08-01,297,328.553014563609,352.22910267365785,80.0
212,2013-08-02,399,335.2622512759288,352.45199104703363,173.61
213,2013-08-03,576,358.18965592896865,352.6739303462585,110.6
214,2013-08-04,408,362.9334982238163,352.8949204950682,212.77
215,2013-08-05,253,352.46364124539,353.1149614194149,331.75
216,2013-08-06,236,341.3718658841529,353.3340530474669,209.5
217,2013-08-07,227,330.47930722449144,353.5521953096084,143.5
218,2013-08-08,281,325.7669922491538,353.7693881384401,94.5
219,2013-08-09,411,333.8844215612154,353.98563146877854,99.5
220,2013-08-10,540,353.51447665599954,354.20092523765646,118.0
221,2013-08-11,427,360.51309792859087,354.4152693843232,226.93
222,2013-08-12,273,352.1785171716185,354.628663850244,354.3
223,2013-08-13,273,344.6377060108872,354.8411085791,285.05
224,2013-08-14,240,334.6722101984976,355.05260351678896,158.94
225,2013-08-15,291,330.51295208366435,355.26314861142447,2239.62
226,2013-08-16,427,339.70219474374346,355.47274381333665,76.56
227,2013-08-17,617,366.1115095336432,355.6813890750714,124.06
228,2013-08-18,427,371.9104133882951,355.8890843513911,207.5
229,2013-08-19,237,359.06180258798025,356.0958295992739,386.0
230,2013-08-20,237,347.43686900700243,356.3016247779148,325.4
231,2013-08-21,252,338.34764338646005,356.5064698487243,114.0
232,2013-08-22,294,334.1240583016872,356.71036477532937,100.55
233,2013-08-23,403,340.68367179725374,356.9133095235733,101.0
234,2013-08-24,512,356.9995125795683,357.1153040615152,121.5
235,2013-08-25,441,364.99955900105005,357.3163483594305,238.5
236,2013-08-26,225,351.6662676668805,357.516442389811,354.5
237,2013-08-27,246,341.60281360286524,357.71558612736436,3716.43
238,2013-08-28,244,332.3073075450293,357.9137795490146,114.5
239,2013-08-29,303,329.5161353977695,358.111022633902,82.5
240,2013-08-30,445,340.514598693627,358.3073153633825,45.5
241,2013-08-31,465,352.37035119939276,358.50265772102904,626.0
242,2013-09-01,480,364.5255558474379,358.69704969263,208.0
243,2013-09-02,261,354.66597909979265,358.89049126619034,250.5
244,2013-09-03,254,345.0787429948128,359.082982431931,235.21
245,2013-09-04,241,335.1664817569892,359.27452318228904,128.0
246,2013-09-05,251,327.1506263513989,359.46511351191816,95.0
247,2013-09-06,514,344.9458047944497,359.6547534176875,450.66
248,2013-09-09,280,338.7604900520184,359.84344289868295,84.53999999999998
249,2013-09-10,252,330.4975862374162,360.03118195620635,273.84000000000003
