Day,Date,Rides,20_ExpMA,Poly_Average
1,2013-01-01,9,9.0,6.390859758122243
2,2013-01-02,4,6.375,6.39664073352056
3,2013-01-03,6,6.2373022481265625,6.402420548802834
4,2013-01-04,13,8.189588528678305,6.408199189166603
5,2013-01-05,1,6.450488245661386,6.413976639791014
6,2013-01-06,6,6.3554558029599,6.4197528858368385
7,2013-01-07,4,5.910097412415428,6.425527912446448
8,2013-01-08,12,6.962767675161116,6.431301704743838
9,2013-01-09,6,6.808335032360863,6.437074247834612
10,2013-01-10,2,6.084241439913003,6.442845526805992
11,2013-01-11,4,5.786835140894163,6.448615526726807
12,2013-01-12,6,5.8158741963016425,6.4543842326475085
13,2013-01-13,1,5.185649489392264,6.460151629600152
14,2013-01-14,8,5.541277171269975,6.4659177025984125
15,2013-01-15,4,5.352396657222214,6.471682436637577
16,2013-01-16,7,5.5489396557256025,6.47744581669455
17,2013-01-17,6,5.601482973051064,6.483207827727842
18,2013-01-18,3,5.304746034543598,6.488968454677582
19,2013-01-19,5,5.2706276483046866,6.494727682465516
20,2013-01-20,5,5.240827270169,6.500485495994996
21,2013-01-21,6,5.323198680478762,6.506241880150991
22,2013-01-22,4,5.181508880757302,6.5119968198000855
23,2013-01-23,1,4.738988433416278,6.517750299790476
24,2013-01-24,9,5.185197206652566,6.523502304951973
25,2013-01-25,7,5.373456633641946,6.529252820096
26,2013-01-26,5,5.335042353603706,6.5350018300155925
27,2013-01-27,3,5.096673740493973,6.540749319485407
28,2013-01-28,2,4.7827045071259375,6.546495273261706
29,2013-01-29,5,4.804601231750941,6.552239676082363
30,2013-01-30,8,5.124828219002096,6.557982512666879
31,2013-01-31,8,5.411536718892129,6.563723767716353
32,2013-02-01,12,6.065599338308182,6.5694634259135105
33,2013-02-02,10,6.454612747884723,6.575201471922678
34,2013-02-03,8,6.606859045739622,6.580937890389807
35,2013-02-04,8,6.743658059731049,6.586672665942457
36,2013-02-05,7,6.768755269807283,6.592405783189802
37,2013-02-06,12,7.279558985443085,6.5981372267226295
38,2013-02-07,7,7.252327049711303,6.6038669811133435
39,2013-02-08,8,7.3250002617854815,6.609595030915952
40,2013-02-09,9,7.487490235355416,6.6153213606660906
41,2013-02-10,4,7.149770507567843,6.6210459548810014
42,2013-02-11,7,7.135290269987122,6.626768798059538
43,2013-02-12,7,7.122228893174549,6.632489874682172
44,2013-02-13,11,7.496113915127784,6.638209169210982
45,2013-02-14,9,7.640944047571825,6.643926666089673
46,2013-02-15,6,7.483082948421128,6.64964234974355
47,2013-02-16,7,7.436654421425182,6.6553562045795385
48,2013-02-17,13,7.970875786964207,6.6610682149861775
49,2013-02-18,7,7.877720569257216,6.666778365333617
50,2013-02-19,6,7.697682000106193,6.6724866399736245
51,2013-02-20,4,7.3433708391397055,6.678193023239577
52,2013-02-21,7,7.310488241026543,6.68389749944647
53,2013-02-22,11,7.663625250040861,6.689600052890906
54,2013-02-23,12,8.078478614862142,6.695300667851107
55,2013-02-24,7,7.975346819988644,6.7009993285869065
56,2013-02-25,10,8.168883266760607,6.706696019339754
57,2013-02-26,8,8.152745405650755,6.712390724332702
58,2013-02-27,8,8.13815426199297,6.718083427770434
59,2013-02-28,11,8.41145601646732,6.723774113839236
60,2013-03-01,6,8.18122570538794,6.729462766707011
61,2013-03-02,7,8.06847642157371,6.735149370523268
62,2013-03-03,9,8.157372430036327,6.740833909419142
63,2013-03-04,7,8.046944768867476,6.746516367507378
64,2013-03-05,10,8.233257949883402,6.752196728882325
65,2013-03-06,13,8.687913231729906,6.757874977619959
66,2013-03-07,9,8.717676047064023,6.763551097777863
67,2013-03-08,9,8.744596995119522,6.769225073395232
68,2013-03-09,5,8.38757331608023,6.7748968884928775
69,2013-03-10,6,8.159957310288759,6.780566527073226
70,2013-03-11,11,8.43068299829066,6.786233973120316
71,2013-03-12,12,8.770897004627896,6.791899210599798
72,2013-03-13,8,8.697423716799285,6.797562223458938
73,2013-03-14,8,8.630957782844247,6.8032229956266175
