Day,Date,Rides,20_ExpMA,Poly_Average
1,2013-01-01,14,14.0,19.421586836096203
2,2013-01-02,14,14.0,19.46026586675813
3,2013-01-03,12,13.265611990008328,19.49884217161473
4,2013-01-04,17,14.343672069825438,19.537315837613047
5,2013-01-05,13,14.018649230535786,19.575686951658877
6,2013-01-06,15,14.225669417338324,19.613955600616727
7,2013-01-07,11,13.615775171677216,19.65212187130986
8,2013-01-08,17,14.200755438271921,19.690185850520265
9,2013-01-09,13,14.008148394565268,19.72814762498865
10,2013-01-10,10,13.404555976284904,19.7660072814145
11,2013-01-11,17,13.917600041116064,19.803764906455978
12,2013-01-12,17,14.33750969962878,19.841420586730028
13,2013-01-13,11,13.900749729056654,19.878974408812297
14,2013-01-14,17,14.292377987605178,19.91642645923718
15,2013-01-15,14,14.25654763494407,19.9537768244978
16,2013-01-16,5,13.15233184421007,19.991025591046032
17,2013-01-17,23,14.299471377519893,20.02817284529246
18,2013-01-18,27,15.748151234317561,20.065218673606413
19,2013-01-19,21,16.33613133691102,20.102163162315968
20,2013-01-20,16,16.299117968151574,20.1390063977079
21,2013-01-21,11,15.724155507985744,20.175748466027763
22,2013-01-22,26,16.82450602187498,20.2123894534798
23,2013-01-23,24,17.583873727562512,20.24892944622703
24,2013-01-24,22,18.046325954149808,20.285368530391175
25,2013-01-25,25,18.767668623524944,20.32170679205272
26,2013-01-26,14,18.277259453797324,20.357944317250848
27,2013-01-27,13,17.738539881931523,20.3940811919835
28,2013-01-28,16,17.562270736502366,20.430117502207352
29,2013-01-29,19,17.707149773576386,20.4660533338378
30,2013-01-30,19,17.836712799352185,20.501888772748988
31,2013-01-31,18,17.85299559283895,20.5376239047738
32,2013-02-01,23,18.36395892997205,20.573258815703817
33,2013-02-02,27,19.21784649018052,20.6087935912894
34,2013-02-03,18,19.097868394572586,20.64422831723961
35,2013-02-04,19,19.088258240023965,20.67956307922227
36,2013-02-05,29,20.058669343686873,20.714797962863923
37,2013-02-06,25,20.541164464754715,20.749933053749828
38,2013-02-07,25,20.975501148807087,20.784968437424013
39,2013-02-08,28,21.658276812324747,20.819904199389214
40,2013-02-09,28,22.27348074916334,20.854740425106925
41,2013-02-10,23,22.343835034642797,20.88947719999734
42,2013-02-11,17,21.82717790267198,20.924114609439414
43,2013-02-12,27,22.326579512292763,20.958652738770844
44,2013-02-13,21,22.19867402318246,20.993091673288017
45,2013-02-14,27,22.66106055905401,21.02743149824611
46,2013-02-15,24,22.78986839510225,21.061672298859
47,2013-02-16,26,23.09839032154501,21.095814160299287
48,2013-02-17,17,22.512791178160445,21.12985716769835
49,2013-02-18,15,21.791941294801983,21.163801406146256
50,2013-02-19,23,21.90777171403221,21.197646960691834
51,2013-02-20,24,22.10824861631502,21.23139391634264
52,2013-02-21,30,22.863995055962853,21.265042358064953
53,2013-02-22,15,22.11130259300705,21.2985923707838
54,2013-02-23,26,22.483327451808297,21.332044039382946
55,2013-02-24,13,21.576464239130576,21.36539744870488
56,2013-02-25,18,21.23459028872667,21.398652683550807
57,2013-02-26,21,21.212173707322208,21.431809828680716
58,2013-02-27,27,21.76506107269324,21.46486896881329
59,2013-02-28,33,22.837980021281773,21.49783018862595
60,2013-03-01,45,24.953867152958544,21.53069357275485
61,2013-03-02,31,25.530977137308003,21.563459205794906
62,2013-03-03,20,25.00315175339736,21.596127172299735
63,2013-03-04,24,24.90743865444129,21.628697556781702
64,2013-03-05,24,24.820872857637,21.66117044371191
65,2013-03-06,28,25.124100288813306,21.693545917520183
66,2013-03-07,18,24.444695383270606,21.725824062595088
67,2013-03-08,33,25.2604848647893,21.758004963283934
68,2013-03-09,20,24.758930849122084,21.79008870389276
69,2013-03-10,21,24.400578366221925,21.822075368686303
70,2013-03-11,22,24.1717444011015,21.853965041888102
71,2013-03-12,27,24.44132319384705,21.885757807680374
72,2013-03-13,24,24.399261198726677,21.917453750204093
73,2013-03-14,30,24.9330232809416,21.94905295355896
74,2013-03-15,26,25.03470187999295,21.980555501803426
75,2013-03-16,14,23.98319995104089,22.01196147895465
76,2013-03-17,13,22.936660477409855,22.04327096898855
77,2013-03-18,22,22.847414563554352,22.07448405583976
78,2013-03-19,25,23.052506188311266,22.105600823401662
79,2013-03-20,24,23.142776941553407,22.13662135552635
80,2013-03-21,29,23.700793657107774,22.167545736024685
81,2013-03-22,44,25.63463444561913,22.19837404866624
82,2013-03-23,30,26.05049698517268,22.229106377179328
83,2013-03-24,29,26.331471379045247,22.259742805250983
84,2013-03-25,16,25.347301962409855,22.290283416527004
85,2013-03-26,22,25.028446881006666,22.32072829461188
86,2013-03-27,15,24.073182089855532,22.351077523068884
87,2013-03-28,13,23.01841888198966,22.381331185419988
88,2013-03-29,22,22.92141209237945,22.411489365145894
89,2013-03-30,17,22.357391726725183,22.44155214568609
90,2013-03-31,20,22.13285072574265,22.471519610438715
91,2013-04-01,19,21.834450921008013,22.50139184276072
92,2013-04-02,24,22.040714371765198,22.531168925967737
93,2013-04-03,32,22.98930381847564,22.560850943334174
94,2013-04-04,24,23.08556849884484,22.590437978093128
95,2013-04-05,25,23.267908849202342,22.619930113436475
96,2013-04-06,26,23.5281254899246,22.649327432514795
97,2013-04-07,21,23.287336996358427,22.67863001843741
98,2013-04-08,25,23.450456730181322,22.707837954272375
99,2013-04-09,18,22.931339780813445,22.73695132304649
100,2013-04-10,33,23.890302976709762,22.76597020774527
101,2013-04-11,20,23.519782838268046,22.794894691312987
102,2013-04-12,33,24.422693940199537,22.82372485665262
103,2013-04-13,24,24.38243603205759,22.852460786625905
104,2013-04-14,16,23.58408470506364,22.881102564053307
105,2013-04-15,17,22.957011902163977,22.90965027171401
106,2013-04-16,14,22.103942081687173,22.93810399234596
107,2013-04-17,22,22.0940426146135,22.966463808645805
108,2013-04-18,32,23.03748620059525,22.994729803268967
109,2013-04-19,33,23.986314393727326,23.02290205882955
110,2013-04-20,28,24.368576491836837,23.050980657900432
111,2013-04-21,12,23.190599188127326,23.078965683013223
112,2013-04-22,26,23.45816479491475,23.106857216658238
113,2013-04-23,35,24.557400668497905,23.13465534128457
114,2013-04-24,35,25.551944967136947,23.1623601393
115,2013-04-25,29,25.88033445558396,23.18997169307108
116,2013-04-26,27,25.986970237353734,23.217490084923067
117,2013-04-27,26,25.98821117732169,23.24491539713997
118,2013-04-28,20,25.417901112927503,23.27224771196454
119,2013-04-29,23,25.187623268231363,23.299487111598243
120,2013-04-30,24,25.074515602272328,23.326633678201283
121,2013-05-01,24,24.972180219789852,23.353687493892604
122,2013-05-02,20,24.498636888469573,23.38064864074988
123,2013-05-03,30,25.022578592917395,23.407517200809522
124,2013-05-04,27,25.210905208865253,23.43429325606668
125,2013-05-05,14,24.143196013190465,23.460976888475226
126,2013-05-06,17,23.4628893609743,23.48756817994777
127,2013-05-07,24,23.514042909597567,23.51406721235565
128,2013-05-08,23,23.46508630829498,23.54047406752896
129,2013-05-09,22,23.32555393410717,23.566788827256524
130,2013-05-10,37,24.627885042790822,23.59301157328587
131,2013-05-11,19,24.091894906792827,23.61914238732328
132,2013-05-12,25,24.178381264444123,23.645181351033788
133,2013-05-13,14,23.209010014923702,23.671128546041132
134,2013-05-14,17,22.617674841794187,23.696984053927803
135,2013-05-15,22,22.558848586640387,23.722747956235004
136,2013-05-16,27,22.981815906679874,23.74842033446271
