Day,Date,Rides,20_ExpMA,Poly_Average
1,2013-01-01,6,6.0,5.4965382767435536
2,2013-01-02,8,7.050000000000002,5.499724981620469
3,2013-01-03,7,7.031640299750209,5.502908405850019
4,2013-01-04,3,5.8677680798004985,5.506088544877387
5,2013-01-05,3,5.1740793854734015,5.509265394138284
6,2013-01-06,5,5.137356586632729,5.5124389490589225
7,2013-01-07,5,5.1113858559246586,5.515609205056053
8,2013-01-08,6,5.264987275827557,5.518776157536927
9,2013-01-09,5,5.222482021060209,5.52193980189932
10,2013-01-10,6,5.3395694916241885,5.525100133531529
11,2013-01-11,4,5.14842253659621,5.528257147812361
12,2013-01-12,4,4.991975053595001,5.531410840111151
13,2013-01-13,8,5.385617321426668,5.534561205787739
14,2013-01-14,8,5.715976616766005,5.537708240192495
15,2013-01-15,4,5.5056870260873625,5.5408519386662975
16,2013-01-16,10,6.0418147002496525,5.543992296540548
17,2013-01-17,2,5.57098999783082,5.547129309137166
18,2013-01-18,6,5.619924823063776,5.5502629717685865
19,2013-01-19,5,5.550520032993072,5.5533932797377625
20,2013-01-20,6,5.600014876055602,5.556520228338165
21,2013-01-21,2,5.2094077179944405,5.5596438128537855
22,2013-01-22,9,5.615309166648205,5.562764028559128
23,2013-01-23,7,5.761848137263253,5.565880870719218
24,2013-01-24,1,5.263192270583857,5.568994334589601
25,2013-01-25,4,5.132154422334301,5.572104415416335
26,2013-01-26,2,4.809976567494216,5.5752111084359965
27,2013-01-27,4,4.7272915614826525,5.578314408875685
28,2013-01-28,7,4.957719622656617,5.581414311953012
29,2013-01-29,5,4.961980188614448,5.5845108128761085
30,2013-01-30,4,4.865575314000284,5.5876039068436265
31,2013-01-31,8,5.178136186251665,5.5906935890447285
32,2013-02-01,5,5.160451907593447,5.593779854659107
33,2013-02-02,1,4.749087707269172,5.596862698856957
34,2013-02-03,4,4.675290133202061,5.599942116799003
35,2013-02-04,5,4.707174910887625,5.603018103636482
36,2013-02-05,6,4.833749215580936,5.606090654511151
37,2013-02-06,4,4.752337960861931,5.609159764555284
38,2013-02-07,5,4.7764628042194825,5.612225428891671
39,2013-02-08,9,5.186987237681499,5.615287642633623
40,2013-02-09,3,4.974829892016803,5.618346400884968
41,2013-02-10,7,5.170942239703969,5.6214016987400495
42,2013-02-11,6,5.251097896062348,5.624453531283729
43,2013-02-12,9,5.613029489647262,5.627501893591392
44,2013-02-13,3,5.361087701133338,5.630546780728933
45,2013-02-14,2,5.0374017638753035,5.6335881877527685
46,2013-02-15,9,5.418609224283777,5.636626109709834
47,2013-02-16,4,5.282268380787596,5.63966054163758
48,2013-02-17,5,5.255163503389082,5.642691478563978
49,2013-02-18,2,4.942831618196808,5.645718915507513
50,2013-02-19,8,5.235957352731061,5.648742847477193
51,2013-02-20,4,5.117528162622602,5.651763269472537
52,2013-02-21,8,5.3935654732995015,5.654780176483593
53,2013-02-22,6,5.451609596455139,5.657793563490912
54,2013-02-23,12,6.0780826182112895,5.6608034254655735
55,2013-02-24,9,6.357497137797713,5.6638097573691715
56,2013-02-25,9,6.610093789700582,5.666812554153818
57,2013-02-26,11,7.0295770106611535,5.669811810762143
58,2013-02-27,10,7.31332936561534,5.672807522127293
59,2013-02-28,11,7.665400596836929,5.6757996831729365
60,2013-03-01,10,7.8882931327843115,5.678788288813252
61,2013-03-02,9,7.994406767560624,5.681773333952947
62,2013-03-03,6,7.804079002388551,5.684754813487233
63,2013-03-04,12,8.204421822202361,5.687732722301849
64,2013-03-05,6,7.9941293351039375,5.6907070552730525
65,2013-03-06,8,7.994689283340048,5.693677807267612
66,2013-03-07,4,7.613727283200637,5.6966449731428215
67,2013-03-08,10,7.84126987456475,5.6996085477464815
68,2013-03-09,4,7.47502904689028,5.7025685259169245
69,2013-03-10,3,7.048408330955057,5.705524902482993
70,2013-03-11,4,6.757820289550493,5.708477672264045
71,2013-03-12,13,7.3528016169450625,5.711426830069961
72,2013-03-13,8,7.414485334477939,5.714372370701137
73,2013-03-14,6,7.279681933679859,5.717314288948487
74,2013-03-15,7,7.2530293678941336,5.720252579593447
75,2013-03-16,11,7.6100799606726826,5.723187237407963
76,2013-03-17,11,7.933090117040884,5.726118257154506
77,2013-03-18,4,7.558341496556747,5.7290456335860585
78,2013-03-19,7,7.505144460676438,5.731969361446128
79,2013-03-20,7,7.457017739004153,5.734889435468732
80,2013-03-21,7,7.413477731201067,5.737805850378409
81,2013-03-22,8,7.469353841213159,5.7407186008902205
82,2013-03-23,11,7.8056976043109785,5.743627681709738
83,2013-03-24,5,7.538422344784876,5.746533087533053
84,2013-03-25,5,7.296613840789191,5.749434813046781
85,2013-03-26,6,7.173101855197161,5.752332852928042
86,2013-03-27,7,7.156612950233625,5.755227201844487
87,2013-03-28,8,7.236948812397318,5.7581178544542775
88,2013-03-29,4,6.928621838127401,5.761004805406102
89,2013-03-31,9,7.125922659289838,5.763888049339148
90,2013-04-01,9,7.30442808001867,5.7667675808831405
91,2013-04-02,10,7.561177668488106,5.7696433946583126
92,2013-04-03,7,7.5077268169174225,5.772515485275415
93,2013-04-04,9,7.649860966486143,5.77538384733572
94,2013-04-05,6,7.492718452745905,5.778248475431018
95,2013-04-06,6,7.350544232621252,5.781109364143608
96,2013-04-07,5,7.126667835267822,5.783966508046322
97,2013-04-08,9,7.305091268634796,5.786819901702494
98,2013-04-09,7,7.2760333591537245,5.789669539665991
99,2013-04-10,10,7.535471663644023,5.792515416481184
100,2013-04-11,7,7.484472066209848,5.795357526682972
101,2013-04-12,6,7.343088014947567,5.798195864796764
102,2013-04-13,5,7.119928550833321,5.801030425338493
103,2013-04-14,6,7.013265132134412,5.803861202814607
104,2013-04-15,9,7.202483685318684,5.806688191722072
105,2013-04-16,3,6.802236218625834,5.809511386548373
106,2013-04-17,10,7.106792671681906,5.8123307817715135
107,2013-04-18,8,7.191861937114375,5.8151463718600045
108,2013-04-19,5,6.983108960952909,5.817958151272893
109,2013-04-20,4,6.698998148930127,5.820766114459728
110,2013-04-21,11,7.108624151772358,5.823570255860585
111,2013-04-22,6,7.003039318303936,5.826370569906056
112,2013-04-23,8,7.097989240940072,5.829167051017246
113,2013-04-24,7,7.088656817893602,5.831959693605784
114,2013-04-25,10,7.365930671962756,5.834748492073812
115,2013-04-26,4,7.045362629695708,5.837533440813996
116,2013-04-27,1,6.4696085812529285,5.84031453420951
117,2013-04-28,4,6.23440583221717,5.843091766634054
118,2013-04-29,7,6.3073201043092455,5.845865132451844
119,2013-04-30,10,6.659006268390153,5.848634626017613
120,2013-05-01,8,6.786720734000082,5.851400241676612
121,2013-05-02,2,6.3308400598481285,5.854161973764611
122,2013-05-03,6,6.299331325822131,5.856919816607891
123,2013-05-04,3,5.985107879133759,5.8596737645232615
124,2013-05-05,4,5.796049215244683,5.862423811818043
125,2013-05-06,5,5.720234724666855,5.8651699527900725
126,2013-05-07,7,5.842117538532902,5.8679121817277125
127,2013-05-08,5,5.761915626070333,5.870650492909836
128,2013-05-09,5,5.689352034908371,5.873384880605839
129,2013-05-10,8,5.90941428970937,5.876115339075625
130,2013-05-11,5,5.822803211318121,5.8788418625696295
131,2013-05-12,8,6.030155705903069,5.881564445328798
132,2013-05-13,8,6.217760267765978,5.884283081584593
133,2013-05-14,4,6.006544654394232,5.8869977655589985
134,2013-05-15,4,5.815444877175898,5.889708491464513
135,2013-05-16,6,5.833021579367065,5.892415253504157
136,2013-05-17,6,5.84892430559862,5.895118045871464
137,2013-05-18,7,5.958550683859088,5.897816862750488
138,2013-05-19,7,6.057736432597983,5.900511698315798
139,2013-05-20,6,6.052237719736576,5.903202546732486
140,2013-05-21,7,6.1425008682319095,5.905889402156157
141,2013-05-22,3,5.843214848709486,5.908572258732934
142,2013-05-23,9,6.143861255862446,5.911251110599466
143,2013-05-24,8,6.320636481955433,5.913925951882904
144,2013-05-25,8,6.480575952710085,5.916596776700933
145,2013-05-26,4,6.244330506163916,5.919263579161745
146,2013-05-27,7,6.316299061831678,5.921926353364055
147,2013-05-28,6,6.286175329370064,5.924585093397095
148,2013-05-29,5,6.163682395653432,5.927239793340611
149,2013-05-30,3,5.862379209749082,5.9298904472648735
150,2013-05-31,5,5.7802478316280315,5.932537049230665
151,2013-06-01,4,5.610700372750374,5.9351795932892895
152,2013-06-02,1,5.171585942945447,5.937818073482566
153,2013-06-03,4,5.060006304366467,5.940452483842832
154,2013-06-04,7,5.244767646114469,5.943082818392946
155,2013-06-05,5,5.221456437453064,5.945709071146278
156,2013-06-06,10,5.676555899777358,5.948331236106722
157,2013-06-07,6,5.70736010441701,5.950949307268687
158,2013-06-08,2,5.354278141814995,5.953563278617103
159,2013-06-09,6,5.415775469189774,5.956173144127408
160,2013-06-10,6,5.471415906873959,5.958778897765568
161,2013-06-11,6,5.521757254134082,5.961380533488066
162,2013-06-12,1,5.091113666976376,5.963978045241897
163,2013-06-13,5,5.082436174169737,5.9665714269645775
164,2013-06-14,9,5.4555375186776205,5.969160672584144
165,2013-06-15,5,5.41215299016852,5.971745776019144
166,2013-06-16,2,5.087186018929876,5.9743267311786505
167,2013-06-17,6,5.174120688584654,5.976903531962247
168,2013-06-18,2,4.871823465075093,5.979476172260043
169,2013-06-19,5,4.884030754666263,5.982044645952658
170,2013-06-20,5,4.895075445148849,5.984608946911231
171,2013-06-21,6,5.000306359020733,5.987169068997426
172,2013-06-22,1,4.619324788289457,5.989725006063414
173,2013-06-23,3,4.465103375218858,5.992276751951891
174,2013-06-24,4,4.420807814462688,5.99482430049607
175,2013-06-25,4,4.380730878760216,5.997367645519678
176,2013-06-26,5,4.439708891627331,5.999906780836966
177,2013-06-27,3,4.302593756313871,6.002441700252696
178,2013-06-28,4,4.273775302803424,6.004972397562151
179,2013-06-29,5,4.34293956082618,6.007498866551133
180,2013-06-30,4,4.3102786497812975,6.01002110099596
181,2013-07-01,2,4.090252108720237,6.0125390946634685
182,2013-07-02,8,4.462609055319902,6.015052841311013
183,2013-07-03,7,4.704265338450822,6.017562334686463
