Day,Date,Rides,20_ExpMA,Poly_Average
1,2013-01-01,3,3.0,3.5813994794316297
2,2013-01-02,3,3.0,3.58320131448711
3,2013-01-04,3,3.0,3.5850124066213924
4,2013-01-05,2,2.7113154613466337,3.586832708430182
5,2013-01-06,4,3.023037284779497,3.588662172567617
6,2013-01-07,4,3.229131792571534,3.5905007517462737
7,2013-01-08,2,2.9967333938332414,3.5923483987371667
8,2013-01-09,4,3.1701530679131875,3.5942050663697422
9,2013-01-10,5,3.4636694633351794,3.5960707075318865
10,2013-01-11,3,3.393844859775911,3.5979452751699217
11,2013-01-12,2,3.194953199139084,3.5998287222886027
12,2013-01-13,5,3.4408513940065037,3.6017210019511254
13,2013-01-14,3,3.383159803808466,3.6036220672791184
14,2013-01-15,5,3.587467379844591,3.605531871452648
15,2013-01-16,6,3.88311855144825,3.6074503677102183
16,2013-01-18,7,4.254932088100299,3.609377509348765
17,2013-01-19,5,4.341723889288099,3.6113132497236657
18,2013-01-21,3,4.1886807814323,3.6132575422487303
19,2013-01-22,4,4.167556687770482,3.615210340396208
20,2013-01-23,8,4.58956922271828,3.6171715976967787
21,2013-01-24,5,4.634101594115172,3.6191412677395665
22,2013-01-25,6,4.780363734808708,3.621119304172125
23,2013-01-26,5,4.803607387063527,3.623105660700447
24,2013-01-27,3,4.6147354661579545,3.6251002910889616
25,2013-01-28,3,4.447230118076794,3.6271031491605337
26,2013-01-29,5,4.50408881364695,3.6291141887964637
27,2013-01-30,4,4.452629810683808,3.6311333639364904
28,2013-01-31,2,4.203959667837844,3.6331606285787856
29,2013-02-01,4,4.183406785575158,3.6351959367799607
30,2013-02-02,1,3.8643815752417994,3.6372392426550615
31,2013-02-03,3,3.778186535902568,3.6392905003775695
32,2013-02-04,5,3.899480755915432,3.641349664179404
33,2013-02-05,6,4.107169352803555,3.64341668835092
34,2013-02-06,4,4.0966113925346885,3.645491527240908
35,2013-02-07,2,3.890735332151256,3.6475741352565954
36,2013-02-08,3,3.8035277073284592,3.6496644668636464
37,2013-02-09,2,3.6274226498001023,3.651762476586161
38,2013-02-10,4,3.663715536039052,3.6538681190066735
39,2013-02-11,3,3.5992029174016262,3.6559813487661583
40,2013-02-12,1,3.347056959574977,3.6581021205640227
41,2013-02-13,1,3.119773903853729,3.6602303891581127
42,2013-02-14,6,3.3982423342254573,3.662366109364709
43,2013-02-15,4,3.456338039284535,3.6645092360585267
44,2013-02-16,4,3.5087565700635843,3.6666597241727232
