Day,Date,Rides,20_ExpMA,Poly_Average
1,2013-01-01,3,3.0,4.096628161547156
2,2013-01-02,3,3.0,4.094815090252132
3,2013-01-03,5,3.7343880099916738,4.093015431170451
4,2013-01-04,6,4.388435162094764,4.091229147206486
5,2013-01-05,7,5.020150472449662,4.089456201288345
6,2013-01-06,5,5.0158996431840315,4.087696556367861
7,2013-01-07,3,4.634742917823519,4.0859501754205985
8,2013-01-08,6,4.870734464607873,4.084217021445848
9,2013-01-09,7,5.212279068085628,4.082497057466628
10,2013-01-10,6,5.330903014960684,4.080790246529689
11,2013-01-11,6,5.426378353947091,4.079096551705506
12,2013-01-12,5,5.3682936175756435,4.077415936088288
13,2013-01-13,6,5.450961260767382,4.075748362795968
14,2013-01-14,4,5.267614521362973,4.074093794970212
15,2013-01-15,6,5.357366934663231,4.07245219577641
16,2013-01-17,2,4.95686582660992,4.070823528403683
17,2013-01-18,4,4.845402016049643,4.069207756064885
18,2013-01-19,4,4.748971630515967,4.06760484199659
19,2013-01-20,4,4.665119174781144,4.066014749459106
20,2013-01-21,5,4.701994842453788,4.064437441736471
21,2013-01-22,3,4.5173257809820075,4.062872882136449
22,2013-01-23,8,4.8902549713355,4.0613210339905335
23,2013-01-24,5,4.901869061024882,4.059781860653944
24,2013-01-25,6,5.016864209823729,4.058255325505635
25,2013-01-26,6,5.118850266484984,4.056741391948285
26,2013-01-27,6,5.209486580235187,4.0552400234083015
27,2013-01-28,6,5.290184725698441,4.053751183335824
28,2013-01-29,5,5.26076313224116,4.052274835204717
29,2013-01-30,4,5.133716856412315,4.050810942512573
30,2013-02-01,6,5.220531448673534,4.049359468780718
31,2013-02-02,5,5.198540331048618,4.047920377554204
32,2013-02-03,3,4.980282599850381,4.04649363240181
33,2013-02-04,3,4.7844823872300335,4.0450791969160464
34,2013-02-05,4,4.707197849632956,4.043677034713151
35,2013-02-06,3,4.539560122952196,4.042287109433092
36,2013-02-07,4,4.4867343787907785,4.040909384739564
37,2013-02-08,3,4.341562534608706,4.039543824319991
38,2013-02-09,7,4.600521831122684,4.038190391885527
39,2013-02-10,3,4.444952390744214,4.036849051171053
40,2013-02-11,1,4.1107611606498144,4.03551976593518
41,2013-02-12,4,4.100035330181567,4.034202499960248
42,2013-02-13,5,4.18704646772027,4.032897217052323
43,2013-02-14,5,4.2655317306828415,4.031603881041204
44,2013-02-15,2,4.0470948096971835,4.030322455780413
45,2013-02-16,3,3.946255469872586,4.029052905147209
46,2013-02-17,2,3.7590229873532857,4.0277951930425715
47,2013-02-18,1,3.4938565730357585,4.026549283391214
48,2013-02-19,6,3.734509493994961,4.025315140141576
49,2013-02-20,8,4.143781928274603,4.024092727265825
50,2013-02-21,6,4.3217588068033965,4.022882008759861
51,2013-02-22,3,4.195108138264907,4.02168294864331
52,2013-02-23,7,4.463716072681824,4.020495510959527
53,2013-02-24,9,4.8979008219882125,4.019319659775595
54,2013-02-25,8,5.1946732081892995,4.0181553591823285
55,2013-02-26,4,5.080430059971112,4.017002573294269
56,2013-02-27,8,5.359511533219902,4.0158612662496855
57,2013-02-28,5,5.3251579391559245,4.014731402210575
58,2013-03-02,4,5.198571022992371,4.01361294536267
59,2013-03-03,5,5.179607803469095,4.012505859915423
60,2013-03-05,3,4.971512868626009,4.01141011010202
61,2013-03-06,1,4.5924276272922935,4.010325660179375
62,2013-03-08,6,4.7267533367578105,4.009252474428132
63,2013-03-09,4,4.6574120692953525,4.008190517152658
64,2013-03-10,7,4.880885016819733,4.0071397526810575
65,2013-03-11,3,4.701484852419789,4.006100145365156
66,2013-03-12,4,4.634586264447036,4.005071659580515
67,2013-03-13,3,4.478720595027936,4.0040542597264155
68,2013-03-14,3,4.33773392335242,4.0030479102258765
69,2013-03-15,3,4.2102029066525315,4.002052575525637
70,2013-03-16,3,4.094840903217746,4.001068220096173
71,2013-03-17,3,3.9904847449367065,4.000094808431687
72,2013-03-18,1,3.705465157245016,3.999132305050104
73,2013-03-19,4,3.7335349417023815,3.998180674493085
74,2013-03-20,2,3.5683360192418894,3.9972398813260175
75,2013-03-21,4,3.609469482869869,3.9963098901380167
76,2013-03-22,2,3.4561104114757235,3.9953906655419287
77,2013-03-23,5,3.603213700813672,3.994482172174326
78,2013-03-24,4,3.6410182615078015,3.993584374695509
79,2013-03-25,5,3.770492780140648,3.9926972377895114
80,2013-03-26,4,3.7923578967230265,3.9918207261640895
81,2013-03-27,1,3.526338846244455,3.990954804550736
82,2013-03-28,5,3.6667258223654287,3.990099437704664
83,2013-03-29,3,3.6032124498153473,3.98925459040482
84,2013-03-30,3,3.545750814094605,3.98842022745388
85,2013-03-31,2,3.3985067031084712,3.9875963136782473
86,2013-04-01,7,3.74156877272996,3.986782813928051
87,2013-04-02,4,3.766185341668872,3.9859796930771543
88,2013-04-03,9,4.264718476117063,3.9851869160231463
89,2013-04-04,4,4.239503779121537,3.9844044476873446
90,2013-04-05,2,4.0261915770944805,3.9836322530147963
91,2013-04-06,4,4.023696864714326,3.982870296974274
92,2013-04-07,2,3.830944503360889,3.982118544558288
93,2013-04-08,2,3.6565530160360624,3.9813769607830665
94,2013-04-09,8,4.07024858870678,3.980645510688572
95,2013-04-10,6,4.254048086482375,3.979924159338497
96,2013-04-11,6,4.4203403939939685,3.979212871820258
97,2013-04-12,7,4.666037196988591,3.978511613245006
98,2013-04-13,2,4.412114926810496,3.977820348747615
99,2013-04-14,2,4.182378263569632,3.9771390434866913
100,2013-04-15,4,4.1650081230854505,3.976467662644568
101,2013-04-16,4,4.149292423569076,3.9758061714273083
102,2013-04-17,8,4.516039995036733,3.9751545350647057
103,2013-04-18,6,4.6573742321396745,3.974512718810279
104,2013-04-19,7,4.880488179358482,3.9738806879412754
105,2013-04-20,3,4.7013891783169095,3.973258407758676
106,2013-04-21,8,5.015550348605875,3.972645843587185
107,2013-04-22,1,4.63310843659623,3.972042960775237
108,2013-04-23,2,4.382331134710611,3.9714497246949994
109,2013-04-24,3,4.250678142376883,3.97086610074236
110,2013-04-25,7,4.51252265257741,3.970292054336943
111,2013-04-26,5,4.5589497617694255,3.969727550922098
112,2013-04-27,7,4.79143388629539,3.969172555964904
113,2013-04-29,2,4.525579781464677,3.968627034956168
114,2013-04-30,6,4.666002311870382,3.968090953410427
