Day,Date,Rides,20_ExpMA,Poly_Average,Revenue
1,2013-01-01,1648,1648.0,966.4357114485117,1230.0
2,2013-01-02,690,1145.0500000000004,968.0218390041427,284.5
3,2013-01-03,645,961.434637801832,969.6037673536173,150.5
4,2013-01-04,895,942.2559850374063,971.181499606427,275.0
5,2013-01-05,1029,963.2386240813133,972.7550388718566,393.5
6,2013-01-06,761,920.5755121352553,974.3243882589858,377.0
7,2013-01-07,694,877.7356909445775,975.8895508766867,184.75
8,2013-01-08,599,829.5548261764916,977.450529833627,126.0
9,2013-01-09,611,794.4975633767851,979.0073282382665,158.0
10,2013-01-10,679,777.104631099475,980.5599491988594,153.04000000000005
11,2013-01-11,977,805.6282659899667,982.1083958234543,304.0
12,2013-01-12,1318,875.4277218456633,983.6526712198926,675.3399999999998
13,2013-01-13,979,888.98160759581,985.1927784958104,452.25
14,2013-01-14,719,867.5023480496741,986.7287207586372,156.5
15,2013-01-15,611,836.0684851097851,988.260501115596,117.0
16,2013-01-16,642,812.9180089070721,989.788122673704,165.95999999999995
17,2013-01-17,747,805.2393226660138,991.3115885397722,5729.3
18,2013-01-18,1102,839.0891905197368,992.8309018204053,517.4000000000002
19,2013-01-19,1259,886.1010546944327,994.3460656220017,662.78
20,2013-01-20,1072,906.571464498586,995.8570830507537,501.5
21,2013-01-21,704,884.5921486412095,997.3639572126473,1350.01
22,2013-01-22,723,867.2886555865995,998.8666912134627,205.0
23,2013-01-23,699,849.4790147903533,1000.3652881587733,142.44
24,2013-01-24,738,837.8050463784167,1001.8597511539473,182.51
25,2013-01-25,1122,867.286144444938,1003.3500833041447,657.18
26,2013-01-26,1496,931.9565450633116,1004.836287714322,761.83
27,2013-01-27,1027,941.6588857953551,1006.3183674892273,568.03
28,2013-01-28,729,920.0975742277317,1007.7963257334034,221.5
29,2013-01-29,930,921.0954351929407,1009.2701655511867,389.5
30,2013-01-30,828,911.7658732506587,1010.7398900467077,225.0
31,2013-01-31,872,907.8004705773767,1012.2055023238906,258.7
32,2013-02-01,1237,940.4814004600863,1013.6670054864536,363.1
33,2013-02-02,1447,990.5633683032463,1015.1244026379076,666.52
34,2013-02-03,1232,1014.3488843880173,1016.5776968815584,1320.5
35,2013-02-04,857,998.8980628676924,1018.0268913205057,254.54
36,2013-02-05,697,969.3406712935764,1019.4719890576424,195.5
37,2013-02-06,727,945.6773709260797,1020.9129931956551,135.0
38,2013-02-07,901,941.3253330482924,1022.349906837025,212.0
39,2013-02-08,1233,969.67587711955,1023.7827330840261,347.5
40,2013-02-09,1480,1019.1818867905343,1025.211475038727,737.1
41,2013-02-10,1178,1034.5614309157302,1026.6361358029899,4131.3600000000015
42,2013-02-11,780,1009.9497095667945,1028.0567184784707,263.0
43,2013-02-12,682,978.2883437299678,1029.473226166619,149.0
44,2013-02-13,715,952.9027380653523,1030.8856619686785,212.01
45,2013-02-14,956,953.2010165458313,1032.294028985686,282.75
46,2013-02-15,1350,991.3736305131656,1033.6983303184732,568.1
47,2013-02-16,1584,1048.3302452812018,1035.0985690676646,876.3199999999998
48,2013-02-17,1222,1065.006918014962,1036.4947483336791,635.56
49,2013-02-18,758,1035.5497035399137,1037.8868712167296,247.84
50,2013-02-19,776,1010.6637018557634,1039.2749408168215,168.0
51,2013-02-20,722,983.0040027982291,1040.6589602337558,156.01999999999995
52,2013-02-21,850,970.2669946631937,1042.0389325671258,183.54
53,2013-02-22,1226,994.7441598033338,1043.41486091632,475.5
54,2013-02-23,1623,1054.8482938560153,1044.7867483805187,850.8
