Day,Date,Rides,20_ExpMA,Poly_Average
1,2013-01-04,2,2.0,1.8776957551669635
2,2013-01-05,1,1.475,1.8787405868217948
3,2013-01-06,2,1.6677768526228145,1.8797827893696355
4,2013-01-07,1,1.475,1.8808223736625536
5,2013-01-09,1,1.3601015421622609,1.8818593505072008
6,2013-01-10,3,1.7060452104635713,1.8828937306648137
7,2013-01-11,2,1.7616247852517175,1.8839255248512088
8,2013-01-12,1,1.6299741141163444,1.8849547437367864
9,2013-01-13,1,1.528923185788849,1.885981397946532
10,2013-01-14,1,1.4492719370407416,1.8870054980600104
11,2013-01-15,2,1.5278568801447256,1.8880270546113729
12,2013-01-17,1,1.4559479114055056,1.8890460780893508
13,2013-01-19,2,1.5271447604305926,1.8900625789372607
14,2013-01-22,2,1.5868958156307087,1.8910765675530024
15,2013-01-23,1,1.5149728770346174,1.892088054289056
16,2013-01-24,1,1.4535416388400784,1.8930970494524857
17,2013-01-25,2,1.5171977226436006,1.8941035633049403
18,2013-01-26,3,1.686332870846625,1.8951076060626493
19,2013-01-28,2,1.7214500341558452,1.896109187896428
20,2013-01-29,2,1.7521227845708094,1.8971083189316709
21,2013-01-30,3,1.887519384171012,1.8981050092483591
22,2013-01-31,1,1.7924826783101775,1.8990992688810535
23,2013-02-01,1,1.7086158734518508,1.9000911078189011
24,2013-02-03,1,1.6344103439319633,1.9010805360056295
25,2013-02-04,2,1.6723349599932285,1.9020675633395503
26,2013-02-05,3,1.8089004726912816,1.9030521996735577
27,2013-02-06,4,2.0325749403958677,1.9040344548151296
28,2013-02-07,5,2.3334397550703336,1.9050143385263258
29,2013-02-08,2,2.2998392491452724,1.9059918605237895
30,2013-02-10,2,2.269790849437698,1.906967030478748
31,2013-02-11,4,2.442325121418328,1.9079398580170093
32,2013-02-13,1,2.299139843347564,1.9089103527189657
33,2013-02-14,2,2.2695624259955682,1.9098785241195932
34,2013-02-16,1,2.1444894522222007,1.91084438170845
35,2013-02-17,1,2.03210669001225,1.9118079349296768
36,2013-02-18,1,1.9310580734918907,1.9127691931819977
37,2013-02-19,1,1.8401451172183172,1.91372816581872
38,2013-02-20,3,1.9531269753261733,1.9146848621477333
39,2013-02-21,1,1.860483796534224,1.915639291431512
40,2013-02-22,1,1.7770091629768214,1.9165914628871108
41,2013-02-23,2,1.7986030312592702,1.9175413856861687
42,2013-02-24,1,1.7213918245062922,1.9184890689549092
43,2013-02-25,2,1.7482895930119855,1.919434521774136
44,2013-02-26,3,1.8689763896545373,1.9203777531792372
45,2013-02-27,3,1.9778984023863655,1.921318772160184
46,2013-02-28,1,1.8838232162842845,1.9222575876615295
47,2013-03-01,1,1.7988800192805114,1.9231942085824123
48,2013-03-02,2,1.8181926054248847,1.9241286437765504
49,2013-03-03,2,1.8356369661245613,1.925060902052248
50,2013-03-04,4,2.043159230151549,1.9259909921723892
51,2013-03-05,2,2.0390237212189324,1.926918922854445
