Day,Date,Rides,20_ExpMA,Poly_Average
1,2013-01-01,16,16.0,15.466173835779689
2,2013-01-02,17,16.525,15.468818069812949
3,2013-01-03,13,15.230641132389671,15.471461643030395
4,2013-01-04,20,16.607481296758102,15.474104485626947
5,2013-01-05,8,14.525404819148235,15.476746527929492
6,2013-01-06,11,13.781705433644008,15.479387700396895
7,2013-01-07,19,14.768355773904636,15.482027933620003
8,2013-01-08,21,15.845526791088885,15.484667158321606
9,2013-01-09,12,15.22868549008898,15.4873053053565
10,2013-01-10,21,16.097795447798408,15.489942305711432
11,2013-01-11,14,15.798455089104486,15.492578090505129
12,2013-01-12,10,15.008542252079675,15.495212590988276
13,2013-01-13,8,14.091376166206649,15.497845738543552
14,2013-01-14,16,14.332554181180306,15.500477464685593
15,2013-01-15,15,14.414348365709632,15.503107701061005
16,2013-01-16,17,14.722791370220552,15.505736379448381
17,2013-01-17,17,14.9880598585051,15.508363431758266
18,2013-01-18,26,16.244131660036942,15.510988790033192
19,2013-01-19,10,15.545058754879033,15.513612386447662
20,2013-01-20,9,14.824344419010112,15.516234153308135
21,2013-01-21,14,14.734901780060264,15.518854023053064
22,2013-01-22,25,15.834101569451017,15.521471928252856
23,2013-01-23,22,16.486625863803752,15.524087801609905
24,2013-01-24,11,15.912072014878811,15.526701575958562
25,2013-01-25,21,16.43987063330356,15.52931318426516
26,2013-01-26,11,15.880317809615144,15.531922559628
27,2013-01-27,8,15.075869691471635,15.534529635277352
28,2013-01-29,15,15.06817732512521,15.537134344575465
29,2013-01-30,12,14.758999103799253,15.53973662101656
30,2013-01-31,18,15.083796109725794,15.542336398226814
31,2013-02-01,22,15.773471229459295,15.5449336099644
32,2013-02-02,13,15.49813785051844,15.547528190119447
33,2013-02-03,14,15.350009644125945,15.550120072714055
34,2013-02-04,16,15.414044484058634,15.552709191902304
35,2013-02-05,13,15.176998186524447,15.555295481970248
36,2013-02-06,20,15.649195165231276,15.557878877335893
37,2013-02-07,10,15.097580773326184,15.560459312549249
38,2013-02-08,20,15.575127095435812,15.563036722292265
39,2013-02-09,21,16.102420397830446,15.565611041378881
40,2013-02-10,16,16.092484702106553,15.568182204755008
41,2013-02-11,20,16.470878593894998,15.570750147498519
42,2013-02-12,9,15.748572856049194,15.573314804819269
43,2013-02-13,14,15.579759762843993,15.575876112059085
44,2013-02-14,15,15.523860771983758,15.578434004691756
45,2013-02-15,14,15.377106998773971,15.580988418323047
46,2013-02-16,10,14.859821828488352,15.583539288690705
47,2013-02-17,9,14.296641329477572,15.586086551664431
48,2013-02-18,16,14.460206684553421,15.588630143245913
49,2013-02-19,20,14.991748061196265,15.591169999568805
50,2013-02-20,18,15.280183616291804,15.593706056898732
51,2013-02-21,17,15.444976083449161,15.596238251633293
52,2013-02-22,20,15.88118383253775,15.598766520302053
53,2013-02-23,11,15.413987419657634,15.60129079956656
54,2013-02-24,9,14.800372495580461,15.603811026220324
55,2013-02-25,21,15.393224966892204,15.606327137188828
56,2013-02-26,23,16.120356026095678,15.608839069529536
57,2013-02-27,15,16.013298942883612,15.611346760431866
58,2013-02-28,22,16.585184000823325,15.613850147217233
59,2013-03-01,14,16.33830300591825,15.616349167338994
60,2013-03-02,15,16.210530442260875,15.618843758382509
61,2013-03-03,13,15.904081804733293,15.621333858065084
62,2013-03-04,20,16.294958414817323,15.62381940423601
63,2013-03-05,10,15.694341433746125,15.626300334876545
64,2013-03-06,11,15.246521181991685,15.628776588099921
65,2013-03-07,17,15.413769251602234,15.631248102151348
66,2013-03-09,15,15.374309270986481,15.633714815407993
67,2013-03-10,9,14.766488195270554,15.636176666379011
68,2013-03-11,21,15.360814185693547,15.638633593705515
69,2013-03-12,12,15.040415605259259,15.641085536160602
70,2013-03-13,14,14.94123849374536,15.643532432649332
71,2013-03-14,20,15.423420804345193,15.645974222208734
72,2013-03-15,18,15.668991540408609,15.64841084400783
73,2013-03-16,22,16.272349843270995,15.650842237347579
74,2013-03-17,26,17.199355861613,15.653268341660945
75,2013-03-18,14,16.894487737718357,15.655689096512846
76,2013-03-19,11,16.332828647302566,15.658104441600175
77,2013-03-20,15,16.205835448048298,15.660514316751804
78,2013-03-21,18,16.376777849130704,15.662918661928565
79,2013-03-22,14,16.150334653319376,15.665317417223266
80,2013-03-23,12,15.754932926496464,15.667710522860695
81,2013-03-24,13,15.492479233830922,15.670097919197595
82,2013-03-25,14,15.350299570597684,15.672479546722698
83,2013-03-26,22,15.98376071242156,15.674855346056704
84,2013-03-27,19,16.271085755600758,15.67722525795228
85,2013-03-28,20,16.626292207930337,15.67958922329406
86,2013-03-29,20,16.9476564538237,15.68194718309867
87,2013-03-30,18,17.04789622641434,15.684299078514677
88,2013-03-31,15,16.852829302683325,15.686644850822649
89,2013-04-01,20,17.152600428182488,15.688984441435116
