Day,Date,Rides,20_ExpMA,Poly_Average
1,2013-01-01,4,4.0,2.6533127068106444
2,2013-01-02,3,3.475,2.651882905712187
3,2013-01-05,2,2.9333888426311407,2.6505230297603863
4,2013-01-06,1,2.375249376558604,2.6492327858341587
5,2013-01-07,3,2.526371235856672,2.6480118812222533
6,2013-01-09,1,2.204376625764717,2.6468600236232502
7,2013-01-10,2,2.165734064524083,2.6457769211455617
8,2013-01-11,1,1.9642310739022115,2.6447622823074317
9,2013-01-12,3,2.130373474311421,2.6438158160369367
10,2013-01-13,3,2.2613316939104857,2.642937231671982
11,2013-01-14,3,2.366734361235712,2.6421262389603077
12,2013-01-16,1,2.180546661209957,2.641382548059482
13,2013-01-17,3,2.2877836277946466,2.6407058695369097
14,2013-01-18,1,2.125056382347958,2.6400959143698235
15,2013-01-20,1,1.9871829149459208,2.639552393945288
16,2013-01-23,1,1.8694216279072142,2.6390750200602016
17,2013-01-24,1,1.768144055926829,2.638663504921292
18,2013-01-25,4,2.022719660262703,2.6383175611451204
19,2013-01-27,1,1.9082192552443809,2.6380369017580776
20,2013-01-28,3,2.028441557876034,2.637821240196388
21,2013-01-29,4,2.2423586850389388,2.6376702903061067
22,2013-01-30,1,2.109325334974161,2.6375837663431216
23,2013-01-31,2,2.0977556606010888,2.63756138297315
24,2013-02-01,6,2.5063946967413875,2.6376028552717425
25,2013-02-03,2,2.4538636031214853,2.637707898724282
26,2013-02-04,3,2.5100399689934085,2.6378762292259808
27,2013-02-05,3,2.5600566605065187,2.6381075630818844
28,2013-02-06,4,2.7060513452168493,2.6384016170068705
29,2013-02-09,2,2.63490301317902,2.638758108125647
30,2013-02-10,1,2.471061156707056,2.639176753972753
31,2013-02-11,4,2.6235250077650183,2.6396572724925638
32,2013-02-12,2,2.5616252319827626,2.6401993820392797
33,2013-02-13,2,2.506094602241591,2.6408028013769367
34,2013-02-14,1,2.3577192826596063,2.6414672496794016
35,2013-02-15,4,2.5189824930635925,2.642192446530374
36,2013-02-16,4,2.663981814903644,2.6429781119233833
37,2013-02-17,1,2.50150268466959,2.6438239662617904
38,2013-02-18,2,2.4526511378069697,2.6447297303587893
39,2013-02-20,5,2.7002514074403594,2.6456951254374057
40,2013-02-22,1,2.535311795836764,2.646719873130497
41,2013-02-23,4,2.6771484945001696,2.647803695480749
42,2013-02-24,2,2.6116798569358,2.6489463149406847
43,2013-02-25,3,2.6491695870764524,2.6501474543726538
44,2013-02-26,4,2.7794132875625497,2.6514068370488406
45,2013-02-27,4,2.896960578544216,2.6527241866512608
46,2013-02-28,3,2.906873114167189,2.65409922727176
47,2013-03-01,2,2.81971461892197,2.655531683412016
48,2013-03-02,1,2.644976160761897,2.65702127998354
49,2013-03-03,1,2.487141230242372,2.6585677423076737
50,2013-03-04,3,2.5363148722610256,2.66017079611559
51,2013-03-06,1,2.3891054837886663,2.6618301675482936
52,2013-03-07,2,2.351843148760137,2.6635455831566213
53,2013-03-08,2,2.3181669213045284,2.6653167699012417
54,2013-03-09,4,2.4790649414240127,2.6671434551526554
55,2013-03-12,2,2.4332533448015425,2.6690253666911925
56,2013-03-13,4,2.5830185409509703,2.670962232707017
57,2013-03-14,5,2.813976360747925,2.672953781800124
58,2013-03-15,2,2.736220529316432,2.67499974298034
59,2013-03-16,4,2.8569094756210687,2.6770998456673225
60,2013-03-17,7,3.252465112441335,2.679253819690562
61,2013-03-18,1,3.0374648571252783,2.6814613952893804
62,2013-03-19,5,3.2247510887458524,2.6837223031129303
63,2013-03-20,5,3.3941318171741184,2.6860362742201964
64,2013-03-21,2,3.26113755798842,2.6884030400799963
65,2013-03-22,7,3.6177529442387653,2.6908223325709772
66,2013-03-23,1,3.3681053930094005,2.6932938839816183
67,2013-03-24,3,3.333004771680248,2.6958174270102324
68,2013-03-25,5,3.4919422408208134,2.6983926947649617
69,2013-03-26,2,3.34970998707594,2.7010194207637817
70,2013-03-27,2,3.2210495390559415,2.7036973389344983
71,2013-03-28,3,3.1999799200657515,2.7064261836147496
72,2013-03-29,4,3.2762288939867874,2.7092056895520056
73,2013-03-30,1,3.0592995357071397,2.7120355919035686
74,2013-03-31,1,2.8630565548831535,2.7149156262365697
75,2013-04-02,3,2.8761059601379326,2.7178455285279743
76,2013-04-03,4,2.9831967426182096,2.7208250351645797
77,2013-04-04,4,3.0800787378607413,2.7238538829430134
78,2013-04-05,2,2.9771722053427907,2.7269318090697343
