Day,Date,Rides,20_ExpMA,Poly_Average
1,2013-01-01,81,81.0,173.7782653847931
2,2013-01-02,119,100.95,174.23923265340787
3,2013-01-03,153,120.06244796003332,174.69941896444232
4,2013-01-04,161,131.88048628428928,175.15882388795154
5,2013-01-05,147,135.53776798785077,175.6174469955214
6,2013-01-06,93,126.56424195717794,176.075287860268
7,2013-01-07,126,126.45755776908553,176.53234605683778
8,2013-01-08,148,130.18127715494762,176.98862116140788
9,2013-01-09,158,134.64353632621686,177.44411275168568
10,2013-01-10,159,138.31140871076988,177.89882040690895
11,2013-01-11,180,144.26007157161223,178.35274370784614
12,2013-01-12,147,144.63332696548073,178.805882236796
13,2013-01-13,112,140.3627982755719,179.25823557758758
14,2013-01-14,143,140.69604103704287,179.70980331558047
15,2013-01-15,154,142.3264152842155,180.16058503766484
16,2013-01-16,161,144.55399169023298,180.6105803322611
17,2013-01-17,136,143.5575505144912,181.0597887893201
18,2013-01-18,234,153.87382621164494,181.50821000032315
19,2013-01-19,179,156.68687184585946,181.95584355828214
20,2013-01-20,118,152.4268362688756,182.4026890577392
21,2013-01-21,124,149.34248075648352,182.84874609476702
22,2013-01-22,165,151.0191078560103,183.29401426696862
23,2013-01-23,172,153.2394723325508,183.7384931734776
24,2013-01-24,220,160.23056650951008,184.18218241495774
25,2013-01-25,221,166.53451246403822,184.6250815936036
26,2013-01-26,148,164.62802617345474,185.06719031313983
27,2013-01-27,131,161.1951693996951,185.50850817882184
28,2013-01-28,164,161.4795488943087,185.94903479743516
29,2013-01-29,161,161.43122506603217,186.38876977729592
30,2013-01-30,185,163.79317058134598,186.82771272825073
31,2013-01-31,195,166.90507621010846,187.26586326167651
32,2013-02-01,226,172.77166133004695,187.70322099048082
33,2013-02-02,203,175.76048481371734,188.1397855291013
34,2013-02-03,125,170.75973443245832,188.57555649350638
35,2013-02-04,165,170.19415921998382,189.0105335011946
36,2013-02-05,160,169.196097977153,189.4447161711953
37,2013-02-06,202,172.39922761548016,189.8781041240681
38,2013-02-07,194,174.50336619074298,190.31069698190282
39,2013-02-08,244,181.25838334805962,190.74249436832
40,2013-02-09,186,181.718362622608,191.17349590847058
41,2013-02-10,131,176.8069247510141,191.60370122903575
42,2013-02-11,193,178.37251720693612,192.0331099582274
43,2013-02-12,170,177.5642062905639,192.4617217257877
44,2013-02-13,198,179.5345745689379,192.8895361629892
45,2013-02-14,210,182.46851460903062,193.316552902635
46,2013-02-15,277,191.56257495206813,193.7427715790586
47,2013-02-16,261,198.23612319860348,194.1681918281239
48,2013-02-17,189,197.3492226317132,194.59281328722525
49,2013-02-18,210,198.5630606280138,195.01663559528743
50,2013-02-19,235,202.05668717510437,195.43965839276572
51,2013-02-20,201,201.95543561810766,195.86188132164582
52,2013-02-21,238,205.40721075342015,196.2833040254437
53,2013-02-22,220,206.80394134661583,196.70392614920598
54,2013-02-23,209,207.01403442533555,197.12374733950955
55,2013-02-24,149,201.4663198803397,197.54276724446183
56,2013-02-25,188,200.1790753653453,197.96098551370068
57,2013-02-26,175,197.77305593598174,198.3784017983944
58,2013-02-27,198,197.79473497389628,198.7950157512416
59,2013-02-28,217,199.62880749467243,199.2108270264714
60,2013-03-01,279,207.2066584761774,199.62583527984347
61,2013-03-02,219,208.33234580631463,200.04004016864772
62,2013-03-03,119,199.80729163409558,200.45344135170467
63,2013-03-04,183,198.2036678933108,200.8660384893652
64,2013-03-05,160,194.5592000983313,201.27783124351043
65,2013-03-06,208,195.84119325073743,201.6888192775523
66,2013-03-07,227,198.8127188186112,202.0990022564328
67,2013-03-08,253,203.97973694365047,202.50837984662476
68,2013-03-09,211,204.64907469814537,202.916951716131
69,2013-03-10,145,198.96251251364288,203.3247175344851
70,2013-03-11,213,200.30062918045556,203.73167697275096
71,2013-03-12,207,200.93918826202895,204.13782970352293
