Day,Date,Rides,20_ExpMA,Poly_Average
1,2013-01-01,360,360.0,244.64383751626045
2,2013-01-02,199,275.475,244.943183894127
3,2013-01-03,147,228.2997502081599,245.241897072862
4,2013-01-04,187,216.377150872818,245.5399765617468
5,2013-01-05,236,221.12375108986183,245.8374218719957
6,2013-01-06,186,213.7142439716283,246.13423251675613
7,2013-01-07,182,207.71786542154453,246.43040801110882
8,2013-01-08,194,205.3466634540374,246.72594787206725
9,2013-01-09,176,200.63931513782168,247.0208516185785
10,2013-01-10,183,197.98298711980632,247.3151187715224
11,2013-01-11,251,205.54813446012162,247.60874885371206
12,2013-01-12,223,207.9255698990688,247.9017413898936
13,2013-01-13,199,206.75753384904914,248.19409590674636
14,2013-01-14,217,208.0517949868301,248.48581193288263
15,2013-01-15,196,206.57487099499863,248.77688899884816
16,2013-01-16,182,203.64332873128376,249.06732663712143
17,2013-01-17,245,208.46090298621533,249.35712438211425
18,2013-01-18,264,214.79594410932168,249.64628177017138
19,2013-01-19,234,216.94596846390613,249.93479833957105
20,2013-01-20,202,215.30018129242325,250.22267363052413
21,2013-01-21,221,215.9186203998943,250.50990718517502
22,2013-01-22,206,214.85652189669318,250.7964985476009
23,2013-01-23,211,214.4483941505682,251.0824472638124
24,2013-01-24,246,217.75244604522132,251.3677528817529
25,2013-01-25,291,225.35081573389988,251.65241495129933
26,2013-01-26,248,227.6805430132119,251.93643302426125
27,2013-01-27,249,229.85690156463195,252.21980665438167
28,2013-01-28,245,231.39224800568482,252.50253539733663
29,2013-01-29,206,228.83348779010797,252.78461881073537
30,2013-01-30,212,227.14651928604573,253.06605645412003
31,2013-01-31,215,225.9352837186951,253.34684788896604
32,2013-02-01,273,230.60758290283007,253.62699267868192
33,2013-02-02,261,233.61262962198106,253.90649038860928
34,2013-02-03,227,232.96117583416557,254.1853405860228
35,2013-02-04,242,233.84874017555302,254.46354284013043
36,2013-02-05,184,228.96828907610058,254.741096722073
37,2013-02-06,204,226.53026610242276,255.01800180492472
38,2013-02-07,247,228.5242298344847,255.29425766369275
39,2013-02-08,276,233.1388366786821,255.5698638753174
40,2013-02-09,276,237.29675332569093,255.8448200186721
41,2013-02-10,244,237.94587876816257,256.1191256745633
42,2013-02-11,209,235.1473090874401,256.39278042573085
43,2013-02-12,166,228.47159575157062,256.66578385684744
44,2013-02-13,177,223.50883281961964,256.93813555451885
45,2013-02-14,267,227.69720291376518,257.2098351072842
46,2013-02-15,258,230.61237413026836,257.4808821056157
47,2013-02-16,352,242.27879432391518,257.7512761419185
48,2013-02-17,258,243.7884262253635,258.02101681053097
49,2013-02-18,212,240.73833701174144,258.29010370772454
50,2013-02-19,213,238.07874506393728,258.5585364317039
51,2013-02-20,252,239.41267697002468,258.82631458260664
52,2013-02-21,267,242.0545520299031,259.09343776250364
53,2013-02-22,325,249.99357196560933,259.3599055753989
54,2013-02-23,346,259.1783385070422,259.62571762722945
55,2013-02-24,260,259.2569116223357,259.89087352586535
56,2013-02-25,242,257.60732472487723,260.15537288111
57,2013-02-26,228,254.7781581448536,260.41921530469983
58,2013-02-27,267,255.94566069271374,260.6824004103042
59,2013-02-28,255,255.8553515879903,260.9449278135259
60,2013-03-01,322,262.1704172064967,261.20679713190066
61,2013-03-02,282,264.06317254368963,261.46800798489744
62,2013-03-03,237,261.4805132625006,261.72855999391794
63,2013-03-04,216,257.1411091277579,261.98845278229754
64,2013-03-05,182,249.9729661876633,262.2476859753043
65,2013-03-06,234,248.4494531954301,262.5062592001396
66,2013-03-07,265,250.02783112844372,262.76417208593784
67,2013-03-08,288,253.64866023314832,263.02142426376685
68,2013-03-09,287,256.8284998901181,263.2780153666269
69,2013-03-10,247,255.89151342237545,263.53394502945207
70,2013-03-11,262,256.47380193422384,263.78921288910925
71,2013-03-12,213,252.3300410075057,264.0438185843984
72,2013-03-13,248,251.9173498861961,264.2977617560527
73,2013-03-14,283,254.87959123223598,264.5510420467384
74,2013-03-15,321,261.18060081578386,264.80365910105485
75,2013-03-17,353,269.9301145233064,265.0556125655346
76,2013-03-18,314,274.12933469186834,265.30690208864314
77,2013-03-19,264,273.1642019109658,265.5575273207795
78,2013-03-20,226,268.6705438955816,265.80748791427516
79,2013-03-21,281,269.84521044841955,266.0567835233953
80,2013-03-22,343,276.81465569325724,266.30541380433795
81,2013-03-23,321,281.0240528308314,266.55337841523425
82,2013-03-24,260,279.0212157504033,266.8006770161486
83,2013-03-25,232,274.54189922548215,267.0473092690784
84,2013-03-26,219,269.251013101514,267.29327483795413
85,2013-03-27,217,264.27372057667475,267.5385733886394
86,2013-03-28,228,260.81844893570116,267.7832045889312
87,2013-03-29,265,261.21675776677114,268.0271681085592
88,2013-03-30,237,258.91005473203074,268.27046361918656
89,2013-03-31,241,257.2041042828384,268.5130907944093
90,2013-04-01,253,256.8036643503479,268.7550493097567
91,2013-04-02,222,253.48866227863843,268.9963388426911
92,2013-04-03,203,248.6797360775507,269.236959072608
93,2013-04-04,278,251.47239550813785,269.4769096808359
94,2013-04-05,271,253.33232002269366,269.71619035063657
95,2013-04-06,352,262.72993979920096,269.9548007672049
96,2013-04-07,290,265.32726289937415,270.1927406176688
97,2013-04-08,359,274.2490183045428,270.430009591089
98,2013-04-09,238,270.79654096101075,270.6666073784602
99,2013-04-10,267,270.4349476378464,270.9025336727093
100,2013-04-11,264,269.822067888418,271.1377881686969
101,2013-04-12,328,275.36304903803205,271.3723705632164
102,2013-04-13,377,285.04311541461936,271.6062805549945
103,2013-04-14,288,285.3247328609647,271.8395178446909
104,2013-04-15,263,283.19850367935504,272.0720821348985
105,2013-04-16,247,279.7509330328946,272.3039731301432
106,2013-04-17,256,277.488883545874,272.5351905368842
107,2013-04-18,276,277.3470819444468,272.7657340635136
108,2013-04-19,306,280.0759864518547,272.99560342035693
