Day,Date,Rides,20_ExpMA,Poly_Average
1,2013-01-01,76,76.0,73.35790275428106
2,2013-01-02,69,72.325,73.38162188934155
3,2013-01-03,61,68.16652789342216,73.40540767125162
4,2013-01-04,90,74.46951371571073,73.42925973885008
5,2013-01-05,66,72.42081042187759,73.45317773135378
6,2013-01-06,69,71.69917567659705,73.47716128835766
7,2013-01-07,81,73.4577313439131,73.50121004983474
8,2013-01-08,55,70.26721973489364,73.52532365613602
9,2013-01-09,55,67.81828303635186,73.54950174799063
10,2013-01-10,66,67.54446536619825,73.57374396650576
11,2013-01-11,64,67.03869559002229,73.59804995316662
12,2013-01-12,55,65.39868630453842,73.62241934983648
13,2013-01-13,85,67.96379321456686,73.64685179875673
14,2013-01-14,83,69.86380223731747,73.67134694254676
15,2013-01-15,69,69.75794495631608,73.69590442420402
16,2013-01-16,78,70.74114168216423,73.72052388710405
17,2013-01-17,90,72.98457610677093,73.7452049750004
18,2013-01-18,92,75.15356153890725,73.76994733202477
19,2013-01-19,74,75.02441249782545,73.79475060268679
20,2013-01-20,51,72.37894526117094,73.8196144318743
21,2013-01-21,77,72.88033681674051,73.84453846485304
22,2013-01-22,73,72.89315050278798,73.86952234726697
23,2013-01-23,71,72.69280229565325,73.89456572513797
24,2013-01-24,97,75.23822717868505,73.91966824486606
25,2013-01-25,84,76.14713383058046,73.9448295532293
26,2013-01-26,71,75.61769233041478,73.97004929738378
27,2013-01-27,70,75.04422027856462,73.99532712486372
28,2013-01-28,71,74.63418007192995,74.02066268358135
29,2013-01-29,79,75.07412088921468,74.04605562182691
30,2013-01-30,89,76.46970329876608,74.07150558826879
31,2013-01-31,108,79.61386467654671,74.09701223195344
32,2013-02-01,99,81.53840244947027,74.12257520230527
33,2013-02-02,64,79.80429493931643,74.14819414912681
34,2013-02-03,40,75.88291113409828,74.17386872259874
35,2013-02-04,70,75.30524062625572,74.19959857327959
36,2013-02-05,65,74.29630393563104,74.22538335210615
37,2013-02-06,59,72.80269977662104,74.25122271039315
38,2013-02-07,73,72.82191885839876,74.27711629983344
39,2013-02-08,105,75.94960257898913,74.30306377249791
40,2013-02-09,92,77.50663485381625,74.32906478083545
41,2013-02-10,62,76.00501158082709,74.35511897767311
42,2013-02-11,86,76.97135541765113,74.381226016216
43,2013-02-12,69,76.20177400705309,74.40738555004717
44,2013-02-13,74,75.98948444681729,74.43359723312781
45,2013-02-14,74,75.79788928623543,74.4598607197972
46,2013-02-15,72,75.43252705583828,74.48617566477263
47,2013-02-16,71,75.0065221580358,74.51254172314941
48,2013-02-17,62,73.75756828126454,74.53895855040105
49,2013-02-18,96,75.8917224098483,74.56542580237894
50,2013-02-19,91,77.34032595832164,74.59194313531269
51,2013-02-20,78,77.40353579506795,74.61851020580983
52,2013-02-21,101,79.66322986602181,74.64512667085607
53,2013-02-22,123,83.8111546824241,74.6717921878151
54,2013-02-23,68,82.29852925221302,74.6985064144287
55,2013-02-24,73,81.4093377575935,74.7252690088167
56,2013-02-25,119,85.00262636327929,74.75207962947701
57,2013-02-26,63,82.90013666661879,74.77893793528555
