Day,Date,Rides
1,2013-01-01,1
2,2013-01-02,2
3,2013-01-03,5
4,2013-01-04,4
5,2013-01-05,1
6,2013-01-06,7
7,2013-01-07,2
8,2013-01-08,4
9,2013-01-09,2
10,2013-01-10,6
11,2013-01-11,4
12,2013-01-13,5
13,2013-01-14,1
14,2013-01-15,4
15,2013-01-16,7
16,2013-01-17,2
17,2013-01-18,4
18,2013-01-19,4
19,2013-01-20,4
20,2013-01-22,4
21,2013-01-23,2
22,2013-01-24,4
23,2013-01-25,4
24,2013-01-26,3
25,2013-01-27,5
26,2013-01-28,5
27,2013-01-29,4
28,2013-01-30,2
29,2013-01-31,1
30,2013-02-01,4
31,2013-02-02,2
32,2013-02-03,2
33,2013-02-04,4
34,2013-02-05,3
35,2013-02-06,4
36,2013-02-07,1
37,2013-02-08,2
38,2013-02-09,2
39,2013-02-10,4
40,2013-02-11,5
41,2013-02-12,5
42,2013-02-13,6
43,2013-02-14,6
44,2013-02-15,5
45,2013-02-16,5
46,2013-02-17,5
47,2013-02-18,3
48,2013-02-19,2
49,2013-02-20,5
50,2013-02-21,6
51,2013-02-22,7
52,2013-02-23,4
53,2013-02-24,6
54,2013-02-25,5
55,2013-02-26,3
56,2013-02-27,8
57,2013-02-28,4
58,2013-03-01,6
59,2013-03-02,8
60,2013-03-03,9
61,2013-03-04,7
62,2013-03-05,4
63,2013-03-06,7
64,2013-03-07,5
65,2013-03-08,6
66,2013-03-09,2
67,2013-03-10,5
68,2013-03-11,2
69,2013-03-12,5
70,2013-03-13,3
71,2013-03-14,2
72,2013-03-15,5
73,2013-03-16,6
74,2013-03-17,4
75,2013-03-18,5
76,2013-03-19,2
77,2013-03-20,3
78,2013-03-21,3
79,2013-03-22,1
80,2013-03-23,3
81,2013-03-24,6
82,2013-03-26,3
83,2013-03-27,3
84,2013-03-28,3
85,2013-03-29,5
86,2013-03-30,6
87,2013-03-31,5
88,2013-04-01,3
89,2013-04-02,2
90,2013-04-03,2
91,2013-04-04,1
92,2013-04-05,6
93,2013-04-06,2
94,2013-04-07,2
95,2013-04-08,3
96,2013-04-09,6
97,2013-04-10,1
98,2013-04-11,5
99,2013-04-12,5
100,2013-04-13,2
101,2013-04-14,4
102,2013-04-15,2
103,2013-04-16,3
104,2013-04-17,2
105,2013-04-18,4
106,2013-04-19,6
107,2013-04-20,1
108,2013-04-21,3
109,2013-04-22,4
110,2013-04-23,5
111,2013-04-24,3
112,2013-04-25,3
113,2013-04-26,2
114,2013-04-27,5
115,2013-04-28,3
116,2013-04-29,2
117,2013-04-30,1
118,2013-05-01,3
119,2013-05-02,4
120,2013-05-03,8
121,2013-05-05,2
122,2013-05-06,4
123,2013-05-07,3
124,2013-05-08,5
125,2013-05-09,7
126,2013-05-10,5
127,2013-05-11,3
128,2013-05-12,5
129,2013-05-13,4
130,2013-05-14,3
131,2013-05-15,5
132,2013-05-16,4
133,2013-05-17,2
134,2013-05-18,2
135,2013-05-19,2
136,2013-05-20,2
137,2013-05-21,3
138,2013-05-22,4
139,2013-05-23,4
140,2013-05-24,6
141,2013-05-25,2
142,2013-05-26,2
143,2013-05-27,4
144,2013-05-28,1
145,2013-05-29,2
146,2013-05-30,1
147,2013-05-31,5
148,2013-06-01,5
149,2013-06-02,1
150,2013-06-04,2
151,2013-06-05,4
152,2013-06-06,1
153,2013-06-07,1
154,2013-06-08,3
155,2013-06-09,2
156,2013-06-10,2
157,2013-06-11,4
158,2013-06-12,1
159,2013-06-13,1
160,2013-06-14,2
161,2013-06-15,3
162,2013-06-16,1
163,2013-06-17,1
164,2013-06-18,1
165,2013-06-19,2
166,2013-06-20,2
167,2013-06-21,4
168,2013-06-22,1
169,2013-06-23,3
170,2013-06-24,7
171,2013-06-25,1
172,2013-06-26,1
173,2013-06-27,3
174,2013-06-28,2
175,2013-06-30,4
176,2013-07-01,4
177,2013-07-02,3
178,2013-07-03,2
179,2013-07-04,5
180,2013-07-05,3
181,2013-07-06,1
182,2013-07-07,1
183,2013-07-08,2
184,2013-07-10,4
185,2013-07-11,4
186,2013-07-12,4
187,2013-07-14,3
188,2013-07-15,2
189,2013-07-16,1
190,2013-07-17,2
191,2013-07-18,1
192,2013-07-19,6
193,2013-07-20,2
194,2013-07-21,1
195,2013-07-22,6
196,2013-07-24,3
197,2013-07-25,1
198,2013-07-26,1
199,2013-07-27,2
200,2013-07-29,3
201,2013-07-30,1
202,2013-07-31,3
203,2013-08-01,9
204,2013-08-02,2
205,2013-08-03,5
206,2013-08-04,2
207,2013-08-06,6
208,2013-08-07,1
209,2013-08-08,2
210,2013-08-09,5
211,2013-08-10,1
212,2013-08-11,1
213,2013-08-12,1
214,2013-08-13,3
215,2013-08-14,1
216,2013-08-15,2
217,2013-08-16,3
218,2013-08-17,3
219,2013-08-18,1
220,2013-08-19,1
221,2013-08-20,4
222,2013-08-22,1
223,2013-08-24,5
224,2013-08-25,1
225,2013-08-26,3
226,2013-08-27,6
227,2013-08-28,3
