Day,Date,Rides
1,01/01/2013,2416
2,01/02/2013,2896
3,01/03/2013,3093
4,01/04/2013,3942
5,01/05/2013,2455
6,01/06/2013,1656
7,01/07/2013,3369
8,01/08/2013,3308
9,01/09/2013,3867
10,01/10/2013,4026
11,01/11/2013,4643
12,01/12/2013,3283
13,01/13/2013,1966
14,01/14/2013,3979
15,01/15/2013,3675
16,01/16/2013,4212
17,01/17/2013,4655
18,01/18/2013,5296
19,01/19/2013,3839
20,01/20/2013,2478
21,01/21/2013,3274
22,01/22/2013,5171
23,01/23/2013,5133
24,01/24/2013,5190
25,01/25/2013,6087
26,01/26/2013,3942
27,01/27/2013,2613
28,01/28/2013,3773
29,01/29/2013,4228
30,01/30/2013,4540
31,01/31/2013,5064
32,02/01/2013,6066
33,02/02/2013,3559
34,02/03/2013,2460
35,02/04/2013,4199
36,02/05/2013,4337
37,02/06/2013,4348
38,02/07/2013,5717
39,02/08/2013,5911
40,02/09/2013,3494
41,02/10/2013,2340
42,02/11/2013,4265
43,02/12/2013,4673
44,02/13/2013,4291
45,02/14/2013,4839
46,02/15/2013,6200
47,02/16/2013,4122
48,02/17/2013,3172
49,02/18/2013,3161
50,02/19/2013,5337
51,02/20/2013,5556
52,02/21/2013,6174
53,02/22/2013,6861
54,02/23/2013,4185
55,02/24/2013,2922
56,02/25/2013,4400
57,02/26/2013,5446
58,02/27/2013,4990
59,02/28/2013,5702
60,03/01/2013,6747
61,03/02/2013,4651
62,03/03/2013,2972
63,03/04/2013,4675
64,03/05/2013,5035
65,03/06/2013,5445
66,03/07/2013,5247
67,03/08/2013,6410
68,03/09/2013,4560
69,03/10/2013,3341
70,03/11/2013,4754
71,03/12/2013,4885
72,03/13/2013,5140
73,03/14/2013,6218
74,03/15/2013,7745
75,03/16/2013,6527
76,03/17/2013,3078
77,03/18/2013,5207
78,03/19/2013,5093
79,03/20/2013,5081
80,03/21/2013,5723
81,03/22/2013,6172
82,03/23/2013,4453
83,03/24/2013,2563
84,03/25/2013,4115
85,03/26/2013,4581
86,03/27/2013,4783
87,03/28/2013,4493
88,03/29/2013,4738
89,03/30/2013,3266
90,03/31/2013,2573
91,04/01/2013,4570
92,04/02/2013,4644
93,04/03/2013,4888
94,04/04/2013,5406
95,04/05/2013,6362
96,04/06/2013,4137
97,04/07/2013,3038
98,04/08/2013,4511
99,04/09/2013,4996
100,04/10/2013,5095
101,04/11/2013,6033
102,04/12/2013,6721
103,04/13/2013,4882
104,04/14/2013,2877
105,04/15/2013,4907
106,04/16/2013,4427
107,04/17/2013,5777
108,04/18/2013,5872
109,04/19/2013,6921
110,04/20/2013,4520
111,04/21/2013,2894
112,04/22/2013,4047
113,04/23/2013,5136
114,04/24/2013,4904
115,04/25/2013,5656
116,04/26/2013,6177
117,04/27/2013,4451
118,04/28/2013,2660
119,04/29/2013,3749
120,04/30/2013,4796
121,05/01/2013,4716
122,05/02/2013,5902
123,05/03/2013,6913
124,05/04/2013,4532
125,05/05/2013,2886
126,05/06/2013,4213
127,05/07/2013,4405
128,05/08/2013,4561
129,05/09/2013,5847
130,05/10/2013,6842
131,05/11/2013,3815
132,05/12/2013,2620
133,05/13/2013,4662
134,05/14/2013,4569
135,05/15/2013,5286
136,05/16/2013,5183
137,05/17/2013,5882
138,05/18/2013,4716
139,05/19/2013,3472
140,05/20/2013,4704
141,05/21/2013,4675
142,05/22/2013,5014
143,05/23/2013,6177
144,05/24/2013,5240
145,05/25/2013,4461
146,05/26/2013,2949
147,05/27/2013,1948
