Day,Date,Rides
1,2013-01-03,2
2,2013-01-04,1
3,2013-01-05,3
4,2013-01-06,1
5,2013-01-07,1
6,2013-01-08,3
7,2013-01-09,1
8,2013-01-10,1
9,2013-01-12,1
10,2013-01-14,1
11,2013-01-16,2
12,2013-01-19,3
13,2013-01-20,1
14,2013-01-22,1
15,2013-01-23,3
16,2013-01-24,1
17,2013-01-26,1
18,2013-01-28,1
19,2013-01-29,2
20,2013-01-31,2
21,2013-02-01,3
22,2013-02-02,2
23,2013-02-04,1
24,2013-02-05,3
25,2013-02-06,1
26,2013-02-07,2
27,2013-02-08,3
28,2013-02-10,2
29,2013-02-13,1
30,2013-02-14,3
31,2013-02-16,3
32,2013-02-19,1
33,2013-02-21,2
34,2013-02-24,1
35,2013-02-25,2
36,2013-02-26,1
37,2013-03-01,1
38,2013-03-03,1
39,2013-03-04,2
40,2013-03-05,2
41,2013-03-06,2
42,2013-03-07,1
43,2013-03-08,2
44,2013-03-09,1
45,2013-03-12,1
46,2013-03-13,1
47,2013-03-14,1
48,2013-03-15,1
49,2013-03-17,3
50,2013-03-19,1
51,2013-03-22,1
52,2013-03-29,1
53,2013-04-01,1
54,2013-04-04,2
55,2013-04-05,2
56,2013-04-06,1
57,2013-04-08,1
58,2013-04-09,2
59,2013-04-10,1
60,2013-04-11,1
61,2013-04-13,1
62,2013-04-14,1
63,2013-04-15,2
64,2013-04-21,1
65,2013-04-25,1
66,2013-04-26,1
67,2013-04-29,1
68,2013-04-30,2
69,2013-05-04,2
70,2013-05-07,2
71,2013-05-08,2
72,2013-05-09,2
73,2013-05-10,1
74,2013-05-11,1
75,2013-05-12,1
76,2013-05-13,1
77,2013-05-15,1
78,2013-05-16,1
79,2013-05-17,2
80,2013-05-18,1
81,2013-05-19,1
82,2013-05-22,1
83,2013-05-23,1
84,2013-05-25,1
85,2013-05-28,1
86,2013-05-29,2
87,2013-05-30,1
88,2013-05-31,2
89,2013-06-01,1
90,2013-06-03,2
91,2013-06-04,1
92,2013-06-05,3
93,2013-06-06,1
94,2013-06-07,3
95,2013-06-11,1
96,2013-06-12,1
97,2013-06-16,1
98,2013-06-19,2
99,2013-06-20,1
100,2013-06-22,2
101,2013-06-23,2
102,2013-06-25,1
103,2013-06-27,1
104,2013-06-28,1
105,2013-06-29,1
106,2013-06-30,1
107,2013-07-03,1
108,2013-07-05,2
109,2013-07-06,1
110,2013-07-08,1
111,2013-07-09,1
112,2013-07-10,2
113,2013-07-12,1
114,2013-07-13,1
115,2013-07-14,1
116,2013-07-16,1
117,2013-07-17,1
118,2013-07-21,1
119,2013-07-23,1
120,2013-07-24,2
121,2013-07-25,1
122,2013-07-26,3
123,2013-07-29,1
124,2013-07-30,1
125,2013-08-01,2
126,2013-08-03,3
127,2013-08-05,2
128,2013-08-08,1
129,2013-08-14,1
130,2013-08-16,1
131,2013-08-17,1
132,2013-08-20,1
133,2013-08-21,1
134,2013-08-24,1
135,2013-08-26,1
136,2013-08-27,1
137,2013-08-28,1
138,2013-08-29,1
139,2013-08-30,1
140,2013-09-02,2
141,2013-09-04,1
142,2013-09-06,2
143,2013-09-10,1
144,2013-09-11,1
145,2013-09-12,3
146,2013-09-13,3
147,2013-09-14,2
148,2013-09-16,1
149,2013-09-20,1
150,2013-09-22,2
151,2013-09-24,1
152,2013-09-25,1
153,2013-09-30,2
154,2013-10-01,1
155,2013-10-03,1
156,2013-10-05,2
157,2013-10-06,2
158,2013-10-07,2
159,2013-10-08,1
160,2013-10-12,1
161,2013-10-13,1
162,2013-10-14,1
163,2013-10-16,2
164,2013-10-17,1
165,2013-10-19,1
166,2013-10-20,2
167,2013-10-21,3
168,2013-10-23,2
169,2013-10-25,1
170,2013-10-27,1
171,2013-10-28,2
172,2013-10-29,3
173,2013-10-31,1
174,2013-11-01,3
175,2013-11-02,1
176,2013-11-07,1
177,2013-11-08,2
178,2013-11-16,2
179,2013-11-19,1
180,2013-11-20,1
181,2013-11-21,1
182,2013-11-22,1
183,2013-11-25,1
184,2013-11-26,1
185,2013-11-27,3
186,2013-11-29,3
187,2013-12-01,1
188,2013-12-05,1
189,2013-12-06,1
190,2013-12-08,1
191,2013-12-09,1
192,2013-12-10,3
193,2013-12-11,1
194,2013-12-12,1
195,2013-12-14,1
196,2013-12-15,1
197,2013-12-18,1
198,2013-12-19,3
199,2013-12-20,2
200,2013-12-21,1
201,2013-12-23,2
202,2013-12-28,1
203,2013-12-29,1
204,2013-12-31,1
205,2014-01-01,1
206,2014-01-06,1
207,2014-01-07,3
208,2014-01-08,2
209,2014-01-10,2
210,2014-01-14,1
211,2014-01-18,1
212,2014-01-19,1
213,2014-01-21,1
214,2014-01-22,2
215,2014-01-23,2
216,2014-01-24,2
217,2014-01-27,1
218,2014-01-29,1
219,2014-01-31,2
220,2014-02-02,1
221,2014-02-03,1
222,2014-02-04,1
223,2014-02-05,2
224,2014-02-06,2
225,2014-02-07,2
226,2014-02-08,3
227,2014-02-09,1
228,2014-02-12,1
229,2014-02-14,2
