Day,Date,Rides
1,2013-01-01,1
2,2013-01-02,2
3,2013-01-03,3
4,2013-01-04,2
5,2013-01-05,1
6,2013-01-06,2
7,2013-01-07,2
8,2013-01-08,3
9,2013-01-09,1
10,2013-01-10,2
11,2013-01-11,8
12,2013-01-12,9
13,2013-01-13,1
14,2013-01-14,2
15,2013-01-15,4
16,2013-01-16,1
17,2013-01-17,2
18,2013-01-18,1
19,2013-01-20,4
20,2013-01-21,3
21,2013-01-22,2
22,2013-01-23,4
23,2013-01-24,5
24,2013-01-25,2
25,2013-01-26,2
26,2013-01-27,2
27,2013-01-28,3
28,2013-01-29,1
29,2013-01-30,7
30,2013-01-31,1
31,2013-02-02,2
32,2013-02-03,1
33,2013-02-04,3
34,2013-02-05,7
35,2013-02-06,4
36,2013-02-08,2
37,2013-02-09,2
38,2013-02-10,3
39,2013-02-11,2
40,2013-02-12,4
41,2013-02-13,2
42,2013-02-14,1
43,2013-02-15,4
44,2013-02-16,5
45,2013-02-17,3
46,2013-02-18,2
47,2013-02-19,2
48,2013-02-20,2
49,2013-02-21,2
50,2013-02-23,4
51,2013-02-24,1
52,2013-02-25,3
53,2013-02-26,2
54,2013-02-27,2
55,2013-02-28,1
56,2013-03-01,3
57,2013-03-02,2
58,2013-03-03,1
59,2013-03-04,4
60,2013-03-05,3
61,2013-03-06,6
62,2013-03-07,5
63,2013-03-08,1
64,2013-03-09,4
65,2013-03-10,1
66,2013-03-11,6
67,2013-03-12,3
68,2013-03-13,3
69,2013-03-14,2
70,2013-03-15,7
71,2013-03-16,5
72,2013-03-18,4
73,2013-03-19,4
74,2013-03-20,5
75,2013-03-21,5
76,2013-03-22,4
77,2013-03-23,2
78,2013-03-24,3
79,2013-03-26,1
80,2013-03-28,1
81,2013-03-29,6
82,2013-03-30,2
83,2013-03-31,2
84,2013-04-01,1
85,2013-04-02,2
86,2013-04-03,4
87,2013-04-04,6
88,2013-04-05,1
89,2013-04-06,2
90,2013-04-07,8
91,2013-04-08,2
92,2013-04-09,1
93,2013-04-10,4
94,2013-04-11,2
95,2013-04-12,2
96,2013-04-13,4
97,2013-04-14,5
98,2013-04-15,4
99,2013-04-16,1
100,2013-04-17,1
101,2013-04-18,4
102,2013-04-19,7
103,2013-04-20,2
104,2013-04-21,6
105,2013-04-22,2
106,2013-04-24,2
107,2013-04-25,1
108,2013-04-26,5
109,2013-04-27,9
110,2013-04-28,1
111,2013-04-29,3
112,2013-04-30,2
113,2013-05-01,4
114,2013-05-02,2
115,2013-05-03,1
116,2013-05-04,2
117,2013-05-05,2
118,2013-05-06,4
119,2013-05-07,1
120,2013-05-08,5
121,2013-05-09,2
122,2013-05-10,5
123,2013-05-11,3
124,2013-05-12,4
125,2013-05-13,2
126,2013-05-14,2
127,2013-05-15,4
128,2013-05-16,2
129,2013-05-17,1
130,2013-05-18,1
131,2013-05-19,3
132,2013-05-20,2
133,2013-05-22,2
134,2013-05-23,2
135,2013-05-24,3
136,2013-05-25,1
137,2013-05-26,3
138,2013-05-28,5
139,2013-05-29,2
140,2013-05-30,3
141,2013-05-31,2
142,2013-06-01,9
143,2013-06-02,3
144,2013-06-04,2
145,2013-06-05,1
146,2013-06-06,4
147,2013-06-07,5
148,2013-06-08,3
149,2013-06-09,2
150,2013-06-10,5
151,2013-06-11,1
152,2013-06-12,5
153,2013-06-13,7
154,2013-06-15,5
155,2013-06-16,1
156,2013-06-17,3
157,2013-06-18,1
158,2013-06-19,3
159,2013-06-20,3
160,2013-06-21,1
161,2013-06-22,2
162,2013-06-23,9
163,2013-06-24,2
164,2013-06-25,2
165,2013-06-26,3
166,2013-06-27,4
167,2013-06-29,2
168,2013-06-30,6
169,2013-07-01,3
170,2013-07-02,3
171,2013-07-03,3
172,2013-07-04,2
173,2013-07-05,2
174,2013-07-06,1
175,2013-07-07,8
176,2013-07-08,1
177,2013-07-09,2
178,2013-07-10,2
179,2013-07-11,5
180,2013-07-13,4
181,2013-07-14,5
182,2013-07-15,3
183,2013-07-16,6
184,2013-07-17,2
185,2013-07-18,1
186,2013-07-19,2
187,2013-07-20,3
188,2013-07-21,2
189,2013-07-22,1
190,2013-07-24,1
191,2013-07-25,1
192,2013-07-26,3
193,2013-07-27,2
194,2013-07-28,2
195,2013-07-29,3
196,2013-07-30,4
197,2013-07-31,4
198,2013-08-01,6
199,2013-08-02,5
200,2013-08-03,3
201,2013-08-04,3
202,2013-08-05,4
203,2013-08-06,2
204,2013-08-07,5
205,2013-08-08,1
206,2013-08-09,4
207,2013-08-10,3
208,2013-08-11,4
209,2013-08-12,1
210,2013-08-13,2
211,2013-08-14,4
212,2013-08-15,1
213,2013-08-16,3
214,2013-08-17,3
215,2013-08-18,1
216,2013-08-19,3
217,2013-08-20,3
218,2013-08-22,2
219,2013-08-25,4
220,2013-08-26,4
221,2013-08-27,4
222,2013-08-28,1
223,2013-08-29,4
224,2013-08-30,3
225,2013-08-31,4
226,2013-09-01,5
227,2013-09-02,2
