Day,Date,Rides
1,2013-01-01,3
2,2013-01-02,3
3,2013-01-03,5
4,2013-01-04,6
5,2013-01-05,7
6,2013-01-06,5
7,2013-01-07,3
8,2013-01-08,6
9,2013-01-09,7
10,2013-01-10,6
11,2013-01-11,6
12,2013-01-12,5
13,2013-01-13,6
14,2013-01-14,4
15,2013-01-15,6
16,2013-01-17,2
17,2013-01-18,4
18,2013-01-19,4
19,2013-01-20,4
20,2013-01-21,5
21,2013-01-22,3
22,2013-01-23,8
23,2013-01-24,5
24,2013-01-25,6
25,2013-01-26,6
26,2013-01-27,6
27,2013-01-28,6
28,2013-01-29,5
29,2013-01-30,4
30,2013-02-01,6
31,2013-02-02,5
32,2013-02-03,3
33,2013-02-04,3
34,2013-02-05,4
35,2013-02-06,3
36,2013-02-07,4
37,2013-02-08,3
38,2013-02-09,7
39,2013-02-10,3
40,2013-02-11,1
41,2013-02-12,4
42,2013-02-13,5
43,2013-02-14,5
44,2013-02-15,2
45,2013-02-16,3
46,2013-02-17,2
47,2013-02-18,1
48,2013-02-19,6
49,2013-02-20,8
50,2013-02-21,6
51,2013-02-22,3
52,2013-02-23,7
53,2013-02-24,9
54,2013-02-25,8
55,2013-02-26,4
56,2013-02-27,8
57,2013-02-28,5
58,2013-03-02,4
59,2013-03-03,5
60,2013-03-05,3
61,2013-03-06,1
62,2013-03-08,6
63,2013-03-09,4
64,2013-03-10,7
65,2013-03-11,3
66,2013-03-12,4
67,2013-03-13,3
68,2013-03-14,3
69,2013-03-15,3
70,2013-03-16,3
71,2013-03-17,3
72,2013-03-18,1
73,2013-03-19,4
74,2013-03-20,2
75,2013-03-21,4
76,2013-03-22,2
77,2013-03-23,5
78,2013-03-24,4
79,2013-03-25,5
80,2013-03-26,4
81,2013-03-27,1
82,2013-03-28,5
83,2013-03-29,3
84,2013-03-30,3
85,2013-03-31,2
86,2013-04-01,7
87,2013-04-02,4
88,2013-04-03,9
89,2013-04-04,4
90,2013-04-05,2
91,2013-04-06,4
92,2013-04-07,2
93,2013-04-08,2
94,2013-04-09,8
95,2013-04-10,6
96,2013-04-11,6
97,2013-04-12,7
98,2013-04-13,2
99,2013-04-14,2
100,2013-04-15,4
101,2013-04-16,4
102,2013-04-17,8
103,2013-04-18,6
104,2013-04-19,7
105,2013-04-20,3
106,2013-04-21,8
107,2013-04-22,1
108,2013-04-23,2
109,2013-04-24,3
110,2013-04-25,7
111,2013-04-26,5
