Day,Date,Rides
1,2013-01-01,360
2,2013-01-02,199
3,2013-01-03,147
4,2013-01-04,187
5,2013-01-05,236
6,2013-01-06,186
7,2013-01-07,182
8,2013-01-08,194
9,2013-01-09,176
10,2013-01-10,183
11,2013-01-11,251
12,2013-01-12,223
13,2013-01-13,199
14,2013-01-14,217
15,2013-01-15,196
16,2013-01-16,182
17,2013-01-17,245
18,2013-01-18,264
19,2013-01-19,234
20,2013-01-20,202
21,2013-01-21,221
22,2013-01-22,206
23,2013-01-23,211
24,2013-01-24,246
25,2013-01-25,291
26,2013-01-26,248
27,2013-01-27,249
28,2013-01-28,245
29,2013-01-29,206
30,2013-01-30,212
31,2013-01-31,215
32,2013-02-01,273
33,2013-02-02,261
34,2013-02-03,227
35,2013-02-04,242
36,2013-02-05,184
37,2013-02-06,204
38,2013-02-07,247
39,2013-02-08,276
40,2013-02-09,276
41,2013-02-10,244
42,2013-02-11,209
43,2013-02-12,166
44,2013-02-13,177
45,2013-02-14,267
46,2013-02-15,258
47,2013-02-16,352
48,2013-02-17,258
49,2013-02-18,212
50,2013-02-19,213
51,2013-02-20,252
52,2013-02-21,267
53,2013-02-22,325
54,2013-02-23,346
55,2013-02-24,260
56,2013-02-25,242
57,2013-02-26,228
58,2013-02-27,267
59,2013-02-28,255
60,2013-03-01,322
61,2013-03-02,282
62,2013-03-03,237
63,2013-03-04,216
64,2013-03-05,182
65,2013-03-06,234
66,2013-03-07,265
67,2013-03-08,288
68,2013-03-09,287
69,2013-03-10,247
70,2013-03-11,262
71,2013-03-12,213
72,2013-03-13,248
73,2013-03-14,283
74,2013-03-15,321
75,2013-03-17,353
76,2013-03-18,314
77,2013-03-19,264
78,2013-03-20,226
79,2013-03-21,281
80,2013-03-22,343
81,2013-03-23,321
82,2013-03-24,260
83,2013-03-25,232
84,2013-03-26,219
85,2013-03-27,217
86,2013-03-28,228
87,2013-03-29,265
88,2013-03-30,237
89,2013-03-31,241
90,2013-04-01,253
91,2013-04-02,222
92,2013-04-03,203
93,2013-04-04,278
94,2013-04-05,271
95,2013-04-06,352
96,2013-04-07,290
97,2013-04-08,359
98,2013-04-09,238
99,2013-04-10,267
100,2013-04-11,264
101,2013-04-12,328
102,2013-04-13,377
103,2013-04-14,288
104,2013-04-15,263
105,2013-04-16,247
106,2013-04-17,256
107,2013-04-18,276
108,2013-04-19,306
109,2013-04-20,312
110,2013-04-21,292
111,2013-04-22,234
112,2013-04-23,235
113,2013-04-24,266
114,2013-04-25,227
115,2013-04-26,279
116,2013-04-27,354
117,2013-04-28,277
118,2013-04-29,264
119,2013-04-30,259
120,2013-05-01,253
121,2013-05-02,283
122,2013-05-03,327
123,2013-05-04,406
124,2013-05-05,313
125,2013-05-06,281
126,2013-05-07,223
127,2013-05-08,270
128,2013-05-09,261
129,2013-05-10,331
130,2013-05-11,333
131,2013-05-12,250
132,2013-05-13,262
133,2013-05-14,227
134,2013-05-15,232
135,2013-05-16,297
