Day,Date,Rides
1,2013-01-01,4
2,2013-01-02,7
3,2013-01-03,12
4,2013-01-04,17
5,2013-01-05,6
6,2013-01-06,8
7,2013-01-07,17
8,2013-01-08,7
9,2013-01-09,14
10,2013-01-10,6
11,2013-01-11,9
12,2013-01-12,3
13,2013-01-13,7
14,2013-01-14,11
15,2013-01-15,9
16,2013-01-16,10
17,2013-01-17,6
18,2013-01-18,8
19,2013-01-19,8
20,2013-01-20,7
21,2013-01-21,7
22,2013-01-22,6
23,2013-01-23,11
24,2013-01-24,7
25,2013-01-25,13
26,2013-01-26,4
27,2013-01-27,3
28,2013-01-28,8
29,2013-01-29,12
30,2013-01-30,6
31,2013-01-31,5
32,2013-02-01,6
33,2013-02-02,5
34,2013-02-03,8
35,2013-02-04,12
36,2013-02-05,9
37,2013-02-06,4
38,2013-02-07,9
39,2013-02-08,12
40,2013-02-09,10
41,2013-02-10,11
42,2013-02-11,11
43,2013-02-12,21
44,2013-02-13,18
45,2013-02-14,16
46,2013-02-15,13
47,2013-02-16,9
48,2013-02-17,7
49,2013-02-18,9
50,2013-02-19,21
51,2013-02-20,14
52,2013-02-21,13
53,2013-02-22,15
54,2013-02-23,14
55,2013-02-24,8
56,2013-02-25,12
57,2013-02-26,13
58,2013-02-27,13
59,2013-02-28,12
60,2013-03-01,16
61,2013-03-02,8
62,2013-03-03,8
63,2013-03-04,14
64,2013-03-05,14
65,2013-03-06,14
66,2013-03-07,15
67,2013-03-08,14
68,2013-03-09,5
69,2013-03-10,9
70,2013-03-11,19
71,2013-03-12,19
72,2013-03-13,12
73,2013-03-14,18
74,2013-03-15,14
75,2013-03-16,9
76,2013-03-17,9
77,2013-03-18,17
78,2013-03-19,22
79,2013-03-20,17
80,2013-03-21,13
81,2013-03-22,12
82,2013-03-23,9
83,2013-03-24,8
84,2013-03-25,9
85,2013-03-26,17
86,2013-03-27,14
87,2013-03-28,15
88,2013-03-29,12
89,2013-03-30,7
90,2013-03-31,14
91,2013-04-01,10
92,2013-04-02,9
93,2013-04-03,13
94,2013-04-04,7
95,2013-04-05,10
96,2013-04-06,10
97,2013-04-07,7
98,2013-04-08,10
99,2013-04-09,13
100,2013-04-10,7
101,2013-04-11,12
102,2013-04-12,13
103,2013-04-13,10
104,2013-04-14,6
105,2013-04-15,19
106,2013-04-16,13
107,2013-04-17,14
108,2013-04-18,14
109,2013-04-19,14
110,2013-04-20,14
111,2013-04-21,3
112,2013-04-22,17
113,2013-04-23,18
114,2013-04-24,17
115,2013-04-25,18
116,2013-04-26,15
117,2013-04-27,9
118,2013-04-28,7
119,2013-04-29,16
120,2013-04-30,9
121,2013-05-01,16
122,2013-05-02,12
123,2013-05-03,16
124,2013-05-04,8
125,2013-05-05,5
126,2013-05-06,15
127,2013-05-07,14
128,2013-05-08,6
129,2013-05-09,10
130,2013-05-10,14
131,2013-05-11,5
132,2013-05-12,3
133,2013-05-13,14
134,2013-05-14,14
135,2013-05-15,11
136,2013-05-16,17
137,2013-05-17,11
138,2013-05-18,9
139,2013-05-19,7
140,2013-05-20,14
141,2013-05-21,13
142,2013-05-22,16
143,2013-05-23,18
144,2013-05-24,12
145,2013-05-25,8
146,2013-05-26,6
147,2013-05-27,3
148,2013-05-28,12
149,2013-05-29,15
150,2013-05-30,8
151,2013-05-31,12
152,2013-06-01,10
153,2013-06-02,8
154,2013-06-03,9
155,2013-06-04,9
156,2013-06-05,9
157,2013-06-06,14
158,2013-06-07,13
159,2013-06-08,3
160,2013-06-09,5
161,2013-06-10,8
162,2013-06-11,12
163,2013-06-12,13
164,2013-06-13,9
165,2013-06-14,12
166,2013-06-15,6
167,2013-06-16,3
168,2013-06-17,8
169,2013-06-18,13
170,2013-06-19,10
171,2013-06-20,12
172,2013-06-21,7
173,2013-06-22,10
174,2013-06-23,7
175,2013-06-24,9
176,2013-06-25,10
177,2013-06-26,14
178,2013-06-27,7
179,2013-06-28,7
180,2013-06-29,4
181,2013-06-30,5
182,2013-07-01,13
183,2013-07-02,9
184,2013-07-03,17
185,2013-07-04,8
186,2013-07-05,15
187,2013-07-06,2
188,2013-07-07,5
189,2013-07-08,26
190,2013-07-09,9
191,2013-07-10,14
192,2013-07-11,8
193,2013-07-12,9
194,2013-07-13,6
195,2013-07-14,3
196,2013-07-15,12
197,2013-07-16,13
198,2013-07-17,11
199,2013-07-18,6
200,2013-07-19,6
201,2013-07-20,6
202,2013-07-21,3
203,2013-07-22,5
204,2013-07-23,7
205,2013-07-24,4
206,2013-07-25,2
207,2013-07-26,10
208,2013-07-27,9
209,2013-07-28,11
210,2013-07-29,13
211,2013-07-30,13
212,2013-07-31,8
213,2013-08-01,12
214,2013-08-02,19
215,2013-08-03,3
216,2013-08-04,7
217,2013-08-05,9
218,2013-08-06,5
219,2013-08-07,13
220,2013-08-08,5
221,2013-08-09,12
222,2013-08-10,12
223,2013-08-11,6
224,2013-08-12,8
225,2013-08-13,10
226,2013-08-14,9
227,2013-08-15,8
228,2013-08-16,12
229,2013-08-17,8
230,2013-08-18,4
231,2013-08-19,9
232,2013-08-20,7
233,2013-08-21,14
234,2013-08-22,9
235,2013-08-23,13
236,2013-08-24,9
237,2013-08-25,9
238,2013-08-26,17
239,2013-08-27,9
240,2013-08-28,17
241,2013-08-29,15
242,2013-08-30,18
243,2013-08-31,6
244,2013-09-01,10
245,2013-09-02,9
246,2013-09-03,18
247,2013-09-04,19
248,2013-09-05,21
249,2013-09-06,20
250,2013-09-07,19
251,2013-09-08,13
252,2013-09-09,8
253,2013-09-11,15
254,2013-09-12,19
255,2013-09-13,5
256,2013-09-14,9
257,2013-09-15,18
258,2013-09-16,19
259,2013-09-17,22
260,2013-09-18,5
261,2013-09-19,14
262,2013-09-20,7
263,2013-09-21,5
264,2013-09-22,14
265,2013-09-23,13
266,2013-09-24,14
267,2013-09-25,16
268,2013-09-26,8
269,2013-09-27,8
270,2013-09-28,8
271,2013-09-29,7
272,2013-09-30,9
273,2013-10-01,15
274,2013-10-02,17
275,2013-10-03,9
276,2013-10-04,16
277,2013-10-05,8
278,2013-10-06,6
279,2013-10-07,5
280,2013-10-08,15
281,2013-10-09,12
282,2013-10-10,14
283,2013-10-11,15
284,2013-10-12,4
285,2013-10-13,6
286,2013-10-14,9
287,2013-10-15,18
288,2013-10-16,12
289,2013-10-17,10
290,2013-10-18,19
291,2013-10-19,3
292,2013-10-20,10
293,2013-10-21,15
294,2013-10-22,13
295,2013-10-23,7
296,2013-10-24,4
297,2013-10-25,11
298,2013-10-26,4
299,2013-10-27,9
300,2013-10-28,13
301,2013-10-29,13
302,2013-10-30,24
303,2013-10-31,21
304,2013-11-01,22
305,2013-11-02,8
306,2013-11-03,3
307,2013-11-04,13
308,2013-11-05,15
309,2013-11-06,18
310,2013-11-07,28
311,2013-11-08,22
312,2013-11-09,20
313,2013-11-10,10
314,2013-11-12,18
315,2013-11-13,19
316,2013-11-14,25
317,2013-11-15,15
318,2013-11-16,10
319,2013-11-17,4
320,2013-11-18,16
321,2013-11-19,14
322,2013-11-20,18
323,2013-11-21,17
324,2013-11-22,21
325,2013-11-23,9
326,2013-11-24,10
327,2013-11-25,20
328,2013-11-26,17
329,2013-11-28,10
330,2013-11-29,14
331,2013-11-30,6
332,2013-12-01,12
333,2013-12-02,25
334,2013-12-03,11
335,2013-12-04,15
336,2013-12-05,17
337,2013-12-07,13
338,2013-12-08,12
339,2013-12-09,27
340,2013-12-10,17
341,2013-12-11,17
342,2013-12-12,15
343,2013-12-13,21
344,2013-12-14,11
345,2013-12-15,4
346,2013-12-16,23
347,2013-12-17,9
348,2013-12-18,13
349,2013-12-19,10
350,2013-12-20,24
351,2013-12-21,24
352,2013-12-22,15
353,2013-12-23,24
354,2013-12-24,19
355,2013-12-25,4
356,2013-12-26,16
357,2013-12-27,12
358,2013-12-28,5
359,2013-12-29,8
360,2013-12-30,22
361,2013-12-31,9
362,2014-01-01,3
363,2014-01-02,9
364,2014-01-03,17
365,2014-01-04,11
366,2014-01-05,4
367,2014-01-06,6
368,2014-01-07,11
369,2014-01-08,17
370,2014-01-09,19
371,2014-01-10,11
372,2014-01-11,17
373,2014-01-12,13
374,2014-01-13,24
375,2014-01-14,16
376,2014-01-15,20
377,2014-01-16,21
378,2014-01-17,11
379,2014-01-18,10
380,2014-01-19,8
381,2014-01-20,10
382,2014-01-21,15
383,2014-01-22,10
384,2014-01-23,26
385,2014-01-24,16
386,2014-01-25,9
387,2014-01-26,9
388,2014-01-27,11
389,2014-01-28,15
390,2014-01-29,20
391,2014-01-30,15
392,2014-01-31,29
393,2014-02-01,12
394,2014-02-02,5
395,2014-02-03,25
396,2014-02-04,29
397,2014-02-05,9
398,2014-02-06,19
399,2014-02-07,23
400,2014-02-08,18
401,2014-02-09,16
402,2014-02-10,24
403,2014-02-11,21
404,2014-02-12,11
405,2014-02-14,21
406,2014-02-15,14
407,2014-02-16,16
408,2014-02-17,12
409,2014-02-18,17
410,2014-02-19,14
411,2014-02-20,14
412,2014-02-21,29
413,2014-02-22,12
414,2014-02-23,14
415,2014-02-24,19
416,2014-02-25,16
417,2014-02-26,25
418,2014-02-27,11
419,2014-02-28,21
420,2014-03-01,24
421,2014-03-02,13
422,2014-03-03,21
423,2014-03-04,22
424,2014-03-05,24
425,2014-03-06,20
426,2014-03-07,20
427,2014-03-08,15
428,2014-03-09,15
429,2014-03-10,20
430,2014-03-11,17
431,2014-03-12,12
432,2014-03-14,24
433,2014-03-15,9
434,2014-03-16,10
435,2014-03-17,14
436,2014-03-18,15
437,2014-03-19,23
438,2014-03-20,25
439,2014-03-21,22
440,2014-03-22,13
441,2014-03-23,5
442,2014-03-24,20
443,2014-03-25,14
444,2014-03-27,20
445,2014-03-28,21
446,2014-03-29,14
447,2014-03-30,7
448,2014-03-31,20
449,2014-04-01,23
450,2014-04-02,29
451,2014-04-03,25
452,2014-04-04,20
453,2014-04-05,12
454,2014-04-06,10
455,2014-04-07,17
456,2014-04-08,22
457,2014-04-09,21
458,2014-04-10,17
459,2014-04-11,20
460,2014-04-12,13
461,2014-04-13,12
462,2014-04-14,18
463,2014-04-15,20
464,2014-04-16,20
465,2014-04-17,16
466,2014-04-18,13
467,2014-04-19,15
468,2014-04-20,17
469,2014-04-21,16
470,2014-04-22,15
471,2014-04-23,17
472,2014-04-24,22
473,2014-04-25,17
474,2014-04-26,16
475,2014-04-27,15
476,2014-04-28,16
477,2014-04-29,15
478,2014-04-30,14
479,2014-05-01,24
480,2014-05-02,27
481,2014-05-03,16
482,2014-05-04,9
483,2014-05-05,21
484,2014-05-06,20
485,2014-05-08,25
486,2014-05-09,24
487,2014-05-10,13
488,2014-05-11,10
489,2014-05-12,20
490,2014-05-13,21
491,2014-05-14,16
492,2014-05-15,21
493,2014-05-16,18
494,2014-05-17,13
495,2014-05-18,14
496,2014-05-19,15
497,2014-05-20,20
498,2014-05-21,18
499,2014-05-22,23
500,2014-05-23,21
501,2014-05-24,14
502,2014-05-25,13
503,2014-05-26,7
504,2014-05-27,17
505,2014-05-28,16
506,2014-05-29,16
507,2014-05-30,16
508,2014-05-31,9
509,2014-06-01,9
510,2014-06-02,21
511,2014-06-03,23
512,2014-06-04,19
513,2014-06-05,18
514,2014-06-06,22
515,2014-06-07,17
516,2014-06-08,5
517,2014-06-09,12
518,2014-06-10,18
519,2014-06-11,9
520,2014-06-12,19
521,2014-06-13,18
522,2014-06-14,24
523,2014-06-15,9
524,2014-06-16,13
525,2014-06-17,19
526,2014-06-18,14
527,2014-06-19,21
528,2014-06-20,16
529,2014-06-21,13
530,2014-06-22,9
531,2014-06-23,17
532,2014-06-24,22
533,2014-06-25,19
534,2014-06-26,16
535,2014-06-27,17
536,2014-06-28,6
537,2014-06-29,5
538,2014-06-30,11
539,2014-07-01,27
540,2014-07-02,13
541,2014-07-03,26
542,2014-07-04,12
543,2014-07-05,24
544,2014-07-06,16
545,2014-07-07,18
546,2014-07-08,21
547,2014-07-09,16
548,2014-07-10,16
549,2014-07-11,24
550,2014-07-12,9
551,2014-07-13,9
552,2014-07-14,14
553,2014-07-15,17
554,2014-07-16,19
555,2014-07-17,20
556,2014-07-18,23
557,2014-07-19,17
558,2014-07-20,8
559,2014-07-21,15
560,2014-07-22,14
561,2014-07-23,11
562,2014-07-24,12
563,2014-07-25,16
564,2014-07-26,8
565,2014-07-27,10
566,2014-07-28,10
567,2014-07-29,11
568,2014-07-30,16
569,2014-07-31,20
570,2014-08-01,19
571,2014-08-02,10
572,2014-08-03,13
573,2014-08-04,15
574,2014-08-05,10
575,2014-08-06,18
576,2014-08-07,17
577,2014-08-08,17
578,2014-08-09,15
579,2014-08-10,13
580,2014-08-11,14
581,2014-08-12,13
582,2014-08-13,8
583,2014-08-14,14
584,2014-08-15,10
585,2014-08-16,9
586,2014-08-17,4
587,2014-08-18,5
588,2014-08-19,12
589,2014-08-20,13
