Day,Date,Rides
1,2013-01-01,37
2,2013-01-02,29
3,2013-01-03,33
4,2013-01-04,46
5,2013-01-05,42
6,2013-01-06,44
7,2013-01-07,58
8,2013-01-08,37
9,2013-01-09,41
10,2013-01-10,48
11,2013-01-11,51
12,2013-01-12,45
13,2013-01-13,44
14,2013-01-14,41
15,2013-01-15,43
16,2013-01-16,46
17,2013-01-17,58
18,2013-01-18,61
19,2013-01-19,54
20,2013-01-20,26
21,2013-01-21,46
22,2013-01-22,47
23,2013-01-23,44
24,2013-01-24,79
25,2013-01-25,51
26,2013-01-26,63
27,2013-01-27,44
28,2013-01-28,55
29,2013-01-29,37
30,2013-01-30,61
31,2013-01-31,71
32,2013-02-01,84
33,2013-02-02,64
34,2013-02-03,43
35,2013-02-04,62
36,2013-02-05,49
37,2013-02-06,50
38,2013-02-07,63
39,2013-02-08,89
40,2013-02-09,56
41,2013-02-10,42
42,2013-02-11,65
43,2013-02-12,47
44,2013-02-13,59
45,2013-02-14,64
46,2013-02-15,76
47,2013-02-16,80
48,2013-02-17,57
49,2013-02-18,48
50,2013-02-19,62
51,2013-02-20,66
52,2013-02-21,79
53,2013-02-22,68
54,2013-02-23,72
55,2013-02-24,49
56,2013-02-25,66
57,2013-02-26,61
58,2013-02-27,60
59,2013-02-28,87
60,2013-03-01,83
61,2013-03-02,79
62,2013-03-03,60
63,2013-03-04,60
64,2013-03-05,67
65,2013-03-06,67
66,2013-03-07,80
67,2013-03-08,82
68,2013-03-09,65
69,2013-03-10,58
70,2013-03-11,56
71,2013-03-12,70
72,2013-03-13,64
73,2013-03-14,61
74,2013-03-15,84
75,2013-03-16,91
76,2013-03-17,60
77,2013-03-18,64
78,2013-03-19,93
79,2013-03-20,78
80,2013-03-21,69
81,2013-03-22,70
82,2013-03-23,70
83,2013-03-24,51
84,2013-03-25,58
85,2013-03-26,55
86,2013-03-27,72
87,2013-03-28,54
88,2013-03-29,73
89,2013-03-30,55
90,2013-03-31,60
91,2013-04-01,77
92,2013-04-02,76
93,2013-04-03,65
94,2013-04-04,64
95,2013-04-05,100
96,2013-04-06,84
97,2013-04-07,51
98,2013-04-08,56
99,2013-04-09,61
100,2013-04-10,65
101,2013-04-11,89
102,2013-04-12,85
103,2013-04-13,97
104,2013-04-14,35
105,2013-04-15,59
106,2013-04-16,62
107,2013-04-17,67
108,2013-04-18,71
109,2013-04-19,88
110,2013-04-20,73
111,2013-04-21,60
112,2013-04-22,73
113,2013-04-23,59
114,2013-04-24,76
115,2013-04-25,71
116,2013-04-26,77
117,2013-04-27,63
118,2013-04-28,71
119,2013-04-29,54
120,2013-04-30,57
121,2013-05-01,57
122,2013-05-02,65
123,2013-05-03,78
124,2013-05-04,102
125,2013-05-05,49
126,2013-05-06,53
127,2013-05-07,55
128,2013-05-08,60
129,2013-05-09,64
130,2013-05-10,80
131,2013-05-11,97
132,2013-05-12,60
133,2013-05-13,70
134,2013-05-14,58
135,2013-05-15,61
136,2013-05-16,65
137,2013-05-17,100
138,2013-05-18,60
139,2013-05-19,44
140,2013-05-20,61
141,2013-05-21,100
142,2013-05-22,78
143,2013-05-23,80
144,2013-05-24,83
145,2013-05-25,90
146,2013-05-26,51
147,2013-05-27,54
148,2013-05-28,56
149,2013-05-29,58
150,2013-05-30,49
151,2013-05-31,120
152,2013-06-01,110
153,2013-06-02,63
154,2013-06-03,65
155,2013-06-04,59
156,2013-06-05,80
157,2013-06-06,72
158,2013-06-07,77
159,2013-06-08,82
160,2013-06-09,71
161,2013-06-10,55
162,2013-06-11,76
163,2013-06-12,82
164,2013-06-13,82
165,2013-06-14,107
166,2013-06-15,125
167,2013-06-16,92
168,2013-06-17,92
169,2013-06-18,76
170,2013-06-19,65
171,2013-06-20,91
172,2013-06-21,88
173,2013-06-22,74
174,2013-06-23,59
175,2013-06-24,79
176,2013-06-25,82
177,2013-06-26,66
178,2013-06-27,80
179,2013-06-28,87
180,2013-06-29,96
181,2013-06-30,66
182,2013-07-01,74
183,2013-07-02,74
184,2013-07-03,72
185,2013-07-04,64
186,2013-07-05,85
187,2013-07-06,93
188,2013-07-07,55
189,2013-07-08,81
190,2013-07-09,63
191,2013-07-10,64
192,2013-07-11,67
193,2013-07-12,94
194,2013-07-13,73
195,2013-07-14,65
196,2013-07-15,73
197,2013-07-16,65
198,2013-07-17,64
199,2013-07-18,64
200,2013-07-19,64
201,2013-07-20,79
202,2013-07-21,46
203,2013-07-22,54
204,2013-07-23,64
205,2013-07-24,57
206,2013-07-25,67
207,2013-07-26,90
208,2013-07-27,53
209,2013-07-28,57
210,2013-07-29,61
211,2013-07-30,57
212,2013-07-31,82
213,2013-08-01,59
214,2013-08-02,103
215,2013-08-03,77
216,2013-08-04,68
217,2013-08-05,66
218,2013-08-06,47
219,2013-08-07,61
220,2013-08-08,75
221,2013-08-09,71
222,2013-08-10,85
223,2013-08-11,67
224,2013-08-12,61
225,2013-08-13,50
226,2013-08-14,46
227,2013-08-15,62
228,2013-08-16,74
229,2013-08-17,78
230,2013-08-18,59
231,2013-08-19,66
232,2013-08-20,64
233,2013-08-21,59
234,2013-08-22,70
235,2013-08-23,94
236,2013-08-24,72
237,2013-08-25,57
238,2013-08-26,73
239,2013-08-27,69
240,2013-08-28,74
241,2013-08-29,78
242,2013-08-30,88
243,2013-08-31,107
244,2013-09-01,71
245,2013-09-02,50
246,2013-09-03,79
247,2013-09-04,64
248,2013-09-05,63
249,2013-09-06,80
250,2013-09-07,89
251,2013-09-08,92
252,2013-09-09,77
253,2013-09-10,81
254,2013-09-11,75
255,2013-09-12,66
256,2013-09-13,87
257,2013-09-14,85
258,2013-09-15,71
259,2013-09-16,76
260,2013-09-17,81
261,2013-09-18,81
262,2013-09-19,83
263,2013-09-20,107
264,2013-09-21,85
265,2013-09-22,78
266,2013-09-23,79
267,2013-09-24,83
268,2013-09-25,82
269,2013-09-26,75
270,2013-09-27,123
271,2013-09-28,90
272,2013-09-29,73
273,2013-09-30,71
274,2013-10-01,69
275,2013-10-02,87
276,2013-10-03,84
277,2013-10-04,97
278,2013-10-05,88
279,2013-10-06,64
280,2013-10-07,60
281,2013-10-08,68
282,2013-10-09,91
283,2013-10-10,96
284,2013-10-11,97
285,2013-10-12,98
286,2013-10-13,103
287,2013-10-14,62
288,2013-10-15,70
289,2013-10-16,65
290,2013-10-17,91
291,2013-10-18,112
292,2013-10-19,100
293,2013-10-20,76
294,2013-10-21,61
295,2013-10-22,86
296,2013-10-23,68
297,2013-10-24,66
298,2013-10-25,105
299,2013-10-26,87
300,2013-10-27,61
301,2013-10-28,58
302,2013-10-29,64
303,2013-10-30,62
304,2013-10-31,97
305,2013-11-01,112
306,2013-11-02,115
307,2013-11-03,59
308,2013-11-04,65
309,2013-11-05,71
310,2013-11-06,58
311,2013-11-07,86
312,2013-11-08,96
313,2013-11-09,98
314,2013-11-10,78
315,2013-11-11,74
316,2013-11-12,88
317,2013-11-13,74
318,2013-11-14,82
319,2013-11-15,101
320,2013-11-16,123
321,2013-11-17,65
322,2013-11-18,79
323,2013-11-19,84
324,2013-11-20,77
325,2013-11-21,106
326,2013-11-22,120
327,2013-11-23,95
328,2013-11-24,64
329,2013-11-25,87
330,2013-11-26,80
331,2013-11-27,123
332,2013-11-28,70
333,2013-11-29,74
334,2013-11-30,76
335,2013-12-01,91
336,2013-12-02,107
337,2013-12-03,113
338,2013-12-04,123
339,2013-12-05,94
340,2013-12-06,97
341,2013-12-07,89
342,2013-12-08,62
343,2013-12-09,91
