Day,Date,Rides
1,2013-01-02,1
2,2013-01-11,1
3,2013-01-12,1
4,2013-01-14,1
5,2013-01-16,1
6,2013-01-18,1
7,2013-01-19,1
8,2013-01-22,1
9,2013-01-24,1
10,2013-01-25,1
11,2013-01-26,1
12,2013-01-28,1
13,2013-02-02,1
14,2013-02-08,1
15,2013-02-10,1
16,2013-02-16,1
17,2013-02-19,1
18,2013-02-24,1
19,2013-02-25,1
20,2013-02-26,1
21,2013-03-01,1
22,2013-03-02,1
23,2013-03-03,1
24,2013-03-04,1
25,2013-03-08,1
26,2013-03-09,1
27,2013-03-12,1
28,2013-03-14,1
29,2013-03-17,1
30,2013-03-18,1
31,2013-03-19,1
32,2013-03-22,1
33,2013-03-25,1
34,2013-03-29,1
35,2013-03-30,1
36,2013-04-04,1
37,2013-04-05,1
38,2013-04-09,1
39,2013-04-15,1
40,2013-04-16,1
41,2013-04-23,1
42,2013-04-24,1
43,2013-04-29,1
44,2013-05-01,1
45,2013-05-02,1
46,2013-05-05,1
47,2013-05-07,1
48,2013-05-10,1
49,2013-05-13,1
50,2013-05-17,1
51,2013-05-30,1
52,2013-06-13,1
53,2013-06-17,1
54,2013-06-19,1
55,2013-06-20,1
56,2013-06-22,1
57,2013-06-26,1
58,2013-06-27,1
59,2013-06-29,1
60,2013-07-01,1
61,2013-07-02,1
62,2013-07-08,1
63,2013-07-10,1
64,2013-07-11,1
65,2013-07-16,1
66,2013-07-18,1
67,2013-07-20,1
68,2013-07-24,1
69,2013-07-27,1
70,2013-07-28,1
71,2013-07-30,1
72,2013-07-31,1
73,2013-08-01,1
74,2013-08-02,1
75,2013-08-04,1
76,2013-08-05,1
77,2013-08-09,1
78,2013-08-10,1
79,2013-08-12,1
80,2013-08-18,1
81,2013-08-27,1
82,2013-08-29,1
83,2013-09-01,1
84,2013-09-07,1
85,2013-09-08,1
86,2013-09-10,1
87,2013-09-19,1
88,2013-09-23,1
89,2013-10-01,1
90,2013-10-03,1
91,2013-10-12,1
92,2013-10-21,1
93,2013-11-05,1
94,2013-11-06,1
95,2013-11-09,1
96,2013-11-12,1
97,2013-11-17,1
98,2013-11-19,1
99,2013-11-21,1
100,2013-11-26,1
101,2013-11-27,1
102,2013-12-01,1
103,2013-12-21,1
104,2013-12-23,1
105,2013-12-27,1
106,2013-12-29,1
107,2014-01-03,1
108,2014-01-04,1
109,2014-01-08,1
110,2014-01-12,1
111,2014-01-21,1
112,2014-01-23,1
113,2014-01-27,1
114,2014-01-29,1
115,2014-02-04,1
116,2014-02-06,1
117,2014-02-10,1
118,2014-02-11,1
119,2014-02-14,1
120,2014-02-16,1
121,2014-02-19,1
122,2014-02-25,1
123,2014-02-27,1
124,2014-03-05,1
125,2014-03-06,1
126,2014-03-10,1
127,2014-03-13,1
128,2014-03-14,1
129,2014-03-15,1
130,2014-03-20,1
131,2014-03-21,1
132,2014-03-22,1
133,2014-03-26,1
134,2014-03-28,1
135,2014-04-01,1
136,2014-04-03,1
137,2014-04-05,1
138,2014-04-06,1
139,2014-04-07,1
140,2014-04-09,1
141,2014-04-10,1
142,2014-04-19,1
143,2014-04-21,1
144,2014-04-23,1
145,2014-04-24,1
146,2014-04-29,1
147,2014-05-06,1
148,2014-05-08,1
149,2014-05-18,1
150,2014-05-24,1
151,2014-05-26,1
152,2014-05-27,1
153,2014-06-02,1
154,2014-06-06,1
155,2014-06-10,1
156,2014-06-13,1
157,2014-06-15,1
158,2014-06-21,1
159,2014-06-23,1
160,2014-06-28,1
161,2014-06-29,1
162,2014-06-30,1
163,2014-07-01,1
164,2014-07-04,1
165,2014-07-05,1
166,2014-07-08,1
167,2014-07-09,1
168,2014-07-10,1
169,2014-07-11,1
170,2014-07-12,1
171,2014-07-15,1
172,2014-07-18,1
173,2014-07-24,1
174,2014-07-26,1
175,2014-07-27,1
176,2014-07-28,1
177,2014-08-02,1
178,2014-08-03,1
179,2014-08-04,1
180,2014-08-19,1
181,2014-08-20,1
182,2014-08-21,1
183,2014-08-22,1
184,2014-08-30,1
185,2014-08-31,1
186,2014-09-01,1
187,2014-09-03,1
188,2014-09-06,1
189,2014-09-08,1
190,2014-09-12,1
191,2014-09-18,1
192,2014-09-21,1
193,2014-09-22,1
194,2014-09-24,1
195,2014-09-28,1
196,2014-10-07,1
197,2014-10-11,1
198,2014-10-12,1
199,2014-10-17,1
200,2014-10-18,1
201,2014-11-03,1
202,2014-11-05,1
203,2014-11-06,1
204,2014-11-10,1
205,2014-11-17,1
206,2014-11-19,1
207,2014-11-20,1
208,2014-11-21,1
209,2014-11-25,1
210,2014-11-27,1
211,2014-11-30,1
212,2014-12-05,1
213,2014-12-09,1
214,2014-12-11,1
215,2014-12-18,1
216,2014-12-22,1
217,2014-12-31,1
218,2015-01-03,1
219,2015-01-05,1
220,2015-01-12,1
221,2015-01-14,1
222,2015-01-19,1
223,2015-01-30,1
224,2015-02-05,1
225,2015-02-13,1
226,2015-02-15,1
227,2015-02-16,1
228,2015-02-24,1
229,2015-02-27,1
230,2015-03-01,1
231,2015-03-04,1
232,2015-03-06,1
233,2015-03-12,1
234,2015-03-24,1
235,2015-03-26,1
236,2015-04-07,1
237,2015-04-12,1
238,2015-04-15,1
239,2015-04-17,1
240,2015-04-18,1
241,2015-04-20,1
242,2015-04-28,1
243,2015-04-30,1
244,2015-05-04,1
245,2015-05-10,1
246,2015-05-13,1
247,2015-05-16,1
248,2015-05-20,1
249,2015-05-26,1
250,2015-05-30,1
251,2015-06-06,1
252,2015-06-09,1
253,2015-06-11,1
254,2015-06-13,1
255,2015-06-21,1
256,2015-07-04,1
257,2015-07-09,1
258,2015-07-11,1
259,2015-07-12,1
260,2015-07-15,1
261,2015-07-20,1
262,2015-07-25,1
263,2015-07-28,1
264,2015-08-01,1
265,2015-08-03,1
266,2015-08-04,1
267,2015-08-07,1
268,2015-08-08,1
269,2015-08-10,1
270,2015-08-11,1
271,2015-08-13,1
272,2015-08-18,1
273,2015-08-21,1
274,2015-08-26,1
275,2015-08-31,1
276,2015-09-01,1
277,2015-09-02,1
278,2015-09-05,1
279,2015-09-09,1
280,2015-09-11,1
281,2015-09-12,1
282,2015-09-13,1
283,2015-09-15,1
284,2015-09-17,1
285,2015-09-18,1
286,2015-09-23,1
287,2015-09-24,1
288,2015-09-30,1
289,2015-10-02,1
290,2015-10-06,1
291,2015-10-08,1
292,2015-10-13,1
293,2015-10-16,1
294,2015-10-20,1
295,2015-10-21,1
296,2015-10-30,1
297,2015-11-02,1
298,2015-11-05,1
299,2015-11-09,1
300,2015-11-12,1
301,2015-11-16,1
302,2015-11-19,1
303,2015-11-24,1
304,2015-11-26,1
305,2015-11-27,1
306,2015-11-28,1
307,2015-12-02,1
308,2015-12-03,1
309,2015-12-10,1
310,2015-12-13,1
311,2015-12-16,1
312,2015-12-17,1
313,2015-12-18,1
314,2015-12-23,1
315,2015-12-24,1
316,2015-12-25,1
317,2015-12-29,1
318,2016-01-09,1
319,2016-01-17,1
320,2016-01-25,1
321,2016-01-27,1
322,2016-01-29,1
323,2016-01-30,1
324,2016-02-02,1
325,2016-02-12,1
326,2016-02-25,1
327,2016-03-16,1
328,2016-03-18,1
329,2016-03-19,1
330,2016-03-20,1
331,2016-03-24,1
332,2016-03-25,1
333,2016-03-31,1
334,2016-04-02,1
335,2016-04-05,1
336,2016-04-14,1
337,2016-04-29,1
338,2016-05-01,1
339,2016-05-02,1
340,2016-05-04,1
341,2016-05-08,1
342,2016-05-15,1
343,2016-05-17,1
344,2016-05-18,1
345,2016-05-19,1
346,2016-05-23,1
347,2016-05-24,1
348,2016-05-27,1
349,2016-05-28,1
350,2016-05-29,1
351,2016-06-02,1
352,2016-06-11,1
353,2016-06-12,1
354,2016-06-14,1
355,2016-06-22,1
356,2016-06-23,1
357,2016-07-01,1
358,2016-07-06,1
359,2016-07-08,1
360,2016-07-10,1
361,2016-07-14,1
362,2016-07-22,1
363,2016-07-26,1
364,2016-08-05,1
365,2016-08-07,1
366,2016-08-08,1
367,2016-08-11,1
368,2016-08-14,1
369,2016-08-17,1
370,2016-08-18,1
371,2016-09-01,1
372,2016-09-08,1
373,2016-09-13,1
374,2016-09-19,1
375,2016-09-21,1
376,2016-09-24,1
