Day,Date,Rides
1,2013-01-01,9
2,2013-01-02,6
3,2013-01-03,5
4,2013-01-04,5
5,2013-01-05,9
6,2013-01-06,1
7,2013-01-07,8
8,2013-01-08,2
9,2013-01-09,7
10,2013-01-10,4
11,2013-01-11,2
12,2013-01-12,5
13,2013-01-13,7
14,2013-01-14,5
15,2013-01-15,5
16,2013-01-16,6
17,2013-01-17,8
18,2013-01-18,8
19,2013-01-20,5
20,2013-01-21,4
21,2013-01-22,3
22,2013-01-23,9
23,2013-01-25,4
24,2013-01-26,6
25,2013-01-27,5
26,2013-01-28,6
27,2013-01-29,8
28,2013-01-30,3
29,2013-01-31,6
30,2013-02-01,5
31,2013-02-02,7
32,2013-02-03,2
33,2013-02-04,8
34,2013-02-05,1
35,2013-02-07,8
36,2013-02-08,3
37,2013-02-09,4
38,2013-02-10,6
39,2013-02-11,3
40,2013-02-12,4
41,2013-02-13,8
42,2013-02-14,6
43,2013-02-15,4
44,2013-02-16,8
45,2013-02-17,2
46,2013-02-18,5
47,2013-02-19,2
48,2013-02-20,8
49,2013-02-22,5
50,2013-02-24,3
51,2013-02-25,5
52,2013-02-26,3
53,2013-02-27,8
54,2013-02-28,3
55,2013-03-01,9
56,2013-03-02,3
57,2013-03-03,2
58,2013-03-04,7
59,2013-03-05,5
60,2013-03-06,4
61,2013-03-07,5
62,2013-03-08,7
63,2013-03-09,4
64,2013-03-10,4
65,2013-03-11,7
66,2013-03-12,5
67,2013-03-13,8
68,2013-03-14,6
69,2013-03-15,8
70,2013-03-16,3
71,2013-03-17,9
72,2013-03-18,8
73,2013-03-19,9
74,2013-03-20,9
75,2013-03-21,6
76,2013-03-22,4
77,2013-03-23,2
78,2013-03-24,6
79,2013-03-25,4
80,2013-03-26,7
81,2013-03-27,8
82,2013-03-28,5
83,2013-03-29,6
84,2013-03-30,2
85,2013-03-31,4
86,2013-04-01,2
87,2013-04-02,3
88,2013-04-05,6
89,2013-04-06,7
90,2013-04-07,8
91,2013-04-08,4
92,2013-04-09,5
93,2013-04-10,7
94,2013-04-11,9
95,2013-04-12,2
96,2013-04-13,7
97,2013-04-14,5
98,2013-04-16,6
99,2013-04-17,9
100,2013-04-18,9
