Day,Date,Rides
1,2013-01-01,411
2,2013-01-02,154
3,2013-01-03,138
4,2013-01-04,150
5,2013-01-05,189
6,2013-01-06,205
7,2013-01-07,126
8,2013-01-08,123
9,2013-01-09,141
10,2013-01-10,167
11,2013-01-11,182
12,2013-01-12,230
13,2013-01-13,215
14,2013-01-14,183
15,2013-01-15,153
16,2013-01-16,168
17,2013-01-17,150
18,2013-01-18,198
19,2013-01-19,238
20,2013-01-20,252
21,2013-01-21,171
22,2013-01-22,124
23,2013-01-23,138
24,2013-01-24,170
25,2013-01-25,207
26,2013-01-26,288
27,2013-01-27,261
28,2013-01-28,191
29,2013-01-29,157
30,2013-01-30,183
31,2013-01-31,216
32,2013-02-01,286
33,2013-02-02,286
34,2013-02-03,224
35,2013-02-04,218
36,2013-02-05,169
37,2013-02-06,175
38,2013-02-07,174
39,2013-02-08,232
40,2013-02-09,239
41,2013-02-10,238
42,2013-02-11,174
43,2013-02-12,176
44,2013-02-13,180
45,2013-02-14,206
46,2013-02-15,254
47,2013-02-16,308
48,2013-02-17,280
49,2013-02-18,191
50,2013-02-19,194
51,2013-02-20,201
52,2013-02-21,221
53,2013-02-22,290
54,2013-02-23,318
55,2013-02-24,287
56,2013-02-25,187
57,2013-02-26,168
58,2013-02-27,217
59,2013-02-28,233
60,2013-03-01,325
61,2013-03-02,366
62,2013-03-03,243
63,2013-03-04,217
64,2013-03-05,209
65,2013-03-06,193
66,2013-03-07,200
67,2013-03-08,249
68,2013-03-09,317
69,2013-03-10,256
70,2013-03-11,238
71,2013-03-12,211
72,2013-03-13,214
73,2013-03-14,225
74,2013-03-15,276
75,2013-03-16,390
76,2013-03-17,328
77,2013-03-18,217
78,2013-03-19,178
79,2013-03-20,189
80,2013-03-21,191
81,2013-03-22,259
82,2013-03-23,298
83,2013-03-24,257
84,2013-03-25,209
85,2013-03-26,157
86,2013-03-27,180
87,2013-03-28,229
88,2013-03-29,228
89,2013-03-30,239
90,2013-03-31,257
91,2013-04-01,192
92,2013-04-02,187
93,2013-04-03,164
94,2013-04-04,189
95,2013-04-05,284
96,2013-04-06,274
97,2013-04-07,285
98,2013-04-08,188
99,2013-04-09,133
100,2013-04-10,159
101,2013-04-11,217
102,2013-04-12,271
103,2013-04-13,280
104,2013-04-14,253
105,2013-04-15,206
106,2013-04-16,157
107,2013-04-17,174
108,2013-04-18,197
109,2013-04-19,317
110,2013-04-20,352
111,2013-04-21,340
112,2013-04-22,172
113,2013-04-23,180
114,2013-04-24,206
115,2013-04-25,184
116,2013-04-26,241
117,2013-04-27,316
118,2013-04-28,233
119,2013-04-29,183
120,2013-04-30,188
121,2013-05-01,183
122,2013-05-02,216
123,2013-05-03,332
124,2013-05-04,322
125,2013-05-05,313
126,2013-05-06,220
127,2013-05-07,201
128,2013-05-08,217
129,2013-05-09,257
130,2013-05-10,326
131,2013-05-11,321
132,2013-05-12,273
133,2013-05-13,207
134,2013-05-14,188
135,2013-05-15,193
136,2013-05-16,224
137,2013-05-17,261
138,2013-05-18,316
139,2013-05-19,293
140,2013-05-20,190
141,2013-05-21,198
142,2013-05-22,198
143,2013-05-23,264
144,2013-05-24,283
145,2013-05-25,360
146,2013-05-26,385
147,2013-05-27,239
148,2013-05-28,203
149,2013-05-29,169
150,2013-05-30,184
151,2013-05-31,262
152,2013-06-01,339
153,2013-06-02,230
154,2013-06-03,206
155,2013-06-04,174
156,2013-06-05,193
157,2013-06-06,232
158,2013-06-07,282
159,2013-06-08,307
160,2013-06-09,278
161,2013-06-10,191
162,2013-06-11,202
163,2013-06-12,186
164,2013-06-13,214
165,2013-06-14,283
166,2013-06-15,289
167,2013-06-16,276
168,2013-06-17,205
169,2013-06-18,185
170,2013-06-19,165
171,2013-06-20,240
172,2013-06-21,305
173,2013-06-22,322
174,2013-06-23,360
175,2013-06-24,209
176,2013-06-25,193
177,2013-06-26,219
178,2013-06-27,239
179,2013-06-28,303
180,2013-06-29,321
181,2013-06-30,387
182,2013-07-01,249
183,2013-07-02,184
184,2013-07-03,236
185,2013-07-04,270
186,2013-07-05,275
187,2013-07-06,281
188,2013-07-07,254
189,2013-07-08,232
190,2013-07-09,221
191,2013-07-10,167
192,2013-07-11,200
193,2013-07-12,252
194,2013-07-13,295
195,2013-07-14,301
196,2013-07-15,221
197,2013-07-16,152
198,2013-07-17,210
199,2013-07-18,218
200,2013-07-19,315
201,2013-07-20,369
202,2013-07-21,333
203,2013-07-22,216
204,2013-07-23,177
205,2013-07-24,220
206,2013-07-25,240
207,2013-07-26,261
208,2013-07-27,320
209,2013-07-28,257
210,2013-07-29,186
211,2013-07-30,214
212,2013-07-31,228
213,2013-08-01,209
214,2013-08-02,299
215,2013-08-03,374
216,2013-08-04,302
217,2013-08-05,210
218,2013-08-06,189
219,2013-08-07,209
220,2013-08-08,224
221,2013-08-09,313
222,2013-08-10,369
223,2013-08-11,340
224,2013-08-12,187
225,2013-08-13,208
226,2013-08-14,204
227,2013-08-15,208
228,2013-08-16,290
229,2013-08-17,335
230,2013-08-18,368
231,2013-08-19,246
232,2013-08-20,223
233,2013-08-21,212
234,2013-08-22,235
235,2013-08-23,274
236,2013-08-24,333
237,2013-08-25,285
238,2013-08-26,205
239,2013-08-27,193
240,2013-08-28,190
241,2013-08-29,223
242,2013-08-30,294
243,2013-08-31,317
244,2013-09-01,365
245,2013-09-02,218
246,2013-09-03,204
247,2013-09-04,188
248,2013-09-05,220
249,2013-09-06,257
250,2013-09-07,319
251,2013-09-08,320
252,2013-09-09,192
253,2013-09-10,181
254,2013-09-11,208
255,2013-09-12,212
256,2013-09-13,277
257,2013-09-14,351
258,2013-09-15,315
259,2013-09-16,203
260,2013-09-17,205
261,2013-09-18,190
262,2013-09-19,202
263,2013-09-20,248
264,2013-09-21,331
265,2013-09-22,313
266,2013-09-23,192
267,2013-09-24,198
268,2013-09-25,183
269,2013-09-26,232
270,2013-09-27,278
271,2013-09-28,341
272,2013-09-29,335
273,2013-09-30,190
274,2013-10-01,204
275,2013-10-02,203
276,2013-10-03,233
277,2013-10-04,317
278,2013-10-05,407
279,2013-10-06,299
280,2013-10-07,212
281,2013-10-08,215
282,2013-10-09,202
283,2013-10-10,207
284,2013-10-11,285
285,2013-10-12,340
286,2013-10-13,345
287,2013-10-14,229
288,2013-10-15,222
289,2013-10-16,228
290,2013-10-17,257
291,2013-10-18,283
292,2013-10-19,374
293,2013-10-20,282
294,2013-10-21,235
295,2013-10-22,213
296,2013-10-23,199
297,2013-10-24,256
298,2013-10-25,329
299,2013-10-26,375
300,2013-10-27,350
301,2013-10-28,206
302,2013-10-29,181
303,2013-10-30,234
304,2013-10-31,285
305,2013-11-01,403
306,2013-11-02,396
307,2013-11-03,342
308,2013-11-04,227
309,2013-11-05,201
310,2013-11-06,214
311,2013-11-07,247
312,2013-11-08,245
313,2013-11-09,354
314,2013-11-10,317
315,2013-11-11,227
316,2013-11-12,222
317,2013-11-13,203
318,2013-11-14,246
319,2013-11-15,324
320,2013-11-16,390
321,2013-11-17,292
322,2013-11-18,220
323,2013-11-19,221
324,2013-11-20,223
325,2013-11-21,236
326,2013-11-22,281
327,2013-11-23,403
328,2013-11-24,334
329,2013-11-25,249
330,2013-11-26,296
331,2013-11-27,326
332,2013-11-28,263
333,2013-11-29,220
334,2013-11-30,263
335,2013-12-01,245
336,2013-12-02,264
337,2013-12-03,225
338,2013-12-04,219
339,2013-12-05,244
340,2013-12-06,349
341,2013-12-07,405
342,2013-12-08,343
343,2013-12-09,251
344,2013-12-10,217
345,2013-12-11,262
346,2013-12-12,293
347,2013-12-13,334
348,2013-12-14,444
349,2013-12-15,361
350,2013-12-16,300
351,2013-12-17,276
352,2013-12-18,297
353,2013-12-19,251
354,2013-12-20,358
355,2013-12-21,362
356,2013-12-22,336
357,2013-12-23,299
358,2013-12-24,236
359,2013-12-25,174
360,2013-12-26,195
361,2013-12-27,217
362,2013-12-28,281
363,2013-12-29,283
364,2013-12-30,218
365,2013-12-31,390
366,2014-01-02,232
367,2014-01-03,326
368,2014-01-04,336
369,2014-01-05,357
370,2014-01-06,323
