Day,Date,Rides
1,2013-01-01,231
2,2013-01-02,136
3,2013-01-03,90
4,2013-01-04,105
5,2013-01-05,125
6,2013-01-06,119
7,2013-01-07,94
8,2013-01-08,73
9,2013-01-09,80
10,2013-01-10,84
11,2013-01-11,108
12,2013-01-12,122
13,2013-01-13,151
14,2013-01-14,89
15,2013-01-15,93
16,2013-01-16,98
17,2013-01-17,117
18,2013-01-18,119
19,2013-01-19,154
20,2013-01-20,134
21,2013-01-21,129
22,2013-01-22,109
23,2013-01-23,109
24,2013-01-24,131
25,2013-01-25,130
26,2013-01-26,162
27,2013-01-27,154
28,2013-01-28,125
29,2013-01-29,101
30,2013-01-30,81
31,2013-01-31,107
32,2013-02-01,148
33,2013-02-02,140
34,2013-02-03,124
35,2013-02-04,124
36,2013-02-05,84
37,2013-02-06,96
38,2013-02-07,109
39,2013-02-08,111
40,2013-02-09,166
41,2013-02-10,127
42,2013-02-11,115
43,2013-02-12,96
44,2013-02-13,107
45,2013-02-14,115
46,2013-02-15,117
47,2013-02-16,163
48,2013-02-17,179
49,2013-02-18,120
50,2013-02-19,97
51,2013-02-20,121
52,2013-02-21,122
53,2013-02-22,163
54,2013-02-23,168
55,2013-02-24,168
56,2013-02-25,149
57,2013-02-26,100
58,2013-02-27,112
59,2013-02-28,112
60,2013-03-01,139
61,2013-03-02,171
62,2013-03-03,158
63,2013-03-04,135
64,2013-03-05,88
65,2013-03-06,117
66,2013-03-07,133
67,2013-03-08,126
68,2013-03-09,182
69,2013-03-10,141
70,2013-03-11,143
71,2013-03-12,136
72,2013-03-13,114
73,2013-03-14,144
74,2013-03-15,183
75,2013-03-16,247
76,2013-03-17,208
77,2013-03-18,150
78,2013-03-19,104
79,2013-03-20,122
80,2013-03-21,124
81,2013-03-22,126
82,2013-03-23,174
83,2013-03-24,203
84,2013-03-25,95
85,2013-03-26,109
86,2013-03-27,100
87,2013-03-28,118
88,2013-03-29,144
89,2013-03-30,161
90,2013-03-31,174
91,2013-04-01,115
92,2013-04-02,115
93,2013-04-03,106
94,2013-04-04,86
95,2013-04-05,155
96,2013-04-06,183
97,2013-04-07,187
98,2013-04-08,136
99,2013-04-09,114
100,2013-04-10,130
101,2013-04-11,123
102,2013-04-12,127
103,2013-04-13,198
104,2013-04-14,193
105,2013-04-15,120
106,2013-04-16,99
107,2013-04-17,111
108,2013-04-18,143
109,2013-04-19,131
110,2013-04-20,186
111,2013-04-21,193
112,2013-04-22,114
113,2013-04-23,103
114,2013-04-24,116
115,2013-04-25,110
116,2013-04-26,147
117,2013-04-27,174
118,2013-04-28,186
119,2013-04-29,130
120,2013-04-30,103
121,2013-05-01,119
122,2013-05-02,117
123,2013-05-03,176
124,2013-05-04,214
125,2013-05-05,191
126,2013-05-06,116
127,2013-05-07,113
128,2013-05-08,139
129,2013-05-09,128
130,2013-05-10,134
131,2013-05-11,186
132,2013-05-12,200
133,2013-05-13,124
134,2013-05-14,106
135,2013-05-15,115
136,2013-05-16,140
137,2013-05-17,134
138,2013-05-18,197
139,2013-05-19,233
140,2013-05-20,165
141,2013-05-21,109
142,2013-05-22,124
143,2013-05-23,121
144,2013-05-24,168
145,2013-05-25,196
146,2013-05-26,175
147,2013-05-27,123
148,2013-05-28,102
149,2013-05-29,109
150,2013-05-30,116
151,2013-05-31,151
152,2013-06-01,196
153,2013-06-02,211
154,2013-06-03,138
155,2013-06-04,97
156,2013-06-05,122
157,2013-06-06,138
158,2013-06-07,152
159,2013-06-08,182
160,2013-06-09,188
161,2013-06-10,137
162,2013-06-11,109
163,2013-06-12,116
164,2013-06-13,111
165,2013-06-14,134
166,2013-06-15,197
167,2013-06-16,187
168,2013-06-17,110
169,2013-06-18,105
170,2013-06-19,140
171,2013-06-20,130
172,2013-06-21,153
173,2013-06-22,181
174,2013-06-23,182
175,2013-06-24,142
176,2013-06-25,127
177,2013-06-26,126
178,2013-06-27,115
179,2013-06-28,153
180,2013-06-29,215
181,2013-06-30,222
182,2013-07-01,143
183,2013-07-02,105
184,2013-07-03,132
185,2013-07-04,157
186,2013-07-05,140
187,2013-07-06,169
188,2013-07-07,178
189,2013-07-08,134
190,2013-07-09,92
191,2013-07-10,103
192,2013-07-11,112
193,2013-07-12,158
194,2013-07-13,206
195,2013-07-14,212
196,2013-07-15,155
197,2013-07-16,109
198,2013-07-17,110
199,2013-07-18,140
200,2013-07-19,145
201,2013-07-20,213
202,2013-07-21,204
203,2013-07-22,122
204,2013-07-23,114
205,2013-07-24,124
206,2013-07-25,142
207,2013-07-26,160
208,2013-07-27,211
209,2013-07-28,211
210,2013-07-29,111
