Day,Date,Rides
1,2013-01-01,5
2,2013-01-02,1
3,2013-01-03,3
4,2013-01-04,4
5,2013-01-05,1
6,2013-01-06,4
7,2013-01-08,1
8,2013-01-09,2
9,2013-01-10,3
10,2013-01-11,3
11,2013-01-12,2
12,2013-01-13,2
13,2013-01-14,4
14,2013-01-15,4
15,2013-01-16,5
16,2013-01-17,5
17,2013-01-18,3
18,2013-01-20,1
19,2013-01-21,4
20,2013-01-22,4
21,2013-01-23,2
22,2013-01-24,3
23,2013-01-25,1
24,2013-01-26,1
25,2013-01-27,4
26,2013-01-28,5
27,2013-01-29,3
28,2013-01-31,4
29,2013-02-01,5
30,2013-02-02,5
31,2013-02-03,3
32,2013-02-04,2
33,2013-02-05,2
34,2013-02-06,6
35,2013-02-07,2
36,2013-02-08,4
37,2013-02-09,1
38,2013-02-10,2
39,2013-02-11,1
40,2013-02-12,1
41,2013-02-13,3
42,2013-02-14,5
43,2013-02-15,3
44,2013-02-16,2
45,2013-02-17,1
46,2013-02-18,4
47,2013-02-19,3
48,2013-02-21,2
49,2013-02-22,3
50,2013-02-23,6
51,2013-02-24,3
52,2013-02-25,5
53,2013-02-26,7
54,2013-02-27,7
55,2013-02-28,2
56,2013-03-01,6
57,2013-03-02,4
58,2013-03-03,1
59,2013-03-05,1
60,2013-03-06,1
61,2013-03-07,1
62,2013-03-09,3
63,2013-03-10,2
64,2013-03-12,3
65,2013-03-13,1
66,2013-03-14,1
67,2013-03-16,3
68,2013-03-17,1
69,2013-03-18,3
70,2013-03-19,3
71,2013-03-20,6
72,2013-03-21,5
73,2013-03-22,5
74,2013-03-23,3
75,2013-03-24,1
76,2013-03-25,2
77,2013-03-26,3
78,2013-03-27,1
79,2013-03-28,2
80,2013-03-29,3
81,2013-03-30,3
82,2013-03-31,3
83,2013-04-01,4
84,2013-04-03,4
85,2013-04-04,3
86,2013-04-05,3
87,2013-04-06,5
88,2013-04-08,1
89,2013-04-09,3
90,2013-04-10,5
91,2013-04-11,4
92,2013-04-12,3
