Day,Date,Rides
1,01/01/2013,1169
2,01/02/2013,1536
3,01/03/2013,1421
4,01/04/2013,1278
5,01/05/2013,1012
6,01/06/2013,1703
7,01/07/2013,1721
8,01/08/2013,1574
9,01/09/2013,1580
10,01/10/2013,1805
11,01/11/2013,1518
12,01/12/2013,809
13,01/13/2013,1376
14,01/14/2013,1879
15,01/15/2013,1735
16,01/16/2013,1655
17,01/17/2013,1981
18,01/18/2013,1641
19,01/19/2013,894
20,01/20/2013,1463
21,01/21/2013,2219
22,01/22/2013,1959
23,01/23/2013,1935
24,01/24/2013,2180
25,01/25/2013,1842
26,01/26/2013,988
27,01/27/2013,1619
28,01/28/2013,2229
29,01/29/2013,1685
30,01/30/2013,1914
31,01/31/2013,2143
32,02/01/2013,1711
33,02/02/2013,769
34,02/03/2013,1496
35,02/04/2013,2172
36,02/05/2013,1739
37,02/06/2013,1787
38,02/07/2013,1917
39,02/08/2013,1831
40,02/09/2013,944
41,02/10/2013,1534
42,02/11/2013,2343
43,02/12/2013,1760
44,02/13/2013,1747
45,02/14/2013,1892
46,02/15/2013,1703
47,02/16/2013,967
48,02/17/2013,1380
49,02/18/2013,2000
50,02/19/2013,2262
51,02/20/2013,2423
52,02/21/2013,2460
53,02/22/2013,1867
54,02/23/2013,1118
55,02/24/2013,1783
56,02/25/2013,2468
57,02/26/2013,1720
58,02/27/2013,2674
59,02/28/2013,2691
60,03/01/2013,2534
61,03/02/2013,1579
62,03/03/2013,2090
63,03/04/2013,2464
64,03/05/2013,1402
65,03/06/2013,2425
66,03/07/2013,2469
67,03/08/2013,2212
68,03/09/2013,1246
69,03/10/2013,1987
70,03/11/2013,2683
71,03/12/2013,2313
72,03/13/2013,2391
73,03/14/2013,2522
74,03/15/2013,2181
75,03/16/2013,1189
76,03/17/2013,1969
77,03/18/2013,2829
78,03/19/2013,2850
79,03/20/2013,2417
80,03/21/2013,2508
81,03/22/2013,2028
82,03/23/2013,1148
83,03/24/2013,1819
84,03/25/2013,1879
85,03/26/2013,1555
86,03/27/2013,1721
87,03/28/2013,2005
88,03/29/2013,1493
89,03/30/2013,872
90,03/31/2013,1747
91,04/01/2013,2580
92,04/02/2013,2066
93,04/03/2013,2163
94,04/04/2013,2395
95,04/05/2013,2128
96,04/06/2013,1273
97,04/07/2013,2153
98,04/08/2013,2821
99,04/09/2013,2586
100,04/10/2013,2571
101,04/11/2013,3037
102,04/12/2013,2747
103,04/13/2013,1351
104,04/14/2013,2374
105,04/15/2013,3022
106,04/16/2013,2609
107,04/17/2013,2561
108,04/18/2013,2992
109,04/19/2013,2664
110,04/20/2013,1578
111,04/21/2013,2785
112,04/22/2013,2985
113,04/23/2013,2319
114,04/24/2013,2758
115,04/25/2013,2946
116,04/26/2013,2436
117,04/27/2013,1183
118,04/28/2013,2273
119,04/29/2013,2818
120,04/30/2013,2372
121,05/01/2013,2566
122,05/02/2013,2687
123,05/03/2013,2181
124,05/04/2013,1476
125,05/05/2013,2472
126,05/06/2013,3008
127,05/07/2013,2562
128,05/08/2013,2482
129,05/09/2013,2626
130,05/10/2013,2316
131,05/11/2013,1399
132,05/12/2013,2413
133,05/13/2013,3147
134,05/14/2013,2532
135,05/15/2013,2761
136,05/16/2013,2974
137,05/17/2013,2884
138,05/18/2013,1781
139,05/19/2013,2667
140,05/20/2013,3365
141,05/21/2013,2785
142,05/22/2013,2572
143,05/23/2013,2882
144,05/24/2013,2339
145,05/25/2013,1225
146,05/26/2013,1019
147,05/27/2013,2020
148,05/28/2013,2794
149,05/29/2013,2773
150,05/30/2013,2896
151,05/31/2013,3093
152,06/01/2013,1636
153,06/02/2013,2231
154,06/03/2013,2982
155,06/04/2013,3239
156,06/05/2013,2713
157,06/06/2013,2966
158,06/07/2013,2575
159,06/08/2013,1779
160,06/09/2013,2913
161,06/10/2013,3113
162,06/11/2013,2733
163,06/12/2013,3000
164,06/13/2013,3648
165,06/14/2013,2673
166,06/15/2013,1740
167,06/16/2013,2525
168,06/17/2013,3002
169,06/18/2013,2631
170,06/19/2013,3102
171,06/20/2013,3126
172,06/21/2013,2796
173,06/22/2013,1620
174,06/23/2013,2300
175,06/24/2013,3249
176,06/25/2013,2749
177,06/26/2013,2948
178,06/27/2013,3033
179,06/28/2013,2668
180,06/29/2013,1448
181,06/30/2013,1620
182,07/01/2013,1850
183,07/02/2013,1415
184,07/03/2013,1579
185,07/04/2013,1057
186,07/05/2013,1039
187,07/06/2013,1123
188,07/07/2013,2401
189,07/08/2013,3051
190,07/09/2013,2711
191,07/10/2013,2816
192,07/11/2013,3089
193,07/12/2013,2522
194,07/13/2013,1739
195,07/14/2013,2397
196,07/15/2013,3000
197,07/16/2013,2711
198,07/17/2013,2920
199,07/18/2013,3023
200,07/19/2013,2604
201,07/20/2013,1629
202,07/21/2013,2188
203,07/22/2013,3128
204,07/23/2013,2645
205,07/24/2013,2626
206,07/25/2013,2805
207,07/26/2013,2232
208,07/27/2013,1297
209,07/28/2013,2080
210,07/29/2013,3141
211,07/30/2013,2487
212,07/31/2013,2581
213,08/01/2013,2936
214,08/02/2013,2592
215,08/03/2013,1405
216,08/04/2013,2002
217,08/05/2013,2760
218,08/06/2013,2348
219,08/07/2013,2643
220,08/08/2013,2910
221,08/09/2013,2576
222,08/10/2013,1559
223,08/11/2013,2337
224,08/12/2013,3035
225,08/13/2013,2724
226,08/14/2013,2682
227,08/15/2013,3022
228,08/16/2013,2505
229,08/17/2013,1356
230,08/18/2013,2280
231,08/19/2013,3107
232,08/20/2013,2889
233,08/21/2013,2876
234,08/22/2013,2968
235,08/23/2013,2577
236,08/24/2013,1450
237,08/25/2013,2415
238,08/26/2013,2923
239,08/27/2013,2459
240,08/28/2013,2393
241,08/29/2013,2745
242,08/30/2013,2223
243,08/31/2013,1695
244,09/01/2013,1149
245,09/02/2013,2184
246,09/03/2013,2797
247,09/04/2013,2154
248,09/05/2013,2403
249,09/06/2013,2322
250,09/07/2013,1663
251,09/08/2013,2832
252,09/09/2013,3575
253,09/10/2013,2847
254,09/11/2013,2809
255,09/12/2013,3166
256,09/13/2013,3042
257,09/14/2013,1500
258,09/15/2013,2777
259,09/16/2013,3713
260,09/17/2013,2874
261,09/18/2013,3122
262,09/19/2013,3418
263,09/20/2013,3502
264,09/21/2013,1698
265,09/22/2013,2996
266,09/23/2013,3785
267,09/24/2013,3022
268,09/25/2013,3171
269,09/26/2013,3358
270,09/27/2013,3093
271,09/28/2013,1583
272,09/29/2013,3183
273,09/30/2013,3649
274,10/01/2013,2783
275,10/02/2013,3254
276,10/03/2013,3235
277,10/04/2013,3151
278,10/05/2013,1805
279,10/06/2013,3248
280,10/07/2013,3575
281,10/08/2013,3041
282,10/09/2013,3409
283,10/10/2013,3677
284,10/11/2013,3357
285,10/12/2013,1899
286,10/13/2013,2657
287,10/14/2013,3300
288,10/15/2013,3134
289,10/16/2013,3377
290,10/17/2013,3409
291,10/18/2013,3183
292,10/19/2013,1554
293,10/20/2013,2922
294,10/21/2013,4171
295,10/22/2013,3104
296,10/23/2013,3333
297,10/24/2013,3491
298,10/25/2013,3059
299,10/26/2013,1609
300,10/27/2013,2881
301,10/28/2013,3850
302,10/29/2013,2587
303,10/30/2013,2495
304,10/31/2013,2529
305,11/01/2013,2371
306,11/02/2013,1484
307,11/03/2013,2847
308,11/04/2013,3772
309,11/05/2013,3349
310,11/06/2013,3365
311,11/07/2013,3420
312,11/08/2013,3080
313,11/09/2013,1611
314,11/10/2013,2394
315,11/11/2013,3380
316,11/12/2013,3301
317,11/13/2013,3472
318,11/14/2013,3439
319,11/15/2013,2993
320,11/16/2013,1726
321,11/17/2013,2920
322,11/18/2013,4322
323,11/19/2013,3195
324,11/20/2013,3309
325,11/21/2013,3259
326,11/22/2013,2748
327,11/23/2013,1246
328,11/24/2013,1709
329,11/25/2013,1654
330,11/26/2013,1475
331,11/27/2013,1405
332,11/28/2013,1089
333,11/29/2013,1749
334,11/30/2013,3338
335,12/01/2013,3960
336,12/02/2013,4153
337,12/03/2013,3086
338,12/04/2013,2922
339,12/05/2013,3522
340,12/06/2013,2761
341,12/07/2013,1458
342,12/08/2013,2173
343,12/09/2013,3979
344,12/10/2013,3094
345,12/11/2013,2981
346,12/12/2013,3118
347,12/13/2013,2642
348,12/14/2013,1352
349,12/15/2013,2023
350,12/16/2013,2916
351,12/17/2013,2529
352,12/18/2013,2532
353,12/19/2013,2515
354,12/20/2013,1972
355,12/21/2013,1194
356,12/22/2013,1149
357,12/23/2013,1157
358,12/24/2013,793
359,12/25/2013,907
360,12/26/2013,1669
361,12/27/2013,1665
362,12/28/2013,1779
363,12/29/2013,2336
364,12/30/2013,2054
365,12/31/2013,1187
366,01/01/2014,1474
367,01/02/2014,2169
368,01/03/2014,2053
369,01/04/2014,1981
370,01/05/2014,2003
371,01/06/2014,2818
372,01/07/2014,2711
373,01/08/2014,3042
374,01/09/2014,2874
