Day,Date,Rides
1,2013-01-01,1
2,2013-01-02,7
3,2013-01-03,2
4,2013-01-05,1
5,2013-01-06,7
6,2013-01-07,4
7,2013-01-08,8
8,2013-01-09,7
9,2013-01-10,3
10,2013-01-11,4
11,2013-01-12,6
12,2013-01-13,5
13,2013-01-14,2
14,2013-01-15,8
15,2013-01-16,4
16,2013-01-17,5
17,2013-01-18,8
18,2013-01-19,3
19,2013-01-20,1
20,2013-01-21,4
21,2013-01-22,7
22,2013-01-23,4
23,2013-01-24,4
24,2013-01-25,4
25,2013-01-26,2
26,2013-01-27,6
27,2013-01-28,3
28,2013-01-29,5
29,2013-01-30,3
30,2013-01-31,8
31,2013-02-01,5
32,2013-02-02,3
33,2013-02-03,4
34,2013-02-04,3
35,2013-02-05,9
36,2013-02-06,7
37,2013-02-07,8
38,2013-02-08,7
39,2013-02-09,2
40,2013-02-10,1
41,2013-02-11,8
42,2013-02-12,3
43,2013-02-13,6
44,2013-02-15,5
45,2013-02-16,1
46,2013-02-17,7
47,2013-02-18,2
48,2013-02-19,8
49,2013-02-20,9
50,2013-02-22,8
51,2013-02-23,5
52,2013-02-24,5
53,2013-02-25,7
54,2013-02-26,5
55,2013-02-27,9
56,2013-02-28,6
57,2013-03-01,7
58,2013-03-02,4
59,2013-03-03,4
60,2013-03-04,5
61,2013-03-05,8
62,2013-03-06,4
63,2013-03-07,5
64,2013-03-08,3
65,2013-03-09,7
66,2013-03-10,3
67,2013-03-11,5
68,2013-03-13,9
69,2013-03-14,6
70,2013-03-15,9
71,2013-03-16,5
72,2013-03-17,7
73,2013-03-18,5
74,2013-03-19,5
75,2013-03-20,2
76,2013-03-22,6
77,2013-03-23,1
78,2013-03-24,3
79,2013-03-25,3
80,2013-03-26,6
81,2013-03-27,2
82,2013-03-28,4
83,2013-03-29,1
84,2013-03-30,7
85,2013-03-31,3
86,2013-04-01,5
87,2013-04-03,4
88,2013-04-04,7
89,2013-04-05,9
90,2013-04-06,8
91,2013-04-07,1
92,2013-04-08,4
93,2013-04-09,4
94,2013-04-10,7
95,2013-04-12,6
96,2013-04-13,2
97,2013-04-14,1
98,2013-04-15,6
99,2013-04-16,5
100,2013-04-17,5
101,2013-04-18,7
102,2013-04-20,8
103,2013-04-21,3
104,2013-04-22,5
105,2013-04-23,8
106,2013-04-24,8
107,2013-04-26,4
108,2013-04-27,3
109,2013-04-28,2
110,2013-04-29,7
111,2013-04-30,6
112,2013-05-01,8
113,2013-05-02,8
114,2013-05-03,8
115,2013-05-04,5
116,2013-05-05,7
117,2013-05-06,7
118,2013-05-07,6
119,2013-05-08,3
120,2013-05-09,8
121,2013-05-10,9
122,2013-05-11,2
123,2013-05-12,5
124,2013-05-14,5
125,2013-05-15,7
126,2013-05-16,7
127,2013-05-17,8
128,2013-05-18,4
129,2013-05-19,6
130,2013-05-20,9
131,2013-05-24,9
132,2013-05-25,3
133,2013-05-26,5
134,2013-05-27,7
135,2013-05-28,7
136,2013-05-30,7
137,2013-06-01,4
138,2013-06-02,3
139,2013-06-03,8
140,2013-06-04,7
141,2013-06-05,7
142,2013-06-06,7
143,2013-06-07,8
