Day,Date,Rides
1,2013-01-01,11
2,2013-01-02,25
3,2013-01-03,31
4,2013-01-04,17
5,2013-01-05,11
6,2013-01-06,21
7,2013-01-07,20
8,2013-01-08,26
9,2013-01-09,20
10,2013-01-10,19
11,2013-01-11,19
12,2013-01-12,14
13,2013-01-13,15
14,2013-01-14,14
15,2013-01-15,22
16,2013-01-16,15
17,2013-01-17,25
18,2013-01-18,29
19,2013-01-19,17
20,2013-01-20,14
21,2013-01-21,16
22,2013-01-22,20
23,2013-01-23,27
24,2013-01-24,23
25,2013-01-25,13
26,2013-01-26,19
27,2013-01-27,15
28,2013-01-28,19
29,2013-01-29,19
30,2013-01-30,19
31,2013-01-31,28
32,2013-02-01,33
33,2013-02-02,25
34,2013-02-03,14
35,2013-02-04,24
36,2013-02-05,31
37,2013-02-06,26
38,2013-02-07,29
39,2013-02-08,33
40,2013-02-09,21
41,2013-02-10,17
42,2013-02-11,24
43,2013-02-12,32
44,2013-02-13,32
45,2013-02-14,23
46,2013-02-15,31
47,2013-02-16,33
48,2013-02-17,31
49,2013-02-18,30
50,2013-02-19,32
51,2013-02-20,32
52,2013-02-21,33
53,2013-02-22,29
54,2013-02-23,29
55,2013-02-24,32
56,2013-02-26,33
57,2013-02-27,35
58,2013-02-28,34
59,2013-03-01,39
60,2013-03-02,32
61,2013-03-03,25
62,2013-03-04,30
63,2013-03-05,26
64,2013-03-06,29
65,2013-03-07,36
66,2013-03-08,26
67,2013-03-09,34
68,2013-03-10,20
69,2013-03-11,21
70,2013-03-12,35
71,2013-03-13,24
72,2013-03-14,17
73,2013-03-15,27
74,2013-03-16,18
75,2013-03-17,21
76,2013-03-18,21
77,2013-03-19,31
78,2013-03-20,17
79,2013-03-21,29
80,2013-03-22,32
81,2013-03-23,32
82,2013-03-24,18
83,2013-03-25,22
84,2013-03-26,22
85,2013-03-27,27
86,2013-03-28,22
87,2013-03-29,27
88,2013-03-30,28
89,2013-03-31,32
90,2013-04-01,37
91,2013-04-02,24
92,2013-04-03,26
93,2013-04-04,19
94,2013-04-05,27
95,2013-04-06,31
96,2013-04-07,28
97,2013-04-08,12
98,2013-04-09,38
99,2013-04-10,35
100,2013-04-11,32
101,2013-04-12,31
102,2013-04-13,28
103,2013-04-14,19
104,2013-04-15,30
105,2013-04-16,21
106,2013-04-17,24
107,2013-04-18,21
108,2013-04-19,23
109,2013-04-20,20
110,2013-04-21,21
111,2013-04-22,23
112,2013-04-23,26
113,2013-04-24,25
114,2013-04-25,26
115,2013-04-26,24
116,2013-04-27,20
117,2013-04-28,20
118,2013-04-29,15
119,2013-04-30,24
120,2013-05-01,31
121,2013-05-02,31
122,2013-05-03,31
123,2013-05-04,31
124,2013-05-05,22
125,2013-05-06,22
126,2013-05-07,23
127,2013-05-08,24
128,2013-05-09,28
129,2013-05-10,10
130,2013-05-11,20
131,2013-05-12,22
132,2013-05-13,25
133,2013-05-14,23
134,2013-05-15,20
135,2013-05-16,36
136,2013-05-17,24
137,2013-05-18,26
138,2013-05-19,22
139,2013-05-20,22
140,2013-05-21,24
141,2013-05-22,29
142,2013-05-23,22
143,2013-05-24,29
144,2013-05-25,14
145,2013-05-26,24
