Day,Date,Rides
1,2013-01-01,13
2,2013-01-02,2
3,2013-01-03,3
4,2013-01-04,11
5,2013-01-05,9
6,2013-01-06,5
7,2013-01-07,5
8,2013-01-08,8
9,2013-01-09,3
10,2013-01-10,5
11,2013-01-11,4
12,2013-01-12,5
13,2013-01-13,6
14,2013-01-14,5
15,2013-01-15,10
16,2013-01-16,1
17,2013-01-17,4
18,2013-01-18,8
19,2013-01-19,7
20,2013-01-20,7
21,2013-01-21,8
22,2013-01-22,7
23,2013-01-24,2
24,2013-01-25,5
25,2013-01-26,3
26,2013-01-27,9
27,2013-01-28,4
28,2013-01-29,7
29,2013-01-30,6
30,2013-01-31,8
31,2013-02-01,9
32,2013-02-02,7
33,2013-02-03,10
34,2013-02-04,4
35,2013-02-05,8
36,2013-02-06,10
37,2013-02-07,3
38,2013-02-08,5
39,2013-02-09,9
40,2013-02-10,5
41,2013-02-11,8
42,2013-02-12,3
43,2013-02-13,10
44,2013-02-14,9
45,2013-02-15,7
46,2013-02-16,15
47,2013-02-17,11
48,2013-02-18,9
49,2013-02-19,2
50,2013-02-20,8
51,2013-02-21,11
52,2013-02-22,6
53,2013-02-23,8
54,2013-02-24,11
55,2013-02-25,6
56,2013-02-26,4
57,2013-02-27,4
58,2013-02-28,4
59,2013-03-01,11
60,2013-03-02,14
61,2013-03-03,6
62,2013-03-04,5
63,2013-03-05,9
64,2013-03-06,5
65,2013-03-07,8
66,2013-03-08,11
67,2013-03-09,11
68,2013-03-10,11
69,2013-03-12,9
70,2013-03-14,7
71,2013-03-15,7
72,2013-03-16,10
73,2013-03-17,17
74,2013-03-18,7
75,2013-03-19,2
76,2013-03-20,4
77,2013-03-21,5
78,2013-03-22,2
79,2013-03-23,13
80,2013-03-24,15
81,2013-03-25,7
82,2013-03-26,4
83,2013-03-27,9
84,2013-03-28,6
85,2013-03-29,7
86,2013-03-30,11
87,2013-03-31,12
88,2013-04-01,10
89,2013-04-02,10
90,2013-04-03,4
91,2013-04-04,4
92,2013-04-05,9
93,2013-04-06,15
94,2013-04-07,14
95,2013-04-08,9
96,2013-04-09,8
97,2013-04-10,10
98,2013-04-11,8
99,2013-04-12,5
100,2013-04-13,10
101,2013-04-14,10
102,2013-04-15,7
103,2013-04-16,7
104,2013-04-17,4
105,2013-04-18,7
106,2013-04-19,7
107,2013-04-20,5
108,2013-04-22,5
109,2013-04-23,4
110,2013-04-24,2
111,2013-04-25,6
112,2013-04-26,7
113,2013-04-27,9
114,2013-04-28,7
115,2013-04-29,10
116,2013-04-30,3
117,2013-05-01,4
118,2013-05-02,10
119,2013-05-03,7
120,2013-05-04,10
121,2013-05-05,8
122,2013-05-06,9
123,2013-05-07,6
124,2013-05-08,12
125,2013-05-09,7
126,2013-05-10,7
127,2013-05-11,10
128,2013-05-12,9
129,2013-05-13,7
130,2013-05-14,13
131,2013-05-15,6
132,2013-05-16,9
133,2013-05-17,9
134,2013-05-18,9
135,2013-05-19,14
136,2013-05-20,4
137,2013-05-21,8
138,2013-05-22,9
139,2013-05-23,4
140,2013-05-24,7
141,2013-05-25,3
142,2013-05-26,6
143,2013-05-27,6
144,2013-05-28,4
145,2013-05-29,5
146,2013-05-30,7
147,2013-05-31,3
148,2013-06-01,10
149,2013-06-02,8
150,2013-06-03,12
151,2013-06-04,5
152,2013-06-05,9
153,2013-06-06,7
154,2013-06-07,7
155,2013-06-08,12
156,2013-06-09,6
157,2013-06-10,6
158,2013-06-11,4
159,2013-06-12,9
160,2013-06-13,4
161,2013-06-14,6
162,2013-06-15,7
163,2013-06-16,14
164,2013-06-17,7
165,2013-06-18,4
166,2013-06-19,5
167,2013-06-20,3
168,2013-06-21,7
169,2013-06-22,8
170,2013-06-23,14
171,2013-06-24,6
172,2013-06-25,7
173,2013-06-26,8
174,2013-06-27,6
175,2013-06-28,6
176,2013-06-29,11
177,2013-06-30,11
178,2013-07-01,7
179,2013-07-02,8
180,2013-07-03,11
181,2013-07-04,7
182,2013-07-05,11
183,2013-07-06,10
184,2013-07-07,9
185,2013-07-08,5
186,2013-07-09,8
187,2013-07-10,3
188,2013-07-11,10
189,2013-07-12,3
190,2013-07-13,12
191,2013-07-14,8
192,2013-07-15,8
193,2013-07-16,12
194,2013-07-17,10
195,2013-07-18,5
196,2013-07-19,7
197,2013-07-20,13
198,2013-07-21,6
199,2013-07-22,6
200,2013-07-23,6
201,2013-07-24,8
202,2013-07-25,9
203,2013-07-26,8
204,2013-07-27,10
205,2013-07-28,5
206,2013-07-29,8
207,2013-07-30,5
208,2013-07-31,7
209,2013-08-01,7
210,2013-08-02,11
211,2013-08-03,10
212,2013-08-04,12
213,2013-08-05,6
214,2013-08-06,4
215,2013-08-07,7
216,2013-08-08,8
217,2013-08-09,5
218,2013-08-10,13
219,2013-08-11,13
220,2013-08-12,5
221,2013-08-13,9
222,2013-08-14,9
223,2013-08-15,7
224,2013-08-16,10
225,2013-08-17,7
226,2013-08-18,6
227,2013-08-19,8
228,2013-08-20,4
229,2013-08-21,5
230,2013-08-22,4
