Day,Date,Rides
1,2013-01-01,4
2,2013-01-02,4
3,2013-01-03,1
4,2013-01-04,1
5,2013-01-06,2
6,2013-01-07,4
7,2013-01-09,5
8,2013-01-10,4
9,2013-01-11,6
10,2013-01-12,1
11,2013-01-13,4
12,2013-01-14,4
13,2013-01-15,1
14,2013-01-16,1
15,2013-01-17,1
16,2013-01-18,6
17,2013-01-19,2
18,2013-01-20,1
19,2013-01-22,1
20,2013-01-23,4
21,2013-01-24,1
22,2013-01-25,1
23,2013-01-26,5
24,2013-01-27,1
25,2013-01-28,4
26,2013-01-29,1
27,2013-01-30,1
28,2013-01-31,4
29,2013-02-01,4
30,2013-02-02,1
31,2013-02-03,1
32,2013-02-04,4
33,2013-02-05,1
34,2013-02-06,3
35,2013-02-07,1
36,2013-02-08,1
37,2013-02-10,2
38,2013-02-11,3
39,2013-02-12,3
40,2013-02-13,1
41,2013-02-15,2
42,2013-02-18,3
43,2013-02-19,2
44,2013-02-20,2
45,2013-02-21,2
46,2013-02-22,3
47,2013-02-23,1
48,2013-02-24,4
49,2013-02-25,4
50,2013-02-26,3
51,2013-02-27,3
52,2013-02-28,4
53,2013-03-01,3
54,2013-03-02,2
55,2013-03-03,6
56,2013-03-04,1
57,2013-03-05,1
58,2013-03-06,5
59,2013-03-07,2
60,2013-03-08,2
61,2013-03-09,3
62,2013-03-10,1
63,2013-03-12,2
64,2013-03-13,3
65,2013-03-14,6
66,2013-03-15,5
67,2013-03-16,2
68,2013-03-17,2
69,2013-03-18,1
70,2013-03-21,2
71,2013-03-22,2
72,2013-03-23,1
73,2013-03-24,1
74,2013-03-26,1
75,2013-03-27,5
76,2013-03-30,1
77,2013-03-31,3
78,2013-04-02,3
79,2013-04-03,1
80,2013-04-06,1
81,2013-04-07,1
82,2013-04-08,1
83,2013-04-09,1
84,2013-04-10,1
85,2013-04-11,3
86,2013-04-12,5
87,2013-04-13,2
88,2013-04-14,4
89,2013-04-15,1
90,2013-04-16,3
91,2013-04-17,2
92,2013-04-18,4
93,2013-04-22,1
94,2013-04-23,2
95,2013-04-24,2
96,2013-04-25,1
97,2013-04-28,3
98,2013-04-29,1
99,2013-05-01,2
100,2013-05-02,4
101,2013-05-03,1
102,2013-05-04,2
103,2013-05-05,3
104,2013-05-07,2
105,2013-05-08,2
106,2013-05-10,2
107,2013-05-11,5
108,2013-05-12,1
109,2013-05-13,2
110,2013-05-14,2
111,2013-05-15,4
112,2013-05-16,2
113,2013-05-17,4
114,2013-05-18,2
115,2013-05-19,2
116,2013-05-20,2
117,2013-05-21,1
118,2013-05-22,1
119,2013-05-23,2
120,2013-05-25,1
121,2013-05-26,2
122,2013-05-27,3
123,2013-05-28,2
124,2013-05-29,2
125,2013-05-30,3
126,2013-05-31,2
127,2013-06-01,1
128,2013-06-03,1
129,2013-06-05,1
130,2013-06-06,2
131,2013-06-07,2
132,2013-06-08,1
133,2013-06-09,2
134,2013-06-10,3
135,2013-06-11,2
136,2013-06-14,5
137,2013-06-15,1
138,2013-06-16,4
139,2013-06-19,3
140,2013-06-20,2
141,2013-06-21,3
142,2013-06-23,1
143,2013-06-27,6
144,2013-06-28,3
145,2013-06-29,2
146,2013-06-30,2
147,2013-07-01,1
148,2013-07-02,2
149,2013-07-03,4
150,2013-07-04,2
151,2013-07-05,3
152,2013-07-06,3
153,2013-07-07,3
154,2013-07-08,2
155,2013-07-09,2
156,2013-07-10,2
157,2013-07-11,6
158,2013-07-12,1
159,2013-07-14,1
160,2013-07-16,3
161,2013-07-17,1
162,2013-07-18,1
163,2013-07-20,3
164,2013-07-21,2
165,2013-07-22,2
166,2013-07-23,4
167,2013-07-24,6
168,2013-07-25,1
169,2013-07-26,4
170,2013-07-27,2
171,2013-07-28,1
172,2013-07-29,2
173,2013-07-30,2
174,2013-07-31,3
175,2013-08-03,3
176,2013-08-04,2
177,2013-08-05,3
178,2013-08-06,1
179,2013-08-07,3
180,2013-08-09,2
181,2013-08-10,2
182,2013-08-11,1
183,2013-08-12,1
184,2013-08-13,2
185,2013-08-14,1
186,2013-08-15,3
187,2013-08-16,4
188,2013-08-17,1
189,2013-08-18,1
190,2013-08-19,2
191,2013-08-20,2
192,2013-08-21,4
193,2013-08-22,5
194,2013-08-23,2
195,2013-08-24,1
196,2013-08-26,5
197,2013-08-27,5
198,2013-08-29,4
199,2013-08-30,1
200,2013-08-31,2
201,2013-09-01,1
202,2013-09-02,2
203,2013-09-03,3
204,2013-09-04,2
205,2013-09-05,3
206,2013-09-06,3
207,2013-09-07,1
208,2013-09-09,3
209,2013-09-10,2
210,2013-09-11,4
211,2013-09-12,2
212,2013-09-13,1
213,2013-09-15,1
214,2013-09-16,1
215,2013-09-17,3
216,2013-09-18,1
217,2013-09-19,3
218,2013-09-20,3
219,2013-09-21,2
220,2013-09-22,3
221,2013-09-23,6
222,2013-09-24,1
223,2013-09-25,2
224,2013-09-26,4
225,2013-09-27,3
226,2013-09-28,1
227,2013-09-29,1
228,2013-09-30,1
229,2013-10-01,2
230,2013-10-03,2
231,2013-10-04,1
232,2013-10-05,1
233,2013-10-06,2
234,2013-10-08,4
235,2013-10-09,3
236,2013-10-11,2
237,2013-10-13,2
238,2013-10-14,1
239,2013-10-15,2
240,2013-10-16,2
241,2013-10-17,3
242,2013-10-18,3
243,2013-10-19,1
244,2013-10-20,2
245,2013-10-21,3
246,2013-10-22,4
247,2013-10-23,3
248,2013-10-24,3
249,2013-10-26,1
250,2013-10-27,2
251,2013-10-28,5
252,2013-10-29,2
253,2013-10-30,1
254,2013-10-31,1
255,2013-11-01,3
256,2013-11-02,2
257,2013-11-03,5
258,2013-11-05,2
259,2013-11-06,1
260,2013-11-08,2
261,2013-11-09,4
262,2013-11-11,1
263,2013-11-12,3
264,2013-11-13,2
265,2013-11-14,3
266,2013-11-17,2
267,2013-11-18,1
268,2013-11-19,2
269,2013-11-20,1
270,2013-11-22,3
271,2013-11-25,1
272,2013-11-26,4
273,2013-11-27,4
274,2013-11-28,2
275,2013-11-29,1
276,2013-12-01,1
277,2013-12-03,4
278,2013-12-04,2
279,2013-12-05,1
280,2013-12-06,5
281,2013-12-07,1
282,2013-12-08,1
283,2013-12-09,2
284,2013-12-10,3
285,2013-12-11,1
286,2013-12-12,4
287,2013-12-13,1
288,2013-12-15,1
289,2013-12-16,2
290,2013-12-17,3
291,2013-12-18,4
292,2013-12-19,2
293,2013-12-20,1
294,2013-12-21,1
295,2013-12-22,1
296,2013-12-24,4
297,2013-12-25,1
298,2013-12-26,2
299,2013-12-27,5
300,2013-12-28,1
301,2013-12-29,2
302,2013-12-30,3
303,2013-12-31,3
304,2014-01-01,1
305,2014-01-02,4
306,2014-01-03,1
307,2014-01-04,1
308,2014-01-06,5
309,2014-01-07,4
310,2014-01-08,1
311,2014-01-09,3
312,2014-01-10,1
313,2014-01-11,1
314,2014-01-12,4
315,2014-01-13,2
316,2014-01-14,4
317,2014-01-15,1
318,2014-01-16,4
319,2014-01-17,2
320,2014-01-18,5
321,2014-01-19,3
322,2014-01-21,2
323,2014-01-22,1
324,2014-01-23,1
325,2014-01-24,3
326,2014-01-27,3
327,2014-01-28,2
328,2014-01-29,2
329,2014-01-30,2
330,2014-01-31,2
331,2014-02-01,4
332,2014-02-02,2
333,2014-02-03,1
334,2014-02-04,3
335,2014-02-05,2
336,2014-02-06,1
337,2014-02-07,2
338,2014-02-09,4
339,2014-02-10,1
340,2014-02-11,2
341,2014-02-12,3
342,2014-02-14,3
343,2014-02-16,2
344,2014-02-17,2
345,2014-02-19,3
346,2014-02-20,1
347,2014-02-24,3
348,2014-02-25,2
349,2014-02-26,2
350,2014-02-27,1
351,2014-02-28,6
352,2014-03-01,3
353,2014-03-02,1
354,2014-03-03,2
355,2014-03-05,4
356,2014-03-06,3
357,2014-03-07,3
358,2014-03-08,1
359,2014-03-09,1
360,2014-03-10,1
361,2014-03-11,1
362,2014-03-12,1
363,2014-03-13,4
364,2014-03-14,5
365,2014-03-15,3
366,2014-03-17,1
367,2014-03-19,3
368,2014-03-20,2
369,2014-03-21,2
370,2014-03-22,2
371,2014-03-23,2
372,2014-03-24,1
373,2014-03-25,1
374,2014-03-26,6
375,2014-03-27,2
376,2014-03-28,5
377,2014-03-29,4
378,2014-03-31,4
379,2014-04-01,6
380,2014-04-02,3
381,2014-04-03,2
382,2014-04-04,2
383,2014-04-05,5
384,2014-04-06,2
385,2014-04-07,4
386,2014-04-08,3
387,2014-04-09,3
388,2014-04-10,6
389,2014-04-11,2
390,2014-04-13,2
391,2014-04-14,1
392,2014-04-15,2
393,2014-04-16,3
394,2014-04-17,3
395,2014-04-18,1
396,2014-04-20,2
397,2014-04-21,3
398,2014-04-22,4
399,2014-04-23,5
400,2014-04-24,1
401,2014-04-25,2
402,2014-04-26,3
403,2014-04-27,3
404,2014-04-28,4
405,2014-04-29,1
406,2014-04-30,3
407,2014-05-01,3
408,2014-05-02,4
409,2014-05-03,1
410,2014-05-04,1
411,2014-05-05,4
412,2014-05-06,3
413,2014-05-07,3
414,2014-05-08,1
415,2014-05-09,6
416,2014-05-10,2
417,2014-05-11,1
418,2014-05-12,3
419,2014-05-14,2
420,2014-05-15,3
421,2014-05-16,4
422,2014-05-17,1
423,2014-05-18,2
424,2014-05-19,3
425,2014-05-20,3
426,2014-05-21,5
427,2014-05-22,4
428,2014-05-23,2
429,2014-05-24,4
430,2014-05-26,3
431,2014-05-27,2
432,2014-05-28,4
433,2014-05-29,2
434,2014-05-30,3
435,2014-05-31,2
436,2014-06-01,2
437,2014-06-02,3
438,2014-06-03,4
439,2014-06-04,1
440,2014-06-05,5
441,2014-06-06,5
442,2014-06-07,4
