Day,Date,Rides
1,2013-01-01,1
2,2013-01-07,1
3,2013-01-09,1
4,2013-01-11,1
5,2013-01-19,1
6,2013-01-30,1
7,2013-02-01,1
8,2013-02-05,1
9,2013-02-11,1
10,2013-02-20,1
11,2013-02-26,1
12,2013-03-01,1
13,2013-03-04,1
14,2013-03-17,1
15,2013-03-20,1
16,2013-03-28,1
17,2013-03-29,1
18,2013-03-31,1
19,2013-04-06,1
20,2013-04-09,1
21,2013-04-15,1
22,2013-04-16,1
23,2013-04-19,1
24,2013-04-20,1
25,2013-05-09,1
26,2013-05-11,1
27,2013-05-15,1
28,2013-05-19,1
29,2013-05-20,1
30,2013-05-22,1
31,2013-05-23,1
32,2013-05-25,1
33,2013-05-29,1
34,2013-06-19,1
35,2013-06-26,1
36,2013-06-29,1
37,2013-07-08,1
38,2013-07-11,1
39,2013-07-12,1
40,2013-07-25,1
41,2013-07-31,1
42,2013-08-02,1
43,2013-08-07,1
44,2013-08-11,1
45,2013-08-19,1
46,2013-08-21,1
47,2013-08-23,1
48,2013-09-04,1
49,2013-09-11,1
50,2013-09-12,1
51,2013-09-15,1
52,2013-09-19,1
53,2013-09-25,1
54,2013-10-02,1
55,2013-10-04,1
56,2013-10-05,1
57,2013-10-08,1
58,2013-10-16,1
59,2013-10-24,1
60,2013-10-25,1
61,2013-10-28,1
62,2013-10-30,1
63,2013-11-03,1
64,2013-11-08,1
65,2013-11-09,1
66,2013-11-10,1
67,2013-11-12,1
68,2013-11-13,1
69,2013-11-21,1
70,2013-11-28,1
71,2013-11-29,1
72,2013-12-06,1
73,2013-12-07,1
74,2013-12-13,1
75,2013-12-17,1
76,2013-12-20,1
77,2013-12-26,1
78,2013-12-28,1
79,2013-12-31,1
80,2014-01-07,1
81,2014-01-10,1
82,2014-01-14,1
83,2014-01-16,1
84,2014-01-17,1
85,2014-01-27,1
86,2014-02-02,1
87,2014-02-06,1
88,2014-02-07,1
89,2014-02-08,1
90,2014-02-10,1
91,2014-02-12,1
92,2014-02-14,1
93,2014-02-21,1
94,2014-02-25,1
95,2014-02-26,1
96,2014-03-02,1
