Day,Date,Rides
1,2013-01-02,2
2,2013-01-03,1
3,2013-01-04,5
4,2013-01-05,5
5,2013-01-06,3
6,2013-01-07,4
7,2013-01-08,1
8,2013-01-09,2
9,2013-01-10,2
10,2013-01-11,2
11,2013-01-12,1
12,2013-01-14,2
13,2013-01-15,3
14,2013-01-16,1
15,2013-01-17,3
16,2013-01-19,1
17,2013-01-20,1
18,2013-01-21,1
19,2013-01-22,1
20,2013-01-23,5
21,2013-01-24,3
22,2013-01-25,1
23,2013-01-26,3
24,2013-01-27,1
25,2013-01-28,3
26,2013-01-31,3
27,2013-02-01,4
28,2013-02-02,2
29,2013-02-04,1
30,2013-02-05,2
31,2013-02-06,1
32,2013-02-07,1
33,2013-02-08,4
34,2013-02-09,4
35,2013-02-11,3
36,2013-02-12,2
37,2013-02-13,5
38,2013-02-14,3
39,2013-02-15,3
40,2013-02-16,2
41,2013-02-17,1
42,2013-02-18,6
43,2013-02-20,4
44,2013-02-21,4
45,2013-02-22,3
46,2013-02-23,2
47,2013-02-24,2
48,2013-02-25,3
49,2013-02-26,3
50,2013-02-27,3
51,2013-02-28,2
52,2013-03-01,6
53,2013-03-03,2
54,2013-03-04,4
55,2013-03-05,4
56,2013-03-06,1
57,2013-03-07,4
58,2013-03-08,7
59,2013-03-09,5
60,2013-03-10,1
61,2013-03-11,5
62,2013-03-12,2
63,2013-03-13,3
64,2013-03-14,1
65,2013-03-15,4
66,2013-03-16,1
67,2013-03-17,1
68,2013-03-18,2
69,2013-03-19,4
70,2013-03-21,3
71,2013-03-22,3
72,2013-03-23,2
73,2013-03-24,2
74,2013-03-25,2
75,2013-03-26,2
76,2013-03-27,2
77,2013-03-28,5
78,2013-03-29,3
79,2013-03-31,1
80,2013-04-01,1
81,2013-04-02,5
82,2013-04-03,3
83,2013-04-04,3
84,2013-04-05,1
85,2013-04-06,3
86,2013-04-07,1
87,2013-04-08,1
88,2013-04-09,1
89,2013-04-12,2
90,2013-04-13,5
91,2013-04-15,2
92,2013-04-16,3
93,2013-04-17,4
94,2013-04-18,3
95,2013-04-19,5
96,2013-04-20,1
97,2013-04-21,2
98,2013-04-22,1
99,2013-04-24,2
100,2013-04-25,4
101,2013-04-26,2
102,2013-04-27,4
103,2013-04-28,1
104,2013-04-30,3
105,2013-05-01,5
106,2013-05-02,3
107,2013-05-03,1
108,2013-05-04,2
109,2013-05-05,1
110,2013-05-06,4
111,2013-05-07,4
112,2013-05-08,3
113,2013-05-09,3
114,2013-05-10,5
115,2013-05-11,3
116,2013-05-12,1
117,2013-05-13,1
118,2013-05-14,5
119,2013-05-15,3
120,2013-05-16,3
121,2013-05-17,3
122,2013-05-19,1
123,2013-05-20,6
124,2013-05-21,2
125,2013-05-22,3
126,2013-05-23,1
127,2013-05-24,1
128,2013-05-25,2
129,2013-05-26,1
130,2013-05-28,3
131,2013-05-29,3
132,2013-05-30,3
133,2013-05-31,2
134,2013-06-01,3
135,2013-06-02,2
136,2013-06-04,3
137,2013-06-05,4
138,2013-06-06,4
139,2013-06-07,2
140,2013-06-09,2
141,2013-06-10,3
142,2013-06-11,2
143,2013-06-13,2
144,2013-06-14,1
145,2013-06-15,1
146,2013-06-16,1
147,2013-06-17,3
148,2013-06-18,1
149,2013-06-20,3
150,2013-06-21,3
151,2013-06-23,2
152,2013-06-24,1
153,2013-06-25,4
154,2013-06-26,2
155,2013-06-27,1
156,2013-06-28,2
157,2013-06-29,1
158,2013-06-30,1
159,2013-07-02,4
160,2013-07-03,3
161,2013-07-04,1
162,2013-07-05,2
163,2013-07-06,2
164,2013-07-07,1
165,2013-07-08,3
166,2013-07-09,2
167,2013-07-10,2
168,2013-07-11,3
169,2013-07-12,2
170,2013-07-13,2
171,2013-07-14,2
172,2013-07-15,1
173,2013-07-16,3
174,2013-07-17,1
175,2013-07-18,2
176,2013-07-19,2
177,2013-07-21,3
178,2013-07-22,1
179,2013-07-23,2
180,2013-07-24,1
181,2013-07-25,3
182,2013-07-26,2
183,2013-07-27,2
184,2013-07-29,3
185,2013-07-30,3
186,2013-07-31,1
187,2013-08-01,1
188,2013-08-02,1
189,2013-08-03,1
190,2013-08-04,2
191,2013-08-06,1
192,2013-08-07,4
193,2013-08-08,3
194,2013-08-09,2
195,2013-08-10,1
196,2013-08-11,1
197,2013-08-12,1
198,2013-08-13,1
199,2013-08-14,1
200,2013-08-15,4
201,2013-08-16,3
202,2013-08-17,3
203,2013-08-18,2
204,2013-08-19,2
205,2013-08-20,3
206,2013-08-21,3
207,2013-08-23,2
208,2013-08-24,1
209,2013-08-25,1
210,2013-08-27,4
211,2013-08-28,4
212,2013-08-29,1
213,2013-08-30,3
214,2013-08-31,4
215,2013-09-01,1
216,2013-09-02,3
217,2013-09-04,2
218,2013-09-05,2
219,2013-09-06,1
220,2013-09-07,4
221,2013-09-08,4
222,2013-09-09,1
223,2013-09-10,1
224,2013-09-11,2
225,2013-09-13,4
226,2013-09-14,1
227,2013-09-15,2
228,2013-09-16,4
229,2013-09-17,2
230,2013-09-18,2
231,2013-09-19,7
232,2013-09-20,5
233,2013-09-21,1
234,2013-09-22,1
235,2013-09-23,3
236,2013-09-24,2
237,2013-09-25,2
238,2013-09-27,5
239,2013-09-29,1
240,2013-09-30,1
241,2013-10-01,5
242,2013-10-02,3
243,2013-10-03,3
244,2013-10-04,3
245,2013-10-05,1
246,2013-10-06,1
247,2013-10-07,3
248,2013-10-08,6
249,2013-10-09,3
250,2013-10-11,2
251,2013-10-12,3
252,2013-10-13,2
253,2013-10-14,1
254,2013-10-15,4
255,2013-10-16,1
256,2013-10-17,5
257,2013-10-18,3
258,2013-10-19,3
259,2013-10-20,3
260,2013-10-21,3
261,2013-10-22,4
262,2013-10-23,1
263,2013-10-24,2
264,2013-10-25,6
265,2013-10-26,2
266,2013-10-27,3
267,2013-10-28,4
268,2013-10-29,4
269,2013-10-31,4
270,2013-11-01,2
271,2013-11-02,2
272,2013-11-03,1
273,2013-11-04,1
274,2013-11-05,5
275,2013-11-06,4
276,2013-11-07,2
277,2013-11-08,2
278,2013-11-09,1
279,2013-11-10,3
280,2013-11-11,1
281,2013-11-12,3
282,2013-11-13,4
283,2013-11-14,3
284,2013-11-15,5
285,2013-11-16,1
286,2013-11-17,2
287,2013-11-18,6
288,2013-11-19,4
289,2013-11-20,5
290,2013-11-22,3
291,2013-11-23,2
292,2013-11-24,1
293,2013-11-25,7
